input,output
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sedangkan saham yang turun harganya di top loser diantaranya Semen Gresik turun Rp 250 menjadi Rp 10.500 , PT BA turun Rp 25 menjadi Rp 850 , Medco turun Rp 25 menjadi Rp 1525 , PT Timah turun Rp 25 menjadi Rp 2125 .",<extra_id_0> Semen Gresik <extra_id_1> organization ; <extra_id_2> PT BA <extra_id_3> organization ; <extra_id_4> Medco <extra_id_5> organization ; <extra_id_6> PT Timah <extra_id_7> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Manejer PT Telkom Yogyakarta Jujun Pujaswara yang hadir dalam acara itu menjelaskan gangguan teknis yang terjadi saat teleconference berasal dari Cikeas .",<extra_id_0> PT Telkom <extra_id_1> organization ; <extra_id_2> Yogyakarta <extra_id_3> location ; <extra_id_4> Cikeas <extra_id_5> location ; <extra_id_6> Jujun Pujaswara <extra_id_7> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sampai September 2004 , Telkom mencatat peningkatan total aset menjadi Rp 56,115 triliun dibandingkan periode yang sama tahun lalu sebesar Rp 48,592 triliun .",<extra_id_0> Telkom <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Mentari yang bisa nyambung , "" kata Fahmi , staf PT Indosat Tbk yang mengontrol tower Indosat di Nabire lewat remote di Surabaya .",<extra_id_0> Fahmi <extra_id_1> person ; <extra_id_2> PT Indosat Tbk <extra_id_3> organization ; <extra_id_4> Indosat <extra_id_5> organization ; <extra_id_6> Nabire <extra_id_7> location ; <extra_id_8> Surabaya <extra_id_9> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Untuk perubahan nomor SMS bebas pulsa untuk semua operator itu , apakah Depkominfo juga akan pasang iklan ? """,<extra_id_0> Depkominfo <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Indosat melakukan penyajian ulang untuk kinerja tahun 2003 atas transaksi silang antara PT Indosat Tbk dan PT Telkom Tbk , dimana perseroan mencatatkan penerimaan dari pos luar biasa sebesar Rp 4,49 triliun .",<extra_id_0> Indosat <extra_id_1> organization ; <extra_id_2> PT Indosat Tbk <extra_id_3> organization ; <extra_id_4> PT Telkom Tbk <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Anak perusahaan Semen Gresik adalah PT Semen Padang dan PT Semen Tonasa .",<extra_id_0> Semen Gresik <extra_id_1> organization ; <extra_id_2> PT Semen Padang <extra_id_3> organization ; <extra_id_4> PT Semen Tonasa <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | PSN sebanyak 288 sst di Kabupaten Barru , Sulawesi Selatan dengan teknologi IP - Based .",<extra_id_0> Kabupaten Barru <extra_id_1> location ; <extra_id_2> Sulawesi Selatan <extra_id_3> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sementara Telkomsel yang merupakan anak perusahaan Telkom , berperan sebagai penyedia jaringan dan basis konsumennya .",<extra_id_0> Telkomsel <extra_id_1> organization ; <extra_id_2> Telkom <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Kristiono mengakui , tingginya utang dalam dolar AS itu memberikan pengaruh negatif kepada rugi kurs , dimana pada kuartal I 2005 , Telkom masih membukukan rugi kurs yang cukup signifikan .",<extra_id_0> Kristiono <extra_id_1> person ; <extra_id_2> AS <extra_id_3> location ; <extra_id_4> Telkom <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Telkom juga belum menganggarkan biaya pengambilalihan KSO pada tahun 2005 ini .",<extra_id_0> Telkom <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Dahlan mengatakan , dengan real time Telkom online school , para orang tua murid tidak perlu datang lagi ke sekolah hanya untuk memantau pendidikan anak .",<extra_id_0> Dahlan <extra_id_1> person ; <extra_id_2> Telkom <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Kita juga tengah telusuri pengadaan infrastruktur untuk pengembangan Telkom Fleksi yang diperkirakan kerugian negaranya Rp 400 miliar , "" kata sumber itu .",<extra_id_0> Telkom <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Baik itu pidana umum maupun korupsi , "" ujar Ketua Timtas Tipikor Hendarman Supandji di Kantor Kejaksaan Agung ( Kejagung ) , Jl Hasanuddin , Jakarta Selatan , Selasa ( 14/6/2005 ) .",<extra_id_0> Timtas Tipikor <extra_id_1> organization ; <extra_id_2> Kejaksaan Agung <extra_id_3> organization ; <extra_id_4> Kejagung <extra_id_5> organization ; <extra_id_6> Hendarman Supandji <extra_id_7> person ; <extra_id_8> Jl Hasanuddin <extra_id_9> location ; <extra_id_10> Jakarta Selatan <extra_id_11> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Menurut Komisaris Utama Telkom , Tanri Abeng , seorang dirut yang pernah menjabat 2 atau 5 tahun masih bisa dipilih kembali .",<extra_id_0> Telkom <extra_id_1> organization ; <extra_id_2> Tanri Abeng <extra_id_3> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Selanjutnya pada kuartal kedua operator besar seperti Telkomsel , Indosat dan XL baru akan mengeluarkan layanan 3G.",<extra_id_0> Telkomsel <extra_id_1> organization ; <extra_id_2> Indosat <extra_id_3> organization ; <extra_id_4> XL <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Direktur Utama PT Indosat Tbk , Hasnul Suhaemi mengaku , pihak direksi masih berembuk soal jalan keluar tentang penggusuran frekuensi StarOne .",<extra_id_0> PT Indosat Tbk <extra_id_1> organization ; <extra_id_2> StarOne <extra_id_3> organization ; <extra_id_4> Hasnul Suhaemi <extra_id_5> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | baru ini pemerintah memutuskan untuk merelokasi StarOne dan Flexi milik PT Telkom , dari frekuensi 3G.",<extra_id_0> StarOne <extra_id_1> organization ; <extra_id_2> Flexi <extra_id_3> organization ; <extra_id_4> PT Telkom <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sebelumnya , Astratel menjadi mitra kerja PT Telkom Tbk untuk wilayah Kerja Sama Operasi ( KSO ) I Sumatera dalam Pramindo Ikat Nusantara .",<extra_id_0> Astratel <extra_id_1> organization ; <extra_id_2> PT Telkom Tbk <extra_id_3> organization ; <extra_id_4> Pramindo Ikat Nusantara <extra_id_5> organization ; <extra_id_6> Sumatera <extra_id_7> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Tapi kita juga punya kemampuan , "" tandas mantan Menteri Pemberdayaan BUMN ini .",<extra_id_0> BUMN <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Dijelaskan , alasan utama Telkom ingin menghapuskan pencatatan atau delisting saham Telkom adalah hadirnya aturan Sarbanes - Oxley Act of 2002 yang dirasakan cukup berat .",<extra_id_0> Telkom <extra_id_1> organization ; <extra_id_2> Telkom <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Dari segi dana , Telkom memang relatif bagus , "" kata Komisaris Utama Telkom Tanri Abeng di sela - sela acara pelantikan pejabat eselon I di lingkungan Kementerian Negara BUMN di kantornya , Jl .",<extra_id_0> Telkom <extra_id_1> organization ; <extra_id_2> Telkom <extra_id_3> organization ; <extra_id_4> Kementerian Negara BUMN <extra_id_5> organization ; <extra_id_6> Tanri Abeng <extra_id_7> person ; <extra_id_8> Jl . <extra_id_9> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Telkom memperkirakan ada 850 ribu pelanggan Flexi yang menggunakan handset 1900 Megahertz .",<extra_id_0> Telkom <extra_id_1> organization ; <extra_id_2> Flexi <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Cuma sayangnya BUMN yang dari luar kelihatan kokoh perkasa ini sebenarnya keropos di dalam .",<extra_id_0> BUMN <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Bukan saja Telkom akan menjadi besar dan kapitalisasinya naik 300 % dalam 5 tahun seperti diharapkannya , masyarakat Indonesia pun , yang mendapatkan layanan telekomunikasi murah dan berkualitas , bakal sangat berterima kasih kepadanya .",<extra_id_0> Telkom <extra_id_1> organization ; <extra_id_2> Indonesia <extra_id_3> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Anak perusahaan PT PLN ( Persero ) , PT Indonesia Comnets Plus ( Icon+ ) sedang mempersiapkan inovasi agar pelanggan listrik PLN bisa langsung menikmati layanan telepon .",<extra_id_0> PT PLN ( Persero ) <extra_id_1> organization ; <extra_id_2> PT Indonesia Comnets Plus ( Icon+ ) <extra_id_3> organization ; <extra_id_4> PLN <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sebelumnya dalam Peraturan Menteri ( Permen ) Komunikasi dan Informatika ( Kominfo ) nomor 6 tahun 2005 , kode akses SLJJ bagi Telkom dengan awalan prefix 017 .",<extra_id_0> Telkom <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Secara keseluruhan , Telkom mengalami peningkatan jumlah menit SLI menjadi 65 juta pada semester pertama 2005 , dari 57,8 juta pada semester kedua 2004 .",<extra_id_0> Telkom <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Dari tujuh divre yang ada , lima di antaranya dikerjakan dalam bentuk KSO , yaitu Divre I Sumatera dengan PT Pramindo Ikat Nusantara .",<extra_id_0> Sumatera <extra_id_1> location ; <extra_id_2> PT Pramindo Ikat Nusantara <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Selain itu kata Arwin , kota Yogyakarta juga menjadi kota penting bagi PT Telkom Divre IV , karena teledisitas telepon di Yogyakarta juga lebih tinggi dibandingan rata - rata nasional .",<extra_id_0> Arwin <extra_id_1> person ; <extra_id_2> Yogyakarta <extra_id_3> location ; <extra_id_4> Yogyakarta <extra_id_5> location ; <extra_id_6> PT Telkom <extra_id_7> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Telkomsel juga membuka layanan tersebut dalam basis SMS dan dibagi menjadi 2 cara , yakni melalui SMS Update dan SMS Request .",<extra_id_0> Telkomsel <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Demikian diungkapkan oleh Rochiman Sukarno , Kepala Unit Hubungan Investor PT Telkom dalam penjelasan tertulis , Senin ( 31/10/2005 ) .",<extra_id_0> Rochiman Sukarno <extra_id_1> person ; <extra_id_2> PT Telkom <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Saat ini di Kourou ( Guyana , Prancis / tempat peluncuran Telkom-2-red ) sendiri , ada beberapa perbaikan yang harus diselesaikan .",<extra_id_0> Kourou <extra_id_1> location ; <extra_id_2> Guyana <extra_id_3> location ; <extra_id_4> Prancis <extra_id_5> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Tapi kalau siang siapa saja boleh pakai , karena bukan saya yang bayar tagihannya , melainkan PT Barito Pacific Timber , "" kata dia .",<extra_id_0> PT Barito Pacific Timber <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Telkom berencana membeli 5 persen saham publik dengan dana yang disediakan mencapai Rp 5,250 triliun .",<extra_id_0> Telkom <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Ini termasuk eks - pekerja Ditjen Postel , PT Telkom , Polri , Bappenas , Ditjen Pajak , dan Diknas .",<extra_id_0> Ditjen Postel <extra_id_1> organization ; <extra_id_2> PT Telkom <extra_id_3> organization ; <extra_id_4> Polri <extra_id_5> organization ; <extra_id_6> Bappenas <extra_id_7> organization ; <extra_id_8> Ditjen Pajak <extra_id_9> organization ; <extra_id_10> Diknas <extra_id_11> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Pada 2005 ini , klaim Kiskenda , Telkomsel telah mencapai target di atas 107 persen .",<extra_id_0> Kiskenda <extra_id_1> person ; <extra_id_2> Telkomsel <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | PT Pos memiliki 216 kantor pos induk , 1.064 kantor pos cabang dalam kota , 2.628 kantor pos cabang luar kota , serta 16.392 kantor pos cabang .",<extra_id_0> PT Pos <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Menurut Direktur Utama Telkom , Arwin Rasyid , ini menandai mulai siapnya Telkom-2 untuk penggunaan komersial .",<extra_id_0> Telkom <extra_id_1> organization ; <extra_id_2> Arwin Rasyid <extra_id_3> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Telkom ( maksudnya PT Telekomunikasi Indonesia Tbk ) milik Indonesia , sementara Temasek Holdings Pte . Ltd. milik Singapura .""Hanya",<extra_id_0> Telkom <extra_id_1> organization ; <extra_id_2> PT Telekomunikasi Indonesia Tbk <extra_id_3> organization ; <extra_id_4> Temasek Holdings Pte . Ltd. <extra_id_5> organization ; <extra_id_6> Indonesia <extra_id_7> location ; <extra_id_8> Singapura <extra_id_9> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Salah satu cara mengurangi modal antara lain melakukan buy back ( Seputar Indonesia , 19 Agustus 2005)Boleh dikatakan cara berpikir Arwin Rasyid sebagai nakhoda Telkom berbeda 360 derajat dengan kebanyakan pengusaha .",<extra_id_0> Seputar Indonesia <extra_id_1> organization ; <extra_id_2> Telkom <extra_id_3> organization ; <extra_id_4> Arwin Rasyid <extra_id_5> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | PT Komselindo adalah pemegang izin penyelenggaraan jaringan bergerak seluler , yang belum memiliki alokasi pita frekuensi radio IMT-2000 pada pita frekuensi 2.1 GHz .",<extra_id_0> PT Komselindo <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Keduanya adalah Direktur Sumber Daya Manusia ( SDM ) PT Telkom Tbk , Jhon Welly yang menjadi tersangka kasus manipulasi pulsa dalam bisnis interkoneksi Voice over Internet Protocol ( VoIP ) .",<extra_id_0> PT Telkom Tbk <extra_id_1> organization ; <extra_id_2> Jhon Welly <extra_id_3> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Finnet dibentuk untuk menangkap peluang bisnis di bidang penyedia data keuangan dan jaringan perbankan , "" kata Kepala Unit Hubungan Investor Telkom , Rochiman Sukarno dalam penjelasan tertulis , Rabu ( 1/2/2006 ) .",<extra_id_0> Finnet <extra_id_1> organization ; <extra_id_2> Telkom <extra_id_3> organization ; <extra_id_4> Rochiman Sukarno <extra_id_5> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Nilai perdagangan saham Telkom sepanjang tahun 2005 sebesar Rp 24 triliun , naik dibandingkan tahun 2004 yang senilai Rp 23 triliun .",<extra_id_0> Telkom <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Untuk urusan meng - connect - kan , bukan Global Comm yang melakukan , itu wilayah Telkom , "" ujar Teguh Samudera .",<extra_id_0> Global Comm <extra_id_1> organization ; <extra_id_2> Telkom <extra_id_3> organization ; <extra_id_4> Teguh Samudera <extra_id_5> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Perkembangan terbaru , Direktur Konsumer PT Telkom Guntur Siregar ditetapkan menjadi tersangka . Penetapan tersangka baru ini disampaikan Kapolda Jawa Barat Irjen Pol Edi Darnadi kepada wartawan usai mengikuti acara di Sespim Polri Lembang , Jawa Barat , Rabu ( 15/2/2006).""Tersangka",<extra_id_0> PT Telkom <extra_id_1> organization ; <extra_id_2> Guntur Siregar <extra_id_3> person ; <extra_id_4> Edi Darnadi <extra_id_5> person ; <extra_id_6> Jawa Barat <extra_id_7> location ; <extra_id_8> Lembang <extra_id_9> location ; <extra_id_10> Jawa Barat <extra_id_11> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Setelah melalui berbagai uji coba , satelit Telkom-2 resmi beroperasi Jumat ( 24/02/2006 ) .",
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Pihak Telkom Divre II mengatakan , kasus - kasus seperti di atas banyak terjadi di Bogor , Jawa Barat dan belakangan merambat ke wilayah Jakarta Selatan .",<extra_id_0> Telkom <extra_id_1> organization ; <extra_id_2> Bogor <extra_id_3> location ; <extra_id_4> Jawa Barat <extra_id_5> location ; <extra_id_6> Jakarta Selatan <extra_id_7> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Ini ( soal petir ) kan seharusnya hal yang bisa diantisipasi oleh perusahaan sekelas Telkom .",<extra_id_0> Telkom <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Eddy menjelaskan , kemungkinan penyebab keterlambatan itu adalah karena Telkom harus mengadopsi Pedoman Sistem Akuntasi Keuangan ( PSAK ) 38 tentang akuntansi restrukturisasi entitas sepengendali "" Mau tidak mau , ada proses ( revisi ) yang harus dilalui , "" kata Eddy .",<extra_id_0> Eddy <extra_id_1> person ; <extra_id_2> Eddy <extra_id_3> person ; <extra_id_4> Telkom <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Jadi misalnya , meski keuntungan cuma Rp 10.000 pun , asal di atas biaya cost ya tetap aman , "" kata Kuan Moon di gedung Telkomsel Regional Atrium Mulia Kuningan Jakarta kepada detikINET baru - baru ini .",<extra_id_0> Kuan Moon <extra_id_1> person ; <extra_id_2> Telkomsel Regional Atrium Mulia Kuningan Jakarta <extra_id_3> location ; <extra_id_4> detikINET <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Polda Jabar menangguhkan penahanan lima tersangka kasus dugaan manipulasi Voice over Internet Protocol ( VoIP ) di PT Telkom .",<extra_id_0> Polda <extra_id_1> organization ; <extra_id_2> PT Telkom <extra_id_3> organization ; <extra_id_4> Jabar <extra_id_5> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Indosat Tbk , data tersebut membutuhkan 200 GB ruang penyimpanan per bulan , hanya untuk percakapan pascabayarnya saja , Hal tersebut diungkap Muhammad Affandi , Vice President Data Center & System Management , PT .","<extra_id_0> Indosat Tbk <extra_id_1> organization ; <extra_id_2> Data Center & System Management , PT <extra_id_3> organization ; <extra_id_4> Muhammad Affandi <extra_id_5> person"
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | PT Excelcomindo ( 10.10 WIB ) , Terdapat 8 BTS yang tidak berfungsi .",<extra_id_0> PT Excelcomindo <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Pemulihan Jaringan Disampaikan Awaludin , personil Telkom telah memulihkan seluruh infrastruktur telekomunikasi utama .",<extra_id_0> Awaludin <extra_id_1> person ; <extra_id_2> Telkom <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Churn rate per bulan bisa mencapai 175 ribu sampai 200 ribu pelanggan , "" kata Tri Djatmiko , Vice President Sales , PT Telkom , kepada wartawan di Jakarta , Kamis ( 8/6/2006 ) .",<extra_id_0> Tri Djatmiko <extra_id_1> person ; <extra_id_2> PT Telkom <extra_id_3> organization ; <extra_id_4> Jakarta <extra_id_5> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Serta jasa Telkom lainnya sebesar Rp 301,001 miliar atau naik dibanding tahun sebelumnya Rp 293,225 Telkom juga sudah bisa menekan rugi kurs hingga 57 persen menjadi Rp 516,807 miliar dibanding tahun sebelumnya Rp 1,20 triliun .",<extra_id_0> Telkom <extra_id_1> organization ; <extra_id_2> Telkom <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Rencana PT Telkom Tbk untuk menambah jajaran direksi dari 7 menjadi 9 mendapat tentangan dari Serikat Karyawan ( Sekar ) perusahaan , yang melihat rencana penambahan direksi tidak memberi nilai tambah .",<extra_id_0> PT Telkom Tbk <extra_id_1> organization ; <extra_id_2> Serikat Karyawan <extra_id_3> organization ; <extra_id_4> Sekar <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Liputan ke ajang CommunicAsia 2006 ini terselenggara atas kerjasama detikINET dan PT Excelcomindo Pratama Tbk .",<extra_id_0> detikINET <extra_id_1> organization ; <extra_id_2> PT Excelcomindo Pratama Tbk <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Pemerintah selaku penguasa saham PT Telkom Tbk terlibat perdebatan yang cukup sengit dengan manajemen Telkom soal pembagian bonus .",<extra_id_0> PT Telkom Tbk <extra_id_1> organization ; <extra_id_2> Telkom <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sementara manajemen Telkom justru menilai bonus yang dimintanya sudah wajar dengan beberapa pertimbangan .",<extra_id_0> Telkom <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Namun pemerintah yang diwakili Deputi Menneg BUMN bidang pertambangan , industri strategis dan telekomunikasi Roes Aryawijaya keberatan dengan jumlah yang diajukan oleh direksi dan komisaris .",<extra_id_0> BUMN <extra_id_1> organization ; <extra_id_2> Roes Aryawijaya <extra_id_3> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Hingga kini , ungkap Arwin , Telkom dan Bukaka SingTel belum mencapai kesepakatan harga dalam negosiasi buy out ( pengambilalihan ) pembangunan telekomunikasi di KTI yang selama ini dikerjakan dengan sistem kerja sama operasi ( KSO ) itu .",<extra_id_0> Arwin <extra_id_1> person ; <extra_id_2> Telkom <extra_id_3> organization ; <extra_id_4> Bukaka SingTel <extra_id_5> organization ; <extra_id_6> KTI <extra_id_7> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Pihak kepolisian akan bekerjasama dengan PT Telkom untuk melacak pengirim SMS tersebut .",<extra_id_0> PT Telkom <extra_id_1> organization
