input,output,se_order,paradigm
"We waited at the bar and had martinis that were just right .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> right <extra_id_1> martinis,oa,extraction
"Conveniently located too , being right on Bedford ave .| opinion : <extra_id_0>",<extra_id_0> Conveniently,o,extraction
"Went on a 3 day oyster binge , with Fish bringing up the closing , and I am so glad this was the place it O trip ended , because it was so great !| aspect : <extra_id_0>",<extra_id_0> oyster binge,a,extraction
"Personal pans are the perfect size for those hungry nights .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food style_options,sc,extraction
"The atmosphere was great .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general,sc,extraction
"Excellent dumplings served amid clean , chic decor .| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> ambience general ; <extra_id_2> ambience general,c,extraction
"they were dry and disgusting , i did n ' t even finish my first piece .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality ; <extra_id_2> negative <extra_id_3> food quality,sc,extraction
Also very inexpensive .| opinion : <extra_id_0>,<extra_id_0> inexpensive,o,extraction
"We love the food , drinks , and atmosphere !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> positive ; <extra_id_2> drinks <extra_id_3> positive ; <extra_id_4> atmosphere <extra_id_5> positive,as,extraction
"The porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .| opinion : <extra_id_0>",<extra_id_0> tasteless ; <extra_id_1> tasteless,o,extraction
"The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> un - appetizing <extra_id_1> ceiling ; <extra_id_2> un - appetizing <extra_id_3> vent,oa,extraction
LOVE the atmosphere - felt like I was in Paris .| opinion : <extra_id_0>,<extra_id_0> LOVE,o,extraction
"I would highly recommand requesting a table by the window .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> table by the window <extra_id_1> positive,as,extraction
"The server was really cool and served us our food and drinks with a smile .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
Very affordable and excellent ambient !| category : <extra_id_0>,<extra_id_0> ambience general ; <extra_id_1> restaurant prices,c,extraction
Nice Family owned traditional restaurant .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"I have been to Rao ' s probably 15 times the past 3 years and it keeps getting better .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Delicious crab cakes too .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Delicious <extra_id_1> crab cakes,oa,extraction
"Wine list selection is good and wine - by - the - glass was generously filled to the top .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> drinks style_options ; <extra_id_2> positive <extra_id_3> drinks style_options,sc,extraction
"Nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
I had the best ravioli ever .| opinion : <extra_id_0>,<extra_id_0> best,o,extraction
It was pretty inexpensive too .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"Go there to relax and feel like your somewhere else .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
Good for dates or with friends .| opinion : <extra_id_0>,<extra_id_0> Good,o,extraction
"The food is good , especially their more basic dishes , and the drinks are delicious .| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> food quality ; <extra_id_2> drinks quality,c,extraction
"I look forward to eating here again| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"The rest of the dim sum , though pricey by Chinatown standards , is worth it .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> pricey <extra_id_1> dim sum ; <extra_id_2> worth <extra_id_3> dim sum,oa,extraction
"Moules were excellent , lobster ravioli was VERY salty !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> excellent <extra_id_1> Moules ; <extra_id_2> salty <extra_id_3> lobster ravioli,oa,extraction
"Not only is the cuisine the best around , the service has always been attentive and charming .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> positive <extra_id_5> service general,sc,extraction
The menu is limited but almost all of the dishes are excellent .| opinion : <extra_id_0>,<extra_id_0> limited ; <extra_id_1> excellent,o,extraction
Great food !| opinion : <extra_id_0>,<extra_id_0> Great,o,extraction
"$ 6 and there is much tasty food , all of it fresh and continually refilled .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> tasty <extra_id_1> food ; <extra_id_2> fresh <extra_id_3> food ; <extra_id_4> refilled <extra_id_5> food,oa,extraction
"The pizza is overpriced and soggy .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality ; <extra_id_2> negative <extra_id_3> food prices,sc,extraction
"The Four Seasons has history and it is a sort of landmark of New York City restaurants , but trust me , they will charge you through the nose just so that you can say `` I ' ve been to the four seasons restaurant `` .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> a sort of landmark <extra_id_1> The Four Seasons ; <extra_id_2> charge you through the nose <extra_id_3> The Four Seasons,oa,extraction
The only fallback on this restaurant is the prices .| aspect : <extra_id_0>,<extra_id_0> restaurant,a,extraction
"This is a great place to take out - of - towners , and perfect for watching the sunset .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> location general,sc,extraction
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !| category : <extra_id_0>",<extra_id_0> service general,c,extraction
"Even though the place is not beautiful , the food speaks for itself .| opinion : <extra_id_0>",<extra_id_0> not beautiful ; <extra_id_1> speaks for itself,o,extraction
"Mazing interior .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> ambience general,sc,extraction
I loved it and would go again .| opinion : <extra_id_0>,<extra_id_0> loved,o,extraction
"I really loved the different and inovated touch that ' s the cheff gives to the food .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food style_options ; <extra_id_2> positive <extra_id_3> food style_options,sc,extraction
Drinks way over priced .| opinion : <extra_id_0>,<extra_id_0> over priced,o,extraction
"The baked clams octopus we shared as appetizers were the best we ' ve ever had ! !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> best <extra_id_1> baked clams octopus,oa,extraction
This place blew me away . . . by far my new favorite restaurant on the uppereast side .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
Wonderful strawberry daiquiries as well !| opinion : <extra_id_0>,<extra_id_0> Wonderful,o,extraction
The food was well prepared and the service impecable .| aspect : <extra_id_0>,<extra_id_0> food ; <extra_id_1> service,a,extraction
I can not imagine a friendlier staff working in a restaurant .| opinion : <extra_id_0>,<extra_id_0> friendlier,o,extraction
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews .| category : <extra_id_0>,<extra_id_0> restaurant miscellaneous,c,extraction
"Ambience is so cute and quaint , good for business although we were there on vacation .| aspect : <extra_id_0>",<extra_id_0> Ambience ; <extra_id_1> Ambience ; <extra_id_2> Ambience,a,extraction
"First of all , this place is *not* romantic , as claimed by Citysearch ' s editorial review .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> ambience general,sc,extraction
"Baluchi ' s has solid food and a nice decor at reasonable prices .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> ambience general ; <extra_id_4> positive <extra_id_5> restaurant prices,sc,extraction
Will absolutely visit again .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"it ' s the only place you can get yummy authentic japanese comfort food .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> yummy authentic <extra_id_1> japanese comfort food,oa,extraction
"We were not dissappointed in the least bit by this little gem .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
the drinks are amazing and half off till 8pm .| aspect : <extra_id_0>,<extra_id_0> drinks ; <extra_id_1> drinks,a,extraction
The food is great and reasonably priced .| aspect : <extra_id_0>,<extra_id_0> food ; <extra_id_1> food,a,extraction
"If celebrities make you sweat , then your in for a ride , but if your like most around these parts then you ' ll just yawn and wonder whats with all the hype .| aspect : <extra_id_0>",<extra_id_0> NULL,a,extraction
"Definitely worth the trip to Battery Park City !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
The level of rudeness was preposterous .| category : <extra_id_0>,<extra_id_0> service general,c,extraction
"Which of course is not real Kobe but Wagyu beef .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality,sc,extraction
I highly recommend to anyone to give this place a try .| opinion : <extra_id_0>,<extra_id_0> recommend,o,extraction
"( The asparagus , truffle oil , parmesan bruschetta is a winner ! )| aspect : <extra_id_0> ,sentiment : <extra_id_1>","<extra_id_0> asparagus , truffle oil , parmesan bruschetta <extra_id_1> positive",as,extraction
"Raymond the bartender rocks !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Raymond <extra_id_1> positive,as,extraction
"The lava cake dessert was incredible and I recommend it .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> lava cake dessert <extra_id_1> positive ; <extra_id_2> lava cake dessert <extra_id_3> positive,as,extraction
"great food , great wine list , great service in a great neighborhood . . .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> food ; <extra_id_2> great <extra_id_3> wine list ; <extra_id_4> great <extra_id_5> service ; <extra_id_6> great <extra_id_7> neighborhood,oa,extraction
"How do you rate home ?| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"Mistakes happen , but they are usually accompanied by an apology , perhaps even a glass of wine . . . but not the grunt that we received from the Al Di La staff .| opinion : <extra_id_0>",<extra_id_0> grunt,o,extraction
"As many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> neutral <extra_id_1> service general,sc,extraction
"It is very overpriced and not very tasty .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> not very tasty <extra_id_1> NULL ; <extra_id_2> overpriced <extra_id_3> NULL,oa,extraction
"Everything is always cooked to perfection , the service is excellent , the decor cool and understated .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> positive <extra_id_5> ambience general ; <extra_id_6> positive <extra_id_7> ambience general,sc,extraction
"Great bagels made the old - fashioned way .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food style_options,sc,extraction
Worth visiting the 1st Ave spot because it is the original store .| opinion : <extra_id_0>,<extra_id_0> Worth visiting,o,extraction
"But the best part about LS is the late night atmosphere , delightfully free of the BTs .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general,sc,extraction
"In any event , this is a place I ' ll be sure to stop by again when I ' m in this part of town .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> positive,as,extraction
"great taste| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"Of course , it is crowded but who cares .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> neutral,as,extraction
"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .| category : <extra_id_0>",<extra_id_0> ambience general ; <extra_id_1> ambience general ; <extra_id_2> food quality,c,extraction
"I found the food to be outstanding , particulary the salmon dish I had .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> outstanding <extra_id_1> food ; <extra_id_2> outstanding <extra_id_3> salmon dish,oa,extraction
"I / we will never go back to this place again .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant general,sc,extraction
It was $ 14 not really bad for a pound of Pastrami - but it did n ' t have much taste - I ' ve had better for less elsewhere !| category : <extra_id_0>,<extra_id_0> food prices ; <extra_id_1> food quality,c,extraction
"Just go to Yamato and order the Red Dragon Roll .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Yamato <extra_id_1> positive,as,extraction
"Small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> wasnt impressed <extra_id_1> salmon ; <extra_id_2> good <extra_id_3> chicken ; <extra_id_4> Small <extra_id_5> servings for main entree,oa,extraction
"Be prepared to wait , because the place is pretty tiny .| aspect : <extra_id_0>",<extra_id_0> place ; <extra_id_1> place,a,extraction
"I choose to go with one of the special , the braised lamb shank in red wine , which was excellent .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> braised lamb shank in red wine <extra_id_1> positive,as,extraction
"We ate at this Thai place following the reviews but very unhappy with the foods .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> foods <extra_id_1> negative,as,extraction
"Also , they do not take credit card so come with cash !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> neutral,as,extraction
The food was bland oily .| aspect : <extra_id_0>,<extra_id_0> food,a,extraction
"Terrible , terrible management - deserves to be shut - down .| category : <extra_id_0>",<extra_id_0> service general ; <extra_id_1> service general ; <extra_id_2> restaurant general,c,extraction
"When we stumbled on Leon , we thought that we had found quite the gem BUT , we were certainly wrong .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant general,sc,extraction
"I ' m still mad that i had to pay for lousy food .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> negative,as,extraction
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork .| aspect : <extra_id_0>,<extra_id_0> egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,a,extraction
I lOVE THIS PLACE !| opinion : <extra_id_0>,<extra_id_0> lOVE,o,extraction
"But that was n ' t the icing on the cake : a tiramisu that resembled nothing I have ever had .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> nothing <extra_id_1> tiramisu,oa,extraction
"It just was n ' t Thai .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality,sc,extraction
"How do you rate home ?| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> home <extra_id_1> NULL,oa,extraction
"The service was excellent - friendly and attentive .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general ; <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> positive <extra_id_5> service general,sc,extraction
"Fantastic !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"The waitress , seems to be more concerned of looking good than actually waitressing .| aspect : <extra_id_0>",<extra_id_0> waitress,a,extraction
It was pretty inexpensive too .| category : <extra_id_0>,<extra_id_0> restaurant prices,c,extraction
Over all the looks of the place exceeds the actual meals .| category : <extra_id_0>,<extra_id_0> ambience general,c,extraction
"My husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .| opinion : <extra_id_0>",<extra_id_0> eaten several more ; <extra_id_1> fine ; <extra_id_2> best,o,extraction
Wretched and retching| aspect : <extra_id_0>,<extra_id_0> NULL ; <extra_id_1> NULL,a,extraction
"There ' s nice and quiet , small but enough for 6 ( or more ) .| opinion : <extra_id_0>",<extra_id_0> quiet ; <extra_id_1> nice,o,extraction
"I ' m not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much . . . and we ' re repeat customers .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> enjoy <extra_id_1> Mizu,oa,extraction
"Went here last night - nice decor , good service , but the food was surprisingly excellent .| opinion : <extra_id_0>",<extra_id_0> nice ; <extra_id_1> good ; <extra_id_2> excellent,o,extraction
"If you venture off the island of Manhattan and ca n ' t seem to find a great Italian restaurant , drive to Corona .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> Corona,oa,extraction
This tiny Williamsburg spot is always pleasantly surprising .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"However , go for the ambience , and consider the food just a companion for a trip across the world !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> neutral,as,extraction
"It is one the nicest outdoor restaurants I have ever seen in NY - - I am from Italy and this place rivals the ones in my country .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> nicest <extra_id_1> outdoor restaurants,oa,extraction
"you know what i mean all the positives things happening there made mw write this review .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
And it was quick which is very important .| category : <extra_id_0>,<extra_id_0> service general,c,extraction
"The bagels always warm , soft on the inside , crispy on the outside and enormous in size .| aspect : <extra_id_0>",<extra_id_0> bagels ; <extra_id_1> bagels ; <extra_id_2> bagels ; <extra_id_3> bagels,a,extraction
"It ' s a small cute restaurant .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> small cute <extra_id_1> restaurant,oa,extraction
It ' s somewhere you can eat and be happy .| opinion : <extra_id_0>,<extra_id_0> happy,o,extraction
"Try it !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Try <extra_id_1> NULL,oa,extraction
"So close , but not good enough .| aspect : <extra_id_0>",<extra_id_0> NULL,a,extraction
"For the people who want great food plus great service , Roxy is a place to AVOID !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> food ; <extra_id_2> great <extra_id_3> service,oa,extraction
"My husbands was perfect , my was well done and dry .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> perfect <extra_id_1> NULL ; <extra_id_2> well done <extra_id_3> NULL ; <extra_id_4> dry <extra_id_5> NULL,oa,extraction
"Always a nice crowd , but never loud .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> nice <extra_id_1> crowd ; <extra_id_2> never loud <extra_id_3> NULL,oa,extraction
The food was well prepared and the service impecable .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> service general,c,extraction
Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> food quality ; <extra_id_2> ambience general ; <extra_id_3> ambience general,c,extraction
"After all that , they complained to me about the small tip .| aspect : <extra_id_0>",<extra_id_0> NULL,a,extraction
"It is nearly impossible to get a table , so if you ever have the chance to go here for dinner , DO NOT pass it up .| category : <extra_id_0>",<extra_id_0> restaurant general,c,extraction
"We both opted for a pasta dish and they were served timely and fresh .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general ; <extra_id_2> positive <extra_id_3> food quality,sc,extraction
"Service friendly and attentive .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Service <extra_id_1> positive ; <extra_id_2> Service <extra_id_3> positive,as,extraction
The menu is very limited - i think we counted 4 or 5 entrees .| category : <extra_id_0>,<extra_id_0> food style_options,c,extraction
"So close , but not good enough .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> not good enough <extra_id_1> NULL,oa,extraction
"It ' s a great place to order from or sit - in .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> positive,as,extraction
Which of course is not real Kobe but Wagyu beef .| opinion : <extra_id_0>,<extra_id_0> not real,o,extraction
And it was quick which is very important .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
Was surprisingly disappointed .| opinion : <extra_id_0>,<extra_id_0> surprisingly disappointed,o,extraction
"My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> inedible <extra_id_1> chicken,oa,extraction
I would say that all was fine and tasty but the heaviness on my stomach someting that i ca n ' t not mention or undermine .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible !| aspect : <extra_id_0>,<extra_id_0> meal ; <extra_id_1> NULL,a,extraction
"Judging from previous posts this used to be a good place , but not any longer .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> used to be a good <extra_id_1> place,oa,extraction
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .| aspect : <extra_id_0>",<extra_id_0> open kitchen ; <extra_id_1> restaurant,a,extraction
"Their tuna tartar appetizer is to die for .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> die for <extra_id_1> tuna tartar appetizer,oa,extraction
"The mussels were fantastic and so was the dessert . . . definitely going to be back very soon .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> mussels <extra_id_1> positive ; <extra_id_2> dessert <extra_id_3> positive ; <extra_id_4> NULL <extra_id_5> positive,as,extraction
It ’ s just you and your date and an occasional cute ‘ excuse me ’ before the waiter opens the little curtain to your booth !| opinion : <extra_id_0>,<extra_id_0> cute,o,extraction
