input,output,se_order,paradigm
"The food arrived 20 minutes after I called , cold and soggy .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> negative ; <extra_id_2> food <extra_id_3> negative ; <extra_id_4> NULL <extra_id_5> negative,as,extraction
"Service is average .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> neutral <extra_id_1> service general,sc,extraction
"First of all , this place is *not* romantic , as claimed by Citysearch ' s editorial review .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> ambience general,sc,extraction
My boyfriend had Prime Rib it was good .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
"Remind me of home .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> home <extra_id_1> NULL,oa,extraction
"Their tuna tartar appetizer is to die for .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> tuna tartar appetizer <extra_id_1> positive,as,extraction
"We thought that this place is using too much of MSG cooking in the foods .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> using too much of MSG <extra_id_1> foods,oa,extraction
"We all agreed that mare is one of the best seafood restaurants in New York .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"I loved it and would go again .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> loved <extra_id_1> NULL <extra_id_2> positive <extra_id_3> restaurant general,oasc,extraction
"When we stumbled on Leon , we thought that we had found quite the gem BUT , we were certainly wrong .| category : <extra_id_0>",<extra_id_0> restaurant general,c,extraction
"Authentic Shanghai style and I can not recommend a better Shanghai place in New York .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> can not recommend a better <extra_id_1> NULL,oa,extraction
"Have never had a problem with service save a missing rice once .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> problem <extra_id_1> service,oa,extraction
"I really liked this place .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> positive,as,extraction
"Friendly staff that actually lets you enjoy your meal and the company you ' re with .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
"I would recommend Roxy ' s for that , but not for their food .| aspect : <extra_id_0>",<extra_id_0> food ; <extra_id_1> NULL,a,extraction
"The food is authentic Italian - delicious !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> authentic Italian <extra_id_1> food ; <extra_id_2> delicious <extra_id_3> food,oa,extraction
"Go there once and oh yes . . . you will go back . . . you will . . .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> go back <extra_id_1> NULL <extra_id_2> positive <extra_id_3> restaurant general,oasc,extraction
"Hats off to the chef .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> chef <extra_id_1> positive,as,extraction
"The lobster knuckles ( special of the day ) were ok , but pretty tasteless .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> neutral <extra_id_1> food style_options ; <extra_id_2> negative <extra_id_3> food quality,sc,extraction
"it ' s a perfect place to have a amazing indian food .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> indian food <extra_id_1> positive,as,extraction
Just not good at all .| opinion : <extra_id_0>,<extra_id_0> not good,o,extraction
"All in all , the food was great ( except for the dessserts ) .| category : <extra_id_0>",<extra_id_0> food quality,c,extraction
"The portions are small but being that the food was so good makes up for that .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food style_options ; <extra_id_2> positive <extra_id_3> food quality,sc,extraction
"It is also extremely well priced .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> well priced <extra_id_1> NULL <extra_id_2> positive <extra_id_3> food prices,oasc,extraction
"The duck confit is always amazing and the foie gras terrine with figs was out of this world .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> foie gras terrine with figs <extra_id_1> positive ; <extra_id_2> duck confit <extra_id_3> positive,as,extraction
"I had a huge pastrami sandwich on a roll .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> huge <extra_id_1> pastrami sandwich on a roll <extra_id_2> neutral <extra_id_3> food style_options,oasc,extraction
"the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar - soaked rice , and the scallion on top of the fish .| aspect : <extra_id_0>",<extra_id_0> soy sauce ; <extra_id_1> rice,a,extraction
"Will comeback for sure , wish they have it here in LA . .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"I wish I could like this place more , and I wish someone would retrain the staff .| opinion : <extra_id_0>",<extra_id_0> retrain,o,extraction
"We ate out in the back patio , which is worth it as it ' s cool and the music is hear well there .| aspect : <extra_id_0>",<extra_id_0> back patio ; <extra_id_1> back patio ; <extra_id_2> music,a,extraction
"Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese . . . both very tasty .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Caesar Salad <extra_id_1> positive ; <extra_id_2> Caesar Salad <extra_id_3> positive ; <extra_id_4> arugula and goat cheese <extra_id_5> positive,as,extraction
"Great food , good size menu , great service and an unpretensious setting .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food style_options ; <extra_id_4> positive <extra_id_5> service general ; <extra_id_6> positive <extra_id_7> ambience general,sc,extraction
"The food here does a great service to the name ( Cantonese that is . . . ) .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"Beef noodle soup is good as well .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> good <extra_id_1> Beef noodle soup,oa,extraction
"On the way out , we heard of other guests complaining about similar issues .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> complaining <extra_id_1> NULL <extra_id_2> negative <extra_id_3> service general,oasc,extraction
"Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> food quality,c,extraction
"The menu is very limited - i think we counted 4 or 5 entrees .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> limited <extra_id_1> menu <extra_id_2> negative <extra_id_3> food style_options,oasc,extraction
THe perfect spot .| aspect : <extra_id_0>,<extra_id_0> spot,a,extraction
But that is highly forgivable .| opinion : <extra_id_0>,<extra_id_0> highly forgivable,o,extraction
The menu is fairly simple without much descriptions .| aspect : <extra_id_0>,<extra_id_0> menu,a,extraction
"Prices are in line .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> neutral,as,extraction
"Food was amazing - I love Indian food and eat it quite regularly , but I can say this is one of the best I ' ve had .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
The workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .| opinion : <extra_id_0>,<extra_id_0> messy,o,extraction
The best !| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"The sushi is amazing ! ! !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> sushi <extra_id_1> positive,as,extraction
"Rude service , medicore food . . . there are tons of restaurants in NY . . . stay away from this one| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general ; <extra_id_2> neutral <extra_id_3> food quality ; <extra_id_4> negative <extra_id_5> restaurant general,sc,extraction
"The in - house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .| category : <extra_id_0>",<extra_id_0> ambience general,c,extraction
I really recommend the very simple Unda ( Egg ) rolls .| aspect : <extra_id_0>,<extra_id_0> Unda ( Egg ) rolls ; <extra_id_1> Unda ( Egg ) rolls,a,extraction
"Went on a 3 day oyster binge , with Fish bringing up the closing , and I am so glad this was the place it O trip ended , because it was so great !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> great <extra_id_1> oyster binge <extra_id_2> positive <extra_id_3> restaurant general,oasc,extraction
"The wait here is long for dim sum , but if you do n ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .| category : <extra_id_0>",<extra_id_0> service general ; <extra_id_1> ambience general ; <extra_id_2> restaurant miscellaneous,c,extraction
"Great spot , whether looking for a couple of drinks or quiet dinner .| aspect : <extra_id_0>",<extra_id_0> spot ; <extra_id_1> spot,a,extraction
"The fried dumplings are GREAT !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> GREAT <extra_id_1> fried dumplings,oa,extraction
"Toons has recently been redone , so it ' s now a very attractive space .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> attractive <extra_id_1> Toons,oa,extraction
"I ca n ' t wait to go back .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
There is a downside if you ' re ordering in - - the delivery guys have MAJOR attitude .| category : <extra_id_0>,<extra_id_0> service general,c,extraction
"If you ’ re planning to come here , make sure that your date is someone whom you really like since you ’ ll be ushered to private booths where there will be no people or food watching ( choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ! ) .| aspect : <extra_id_0>",<extra_id_0> private booths,a,extraction
"I tried a couple other dishes but was n ' t too impressed .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> dishes <extra_id_1> neutral,as,extraction
The food was absolutely amazing ! !| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
"We wo n ' t go to this place again for a good meal .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality,sc,extraction
"I read reviews that called the restaurant too expensive and I thought to myself , but may be it is worth it .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant prices ; <extra_id_2> negative <extra_id_3> restaurant general,sc,extraction
"Service was just ok , it is not what you ' d expect for $ 500 .| category : <extra_id_0>",<extra_id_0> service general ; <extra_id_1> restaurant prices,c,extraction
"This was , from start to finish , a mind - bogglingly uncomfortable experience .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> mind - bogglingly uncomfortable <extra_id_1> NULL <extra_id_2> negative <extra_id_3> restaurant general,oasc,extraction
"The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> good <extra_id_1> lobster sandwich <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> great <extra_id_5> spaghetti with Scallops and Shrimp <extra_id_6> positive <extra_id_7> food quality,oasc,extraction
"The portions are HUGE , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .| opinion : <extra_id_0>",<extra_id_0> HUGE,o,extraction
By the time we finished our dinner we still had not received one beverage NOR hooka !| category : <extra_id_0>,<extra_id_0> service general,c,extraction
I have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> food quality,c,extraction
I have been going there since it opened and I ca n ' t get enough .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
Who has room for Cheesesticks with the best pizza in NYC !| aspect : <extra_id_0>,<extra_id_0> pizza,a,extraction
"I would highly recommend .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> highly recommend <extra_id_1> NULL <extra_id_2> positive <extra_id_3> restaurant general,oasc,extraction
"The lamb was tender so full of flavor , the dessert was divine ! !| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> food quality,c,extraction
"we love th pink pony .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
IT WAS HORRIBLE .| opinion : <extra_id_0>,<extra_id_0> HORRIBLE,o,extraction
Highly recommend it !| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
Ca n ' t wait to go back .| opinion : <extra_id_0>,<extra_id_0> go back,o,extraction
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice .| category : <extra_id_0>,<extra_id_0> service general,c,extraction
"The only thing more wonderful than the food ( which is exceptional ) is the service .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> positive ; <extra_id_2> service <extra_id_3> positive,as,extraction
"I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !| aspect : <extra_id_0>,<extra_id_0> manager,a,extraction
"the food is decent .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> neutral,as,extraction
Suan is a great place that I often take my friends ( classmates ) too .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
( Always ask the bartender for the SEASONAL beer ! ! !| opinion : <extra_id_0>,<extra_id_0> Always ask,o,extraction
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> crust <extra_id_1> positive ; <extra_id_2> pizza <extra_id_3> positive,as,extraction
I do n ' t think I would go again .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"Despite the confusing mirrors this will likely be my go - to for modern Japanese food for the foreseeable future .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> go - to for <extra_id_1> modern Japanese food <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> confusing <extra_id_5> mirrors <extra_id_6> negative <extra_id_7> ambience general,oasc,extraction
"it ' s a perfect place to have a amazing indian food .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"However , once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair , ( sometimes you have to settle when it ' s your only option ) , I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting , slimy , clearly bad piece of fish skin .| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> food quality,c,extraction
"Wish NY had more of these kind of places : intimate , superb food , homey , top notch all the way around , certainly worth the wait .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> positive <extra_id_5> restaurant general,sc,extraction
"I recommend it !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
Rao ' s has the best service and atmosphere in NYC .| opinion : <extra_id_0>,<extra_id_0> best ; <extra_id_1> best,o,extraction
The shrimp scampi was excellent and the antipasti were plentiful .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> food style_options,c,extraction
Go hungry and enjoy .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
A little crowded but they move that line really fast !| category : <extra_id_0>,<extra_id_0> service general ; <extra_id_1> restaurant miscellaneous,c,extraction
Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> food quality ; <extra_id_2> ambience general ; <extra_id_3> ambience general,c,extraction
"By far , the best pizza in Manhattan .| opinion : <extra_id_0>",<extra_id_0> best,o,extraction
"Went on a 3 day oyster binge , with Fish bringing up the closing , and I am so glad this was the place it O trip ended , because it was so great !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> oyster binge,oa,extraction
"Maggot in the food !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> negative,as,extraction
Favorite Sushi in NYC| opinion : <extra_id_0>,<extra_id_0> Favorite,o,extraction
The atmosphere was great .| opinion : <extra_id_0>,<extra_id_0> great,o,extraction
The food is okay and the prices here are mediocre .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> restaurant prices,c,extraction
Never again !| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"The atmosphere was pretty nice but had a bit lacking , which it tries to make up for with a crazy scheme of mirrors .| category : <extra_id_0>",<extra_id_0> ambience general ; <extra_id_1> ambience general,c,extraction
"I had a huge group for my birthday and we were well taken care of .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> well taken care of <extra_id_1> NULL <extra_id_2> positive <extra_id_3> service general,oasc,extraction
This quaint and romantic trattoria is at the top of my Manhattan restaurant list .| opinion : <extra_id_0>,<extra_id_0> quaint ; <extra_id_1> romantic,o,extraction
"They charge different prices all the time .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general ; <extra_id_2> negative <extra_id_3> service general ; <extra_id_4> negative <extra_id_5> ambience general,sc,extraction
"My chow fun and chow see was really bland and oily .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> bland <extra_id_1> chow fun and chow see ; <extra_id_2> oily <extra_id_3> chow fun and chow see,oa,extraction
This was a great surprise .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
The baked clams octopus we shared as appetizers were the best we ' ve ever had ! !| aspect : <extra_id_0>,<extra_id_0> baked clams octopus,a,extraction
"If you want something really different than try Jekyll and Hyde .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> different <extra_id_1> Jekyll and Hyde,oa,extraction
"My friend got the mushroom pizza which tasted better .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> mushroom pizza <extra_id_1> positive,as,extraction
"It is thick and slightly soggy .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative ; <extra_id_2> NULL <extra_id_3> negative,as,extraction
"From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> spectacular <extra_id_1> caviar <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> enjoyed <extra_id_5> caviar <extra_id_6> positive <extra_id_7> food quality ; <extra_id_8> hospitable <extra_id_9> waitstaff <extra_id_10> positive <extra_id_11> service general ; <extra_id_12> enjoyed <extra_id_13> waitstaff <extra_id_14> positive <extra_id_15> service general,oasc,extraction
The waiter was attentive .| aspect : <extra_id_0>,<extra_id_0> waiter,a,extraction
"Only complaint is the pricing - - I believe it would be more reasonable to pay a dollar less on each item listed on the menu .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> complaint <extra_id_1> menu,oa,extraction
"I come from a family of pizzeria owners , and I ' m almost ashamed to say that the pizza in Fornino ' s blows my families receipies away .| opinion : <extra_id_0>",<extra_id_0> ashamed,o,extraction
"I absolutely Loved this place .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out ! ! ! !| category : <extra_id_0>,<extra_id_0> restaurant general ; <extra_id_1> food quality,c,extraction
"The wait here is long for dim sum , but if you do n ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .| aspect : <extra_id_0>",<extra_id_0> wait ; <extra_id_1> atmosphere ; <extra_id_2> NULL,a,extraction
"On the way out , we heard of other guests complaining about similar issues .| opinion : <extra_id_0>",<extra_id_0> complaining,o,extraction
Who has room for Cheesesticks with the best pizza in NYC !| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
"good music , great food , speedy service affordable prices .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> good <extra_id_1> music ; <extra_id_2> great <extra_id_3> food ; <extra_id_4> speedy <extra_id_5> service ; <extra_id_6> affordable <extra_id_7> NULL,oa,extraction
"Also , specify if you like your food spicy - its rather bland if you do n ' t .| aspect : <extra_id_0>",<extra_id_0> food,a,extraction
"The service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .| category : <extra_id_0>",<extra_id_0> service general,c,extraction
love the food .| opinion : <extra_id_0>,<extra_id_0> love,o,extraction
"I ' m not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much . . . and we ' re repeat customers .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Best Pastrami I ever had and great portion without being ridiculous .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Pastrami <extra_id_1> positive ; <extra_id_2> portion <extra_id_3> positive,as,extraction
"A restaurant that does n ' t try to do anything except serve great food with great service in a pleasant atmosphere .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> food ; <extra_id_2> great <extra_id_3> service ; <extra_id_4> pleasant <extra_id_5> atmosphere,oa,extraction
"And it was quick which is very important .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> quick <extra_id_1> NULL,oa,extraction
"I found it on a cold night , the perfect spot to warm up .| opinion : <extra_id_0>",<extra_id_0> perfect,o,extraction
The seats are uncomfortable if you are sitting against the wall on wooden benches .| aspect : <extra_id_0>,<extra_id_0> seats,a,extraction
"Wait staff is blantently unappreciative of your business but its the best pie on the UWS !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> unappreciative <extra_id_1> Wait staff <extra_id_2> negative <extra_id_3> service general ; <extra_id_4> best <extra_id_5> pie <extra_id_6> positive <extra_id_7> food quality,oasc,extraction
"The food is tasty and portion sizes are appropriate .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> tasty <extra_id_1> food ; <extra_id_2> appropriate <extra_id_3> portion sizes,oa,extraction
"I read reviews that called the restaurant too expensive and I thought to myself , but may be it is worth it .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> expensive <extra_id_1> restaurant ; <extra_id_2> expensive <extra_id_3> restaurant,oa,extraction
"I go and eat out at many different restaurants and this is one place you have go and try .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> have go and try <extra_id_1> place <extra_id_2> positive <extra_id_3> restaurant general,oasc,extraction
"The service was impeccable and unobtrusive - - the staff knows what they are there to do - - to know their menu , present your meal , and attend to your needs .| opinion : <extra_id_0>",<extra_id_0> impeccable ; <extra_id_1> unobtrusive,o,extraction
"The service is awful .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"Of course , it is crowded but who cares .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> neutral,as,extraction
We had Pam ' s special fried fish and it was amazing .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
"We were not dissappointed in the least bit by this little gem .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> not dissappointed in the least bit <extra_id_1> NULL,oa,extraction
"Looking around , I saw a room full of New Yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> ambience general,c,extraction
"It ' s a great place to order from or sit - in .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> positive,as,extraction
"Decor is charming .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> charming <extra_id_1> Decor <extra_id_2> positive <extra_id_3> ambience general,oasc,extraction
"For the price , you can not eat this well in Manhattan .| opinion : <extra_id_0>",<extra_id_0> can not eat this well,o,extraction
I highly recommend this beautiful place .| category : <extra_id_0>,<extra_id_0> ambience general ; <extra_id_1> restaurant general,c,extraction
"They even scoop it out nice ( for those on a diet ) not too much not to little .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
The filet mignon dish was superb !| opinion : <extra_id_0>,<extra_id_0> superb,o,extraction
"I lOVE THIS PLACE !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> lOVE <extra_id_1> PLACE,oa,extraction
The flavors are amazing and the value is phenomenal .| aspect : <extra_id_0>,<extra_id_0> NULL ; <extra_id_1> NULL,a,extraction
The food was good too .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
Okay - i do n ' t mind the oily part ( cause most are cooked that way ) but it was way too bland .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> food quality,c,extraction
"You ca n ' t go wrong with this place .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Moules were excellent , lobster ravioli was VERY salty !| opinion : <extra_id_0>",<extra_id_0> excellent ; <extra_id_1> salty,o,extraction
"The food was great and tasty , but the sitting space was too small , I do n ' t like being cramp in a corner .| opinion : <extra_id_0>",<extra_id_0> great ; <extra_id_1> tasty ; <extra_id_2> too small,o,extraction
