text_a,text_b,label
The best thing about this laptop is the price along with some of the newer features .,features-newer,1
YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY .,warranty service-not be able,1
but now i have realized its a problem with this brand .,brand-problem,1
Also kinda loud when the fan was running .,fan-loud,1
There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files .,hard disc-problem,1
"Speaking of the browser , it too has problems .",browser-problems,1
The keyboard is too slick .,keyboard-slick,1
"It 's like 9 punds , but if you can look past it , it 's GREAT !",9 punds-great,1
It 's just as fast with one program open as it is with sixteen open .,program-fast,1
"Still under warrenty so called Toshiba , no help at all .",warrenty-no help,1
Amazing Quality !,quality-amazing,1
"A month or so ago , the freaking motherboard just died .",motherboard-freaking,1
"A month or so ago , the freaking motherboard just died .",motherboard-died,1
"The system it comes with does not work properly , so when trying to fix the problems with it it started not working at all .",system-not work properly,1
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running .,charger-stopped working,1
"If a website ever freezes ( which is rare ) , its really easy to force quit .",force quit-easy,1
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program .,windows 7-enjoy,1
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program .,vmware program-enjoy,1
"I wanted to purchase the extended warranty and they refused , because they knew it was trouble .",extended warranty-refused,1
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed .,speed-increase,1
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed .,performace-increase,1
"The reality was , it heated up very quickly , and took way too long to do simple things , like opening my Documents folder .",opening my documents folder-long,1
I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive .,operating systems-poorly designed,1
I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive .,operating systems-intuitive,1
"Then , within 5 months , the charger crapped out on me .",charger-crapped,1
And if you have a iphone or ipod touch you can connect and download songs to it at high speed .,speed-high,1
I love the glass touchpad .,glass touchpad-love,1
I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again .,hard drive-replaced,1
I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again .,mother board-replaced,1
"Then HP sends it back to me with the hardware screwed up , not able to connect .",hardware-screwed up,1
"Oh yeah , do n't forget the expensive shipping to and from HP .",shipping-expensive,1
"Everything is so easy to use , Mac software is just so much simpler than Microsoft software .",mac software-easy,1
"Everything is so easy to use , Mac software is just so much simpler than Microsoft software .",mac software-simpler than,0
"Everything is so easy to use , Mac software is just so much simpler than Microsoft software .",microsoft software-easy,0
"Everything is so easy to use , Mac software is just so much simpler than Microsoft software .",microsoft software-simpler than,1
"Everything is so easy to use , Mac software is just so much simpler than Microsoft software .",use-easy,1
"Everything is so easy to use , Mac software is just so much simpler than Microsoft software .",use-simpler than,0
"And if you do a lot of writing , editing is a problem since there is no forward delete key .",editing-problem,1
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,use-ease,1
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,use-top,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,use-can not be beat,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,service-ease,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,service-top,1
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,service-can not be beat,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,phone assistance-ease,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,phone assistance-top,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,phone assistance-can not be beat,1
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,genius bar-ease,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,genius bar-top,0
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar -- can not be beat .,genius bar-can not be beat,1
"It has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",battery life-perfect,1
"It has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",web browsing-perfect,1
"It has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",word editing-perfect,1
"Acer has set me up with FREE recovery discs , when they are available since I asked .",recovery discs-free,1
Enabling the battery timer is useless .,battery timer-useless,1
"There is no need to purchase virus protection for Mac , which saves me a lot of time and money .",virus protection for mac-saves,1
"But we had paid for bluetooth , and there was none .",bluetooth-none,1
"It is always reliable , never bugged and responds well .",responds-well,1
they had to replace the motherboard in April,motherboard-replace,1
"Also , if you need to talk to a representive at Microsoft , there is a charge , which I believe is robbery , since you are charged enormous amounts for a very badly designed system , which most people would have went with XP if they could .",system-badly designed,1
I love WIndows 7 which is a vast improvment over Vista .,windows 7-love,1
Dell 's customer disservice is an insult to it 's customers who pay good money for shoddy products .,dell 's customer disservice-insult,1
"After talking it over with the very knowledgeable sales associate , I chose the MacBook Pro over the white MacBook .",sales associate-knowledgeable,1
"If you really want a bang-up system and do n't need to run Windows applications , go with an Apple ;",system-bang-up,1
You wo n't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet .,virus program-inefficient,1
It 's color is even cool .,color-cool,1
keys are all in weird places and is way too large for the way it is designed .,keys-weird,1
keys are all in weird places and is way too large for the way it is designed .,keys-large,1
"Yes , a Mac is much more money than the average laptop out there , but there is no comparison in style , speed and just cool factor .",style-no comparison,1
"Yes , a Mac is much more money than the average laptop out there , but there is no comparison in style , speed and just cool factor .",speed-no comparison,1
"And not to mention after using it for a few months or so , the battery will slowly less and less hold a charge until you ca n't leave it unplugged for more than 5 minutes without the thing dying .",battery-less,1
"BEST BUY - 5 STARS + + + ( sales , service , respect for old men who are n't familiar with the technology ) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",sales-best,1
"BEST BUY - 5 STARS + + + ( sales , service , respect for old men who are n't familiar with the technology ) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",service-best,1
"no complaints with their desktop , and maybe because it just sits on your desktop , and you do n't carry it around , which could jar the hard drive , or the motherboard .",hard drive-jar,1
"no complaints with their desktop , and maybe because it just sits on your desktop , and you do n't carry it around , which could jar the hard drive , or the motherboard .",motherboard-jar,1
"Yes , they cost more , but they more than make up for it in speed , construction quality , and longevity .",speed-make up,1
"Yes , they cost more , but they more than make up for it in speed , construction quality , and longevity .",construction quality-make up,1
"Yes , they cost more , but they more than make up for it in speed , construction quality , and longevity .",longevity-make up,1
"It absolutely is more expensive than most PC laptops , but the ease of use , security , and minimal problems that have arisen make it well worth the pricetag .",use-ease,1
"It gets stuck all of the time you use it , and you have to keep tapping on it to get it to work .",use-stuck,1
lots of preloaded software .,preloaded software-lots,1
"I wish it had a webcam though , then it would be perfect !",webcam-wish,1
Another thing I might add is the battery life is excellent .,battery life-excellent,1
"One drawback , I wish the keys were backlit .",keys-drawback,1
I wish the volume could be louder and the mouse didnt break after only a month .,volume-louder,1
I wish the volume could be louder and the mouse didnt break after only a month .,volume-didnt break,0
I wish the volume could be louder and the mouse didnt break after only a month .,mouse-louder,0
I wish the volume could be louder and the mouse didnt break after only a month .,mouse-didnt break,1
"I play a lot of casual games online , and the touchpad is very responsive .",touchpad-responsive,1
"It is everything I 'd hoped it would be from a look and feel standpoint , but somehow a bit more sturdy .",look and feel standpoint-sturdy,1
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it .,safari-dont use,1
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it .,safari-love,0
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it .,mozzilla firfox-dont use,0
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it .,mozzilla firfox-love,1
"Great battery , speed , display .",battery-great,1
"Great battery , speed , display .",speed-great,1
"Great battery , speed , display .",display-great,1
"The delivery was fast , and I would not hesitate to purchase this laptop again .",delivery-fast,1
I 've been impressed with the battery life and the performance for such a small amount of memory .,battery life-impressed,1
I 've been impressed with the battery life and the performance for such a small amount of memory .,battery life-small,0
I 've been impressed with the battery life and the performance for such a small amount of memory .,performance-impressed,0
I 've been impressed with the battery life and the performance for such a small amount of memory .,performance-small,1
I 've been impressed with the battery life and the performance for such a small amount of memory .,memory-impressed,0
I 've been impressed with the battery life and the performance for such a small amount of memory .,memory-small,1
"It 's applications are terrific , including the replacements for Microsoft office .",applications-terrific,1
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",built-in webcam-shorting out,1
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",built-in webcam-suffered,0
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",built-in mic-shorting out,1
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",built-in mic-suffered,0
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",cam-shorting out,0
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",cam-suffered,1
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",mic-shorting out,0
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",mic-suffered,1
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,board-bad,1
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,board-issues,0
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,connector-bad,1
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,connector-issues,0
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,power supply-bad,0
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,power supply-issues,1
"My dad has one of the very first Toshibas ever made , yes its abit slow now but still works well and i hooked to my ethernet !",works-well,1
Mostly I love the drag and drop feature .,drag and drop feature-love,1
"oh yeah , and if the fancy webcam breaks guess who you have to send it to to get it fixed ?",webcam-fancy,1
"I ordered through MacMall , which saved me the sales tax I would have incurred buying locally .",sales tax-saved,1
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",software packages-great,1
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",software packages-free,0
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",iwork-great,0
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",iwork-free,1
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",garageband-great,0
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",garageband-free,1
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",imovie-great,0
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",imovie-free,1
The screen is very large and crystal clear with amazing colors and resolution .,screen-large,1
The screen is very large and crystal clear with amazing colors and resolution .,screen-clear,1
The screen is very large and crystal clear with amazing colors and resolution .,screen-amazing,0
The screen is very large and crystal clear with amazing colors and resolution .,colors-large,0
The screen is very large and crystal clear with amazing colors and resolution .,colors-clear,0
The screen is very large and crystal clear with amazing colors and resolution .,colors-amazing,1
The screen is very large and crystal clear with amazing colors and resolution .,resolution-large,0
The screen is very large and crystal clear with amazing colors and resolution .,resolution-clear,0
The screen is very large and crystal clear with amazing colors and resolution .,resolution-amazing,1
"After a little more than a year of owning my MacBook Pro , the monitor has completely died .",monitor-died,1
"The brand of iTunes has just become ingrained in our lexicon now , but keep in mind that Apple started it all .",itunes-ingrained,1
"Size : I know 13 is small ( especially for a desktop replacement ) but with an external monitor , who cares .",size-small,1
"Size : I know 13 is small ( especially for a desktop replacement ) but with an external monitor , who cares .",external monitor-small,1
"The display is incredibly bright , much brighter than my PowerBook and very crisp .",display-bright,1
"The display is incredibly bright , much brighter than my PowerBook and very crisp .",display-crisp,1
The start menu is not the easiest thing to navigate due to the stacking .,start menu-not the easiest,1
Really like the textured surface which shows no fingerprints .,surface-like,1
The screen is bright and the keyboard is nice ;,screen-bright,1
The screen is bright and the keyboard is nice ;,screen-nice,0
The screen is bright and the keyboard is nice ;,keyboard-bright,0
The screen is bright and the keyboard is nice ;,keyboard-nice,1
But the machine is awesome and iLife is great and I love Snow Leopard X .,ilife-great,1
But the machine is awesome and iLife is great and I love Snow Leopard X .,ilife-love,0
But the machine is awesome and iLife is great and I love Snow Leopard X .,snow leopard x-great,0
But the machine is awesome and iLife is great and I love Snow Leopard X .,snow leopard x-love,1
"I thought learning the Mac OS would be hard , but it is easily picked up if you are familiar with a PC .",mac os-easily,1
It is easy to use and lightweight .,use-easy,1
They also have a longer service life than other computers ( I have several friends who still use the older Apple PowerBooks ) .,service life-longer,1
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor .,ports-missing,1
This laptop is a great price and has a sleek look .,price-great,1
This laptop is a great price and has a sleek look .,price-sleek,0
This laptop is a great price and has a sleek look .,look-great,0
This laptop is a great price and has a sleek look .,look-sleek,1
I especially like the keyboard which has chiclet type keys .,keyboard-like,1
I especially like the keyboard which has chiclet type keys .,keyboard-chiclet type,0
I especially like the keyboard which has chiclet type keys .,keys-like,0
I especially like the keyboard which has chiclet type keys .,keys-chiclet type,1
I bought a protector for my key pad and it works great : ),protector-great,1
The magnetic plug-in power charging power cord is great ( I even put it to the test by accident ) - excellent innovation !,magnetic plug-in power charging power cord-great,1
The magnetic plug-in power charging power cord is great ( I even put it to the test by accident ) - excellent innovation !,magnetic plug-in power charging power cord-excellent,1
"While Apple 's saving grace is the fact that they at least stand behind their products , and their support is great , it would be nice if their products were more reliable to justify the premium .",support-great,1
only good thing is the graphics quality .,graphics quality-good,1
"The other lock-up problems are from a myriad of causes , the most common being a corrupted version of Appleworks which can render the browser useless .",appleworks-corrupted,1
"The other lock-up problems are from a myriad of causes , the most common being a corrupted version of Appleworks which can render the browser useless .",appleworks-useless,0
"The other lock-up problems are from a myriad of causes , the most common being a corrupted version of Appleworks which can render the browser useless .",browser-corrupted,0
"The other lock-up problems are from a myriad of causes , the most common being a corrupted version of Appleworks which can render the browser useless .",browser-useless,1
The paint wears off easily due to the keyboard being farther back than usual .,paint-wears off,1
The paint wears off easily due to the keyboard being farther back than usual .,paint-farther back,0
The paint wears off easily due to the keyboard being farther back than usual .,keyboard-wears off,0
The paint wears off easily due to the keyboard being farther back than usual .,keyboard-farther back,1
The store honored their warrenty and made the comment that they do n't even recommend the HP brand because of the problems with their warrentys .,warrentys-do n't even recommend,1
The store honored their warrenty and made the comment that they do n't even recommend the HP brand because of the problems with their warrentys .,warrentys-problems,1
"They sent out the box right away for me to send in my computer , they paid postage and whatnot , but when I got my computer back it still was n't running right , and now my CD drive was n't reading anything !",cd drive-was n't reading anything,1
"They sent out the box right away for me to send in my computer , they paid postage and whatnot , but when I got my computer back it still was n't running right , and now my CD drive was n't reading anything !",cd drive-was n't running right,0
"They sent out the box right away for me to send in my computer , they paid postage and whatnot , but when I got my computer back it still was n't running right , and now my CD drive was n't reading anything !",running-was n't reading anything,0
"They sent out the box right away for me to send in my computer , they paid postage and whatnot , but when I got my computer back it still was n't running right , and now my CD drive was n't reading anything !",running-was n't running right,1
But the screen size is not that bad for email and web browsing .,screen size-not that bad,1
But the screen size is not that bad for email and web browsing .,web browsing-not that bad,1
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I did n't like the trackpad .,trackpad-never use,1
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I did n't like the trackpad .,trackpad-did n't like,1
This computer does n't do that well with certain games it ca n't play some and it becomes too hot while playing games .,games-does n't do that well,1
"Yeah , of course smarty pants `` fix it now '' ) Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple ( which I promptly did ) .",inbuilt applications-crashing,1
"Yeah , of course smarty pants `` fix it now '' ) Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple ( which I promptly did ) .",inbuilt applications-smarty,0
"Yeah , of course smarty pants `` fix it now '' ) Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple ( which I promptly did ) .",software-crashing,0
"Yeah , of course smarty pants `` fix it now '' ) Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple ( which I promptly did ) .",software-smarty,1
The body is a bit cheaply made so it will be interesting to see how long it holds up .,body-cheaply made,1
"With a mac you do n't have to worry about antivirus software or firewall , it 's so wonderful .",antivirus software-wonderful,1
"With a mac you do n't have to worry about antivirus software or firewall , it 's so wonderful .",firewall-wonderful,1
"Am very glad I bought it , great netbook , low price .",price-low,1
The Apple team also assists you very nicely when choosing which computer is right for you : ),apple team-nicely,1
"I think part of the problem with this computer is Vista , yet I know Vista is n't the entire issue because my latest purchase was my Acer and it also has Vista ( I should have waited the few months to get the next operating system ) .",vista-problem,1
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better .,video chat-iffy,1
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $ 175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $ 175 and it was fixed .,mouse-cheaper,1
"Fan vents to the side , so no cooling pad needed , great feature !",cooling pad-no,1
"Fan vents to the side , so no cooling pad needed , great feature !",cooling pad-great,0
"Fan vents to the side , so no cooling pad needed , great feature !",feature-no,0
"Fan vents to the side , so no cooling pad needed , great feature !",feature-great,1
"i use my mac all the time , i love the software , the way it takes a short time to load things , how easy it is to use and most of all how you do n't have to worry about viruses .",software-love,1
"i use my mac all the time , i love the software , the way it takes a short time to load things , how easy it is to use and most of all how you do n't have to worry about viruses .",software-easy,1
Wasted me at least 8 hours of installation time .,installation time-wasted,1
"It has far exceeded my expectations for power , storage , and abilitiy .",power-exceeded,1
"It has far exceeded my expectations for power , storage , and abilitiy .",storage-exceeded,1
"It has far exceeded my expectations for power , storage , and abilitiy .",abilitiy-exceeded,1
I am enjoying it and the quality it provides is great !,quality-enjoying,1
I am enjoying it and the quality it provides is great !,quality-great,1
"Suffice it to say , my MacBook Pro keeps me going with its long battery life and blazing speed .",battery life-long,1
"Suffice it to say , my MacBook Pro keeps me going with its long battery life and blazing speed .",battery life-blazing,0
"Suffice it to say , my MacBook Pro keeps me going with its long battery life and blazing speed .",speed-long,0
"Suffice it to say , my MacBook Pro keeps me going with its long battery life and blazing speed .",speed-blazing,1
"The OS is also very user friendly , even for those that switch from a PC , with a little practice you can take full advantage of this OS !",os-user friendly,1
"iTunes is a handy music-management program , and it is essential for anyone with an iPod .",itunes-handy,1
"iTunes is a handy music-management program , and it is essential for anyone with an iPod .",itunes-essential,1
"iTunes is a handy music-management program , and it is essential for anyone with an iPod .",program-handy,1
"iTunes is a handy music-management program , and it is essential for anyone with an iPod .",program-essential,0
the programs are esay to use and are quick to process this computer works like a charm .,programs-esay to use,1
the programs are esay to use and are quick to process this computer works like a charm .,programs-esay,0
the programs are esay to use and are quick to process this computer works like a charm .,use-esay to use,0
the programs are esay to use and are quick to process this computer works like a charm .,use-esay,1
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again .,power supply-problem,1
Sells for the same as a netbook without sacrificing size .,size-sacrificing,1
"Windows XP SP2 caused many problems on the computer , so I had to remove it .",windows xp sp2-problems,1
"this is my second one and the same problem , bad video card unreliable overall , this will be my second time returning this laptop back to best buy .",video card-bad,1
"this is my second one and the same problem , bad video card unreliable overall , this will be my second time returning this laptop back to best buy .",video card-unreliable,1
"With awesome graphics and assuring security , it 's perfect !",graphics-awesome,1
"With awesome graphics and assuring security , it 's perfect !",graphics-assuring,0
"With awesome graphics and assuring security , it 's perfect !",security-awesome,0
"With awesome graphics and assuring security , it 's perfect !",security-assuring,1
The laptop was very easy to set up .,set up-easy,1
I recommend for word processing and internet users .,word processing-recommend,1
I recommend for word processing and internet users .,internet-recommend,1
Since I 've had this computer I 've only used the trackpad because it is so nice and smooth .,trackpad-nice,1
Since I 've had this computer I 've only used the trackpad because it is so nice and smooth .,trackpad-smooth,1
A longer battery life would have been great - but it meets it 's spec quite easily .,spec-easily,1
"Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",graphics chip-new,1
"Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",graphics chip-higher-quality,0
"Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",graphics chip-faster,0
"Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",graphics chip-better-configured,0
"Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",graphics chip-longer,0
