input,output,se_order,paradigm
"Stepping into Casa La Femme last night was a true experience unlike any other in New York !| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> Casa La Femme <extra_id_1> true,ao,extraction
"I ' ve also been amazed at all the new additions in the past few years : A new Jazz Bar , the most fantastic Dining Garden , the Best Thin Crust Pizzas , and now a Lasagna Menu which is to die for ( these are not your average lasagnas ) !| opinion : <extra_id_0>",<extra_id_0> fantastic ; <extra_id_1> new ; <extra_id_2> Best ; <extra_id_3> die for,o,extraction
"As BFC does n ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> BFC <extra_id_1> negative ; <extra_id_2> front of house staff <extra_id_3> negative ; <extra_id_4> NULL <extra_id_5> negative,as,extraction
"They have great rolls , the triple color and norwegetan rolls , are awesome and filling .| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> rolls <extra_id_1> food quality <extra_id_2> great <extra_id_3> positive ; <extra_id_4> triple color and norwegetan rolls <extra_id_5> food quality <extra_id_6> awesome <extra_id_7> positive ; <extra_id_8> triple color and norwegetan rolls <extra_id_9> food style_options <extra_id_10> filling <extra_id_11> positive,acos,extraction
Decent wine at reasonable prices .| category : <extra_id_0>,<extra_id_0> drinks quality ; <extra_id_1> drinks prices,c,extraction
The food tasted very good .| aspect : <extra_id_0>,<extra_id_0> food,a,extraction
Highly recommended .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"and yes Dal Bukhara is so dam good and so are all the kababs .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food quality <extra_id_1> positive ; <extra_id_2> food quality <extra_id_3> positive,cs,extraction
"This is a great place to take out - of - towners , and perfect for watching the sunset .| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> place <extra_id_1> location general <extra_id_2> great <extra_id_3> positive,acos,extraction
The flavors robust and subtle .| aspect : <extra_id_0>,<extra_id_0> NULL ; <extra_id_1> NULL,a,extraction
"The food is good , especially their more basic dishes , and the drinks are delicious .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food quality <extra_id_1> positive ; <extra_id_2> food quality <extra_id_3> positive ; <extra_id_4> drinks quality <extra_id_5> positive,cs,extraction
You will find yourself returning quite often .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"I would never recommend this place to anybody even for a casual dinner .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> place <extra_id_1> never recommend ; <extra_id_2> place <extra_id_3> never recommend,ao,extraction
The workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .| aspect : <extra_id_0>,<extra_id_0> bagel,a,extraction
"We had Pam ' s special fried fish and it was amazing .| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> Pam ' s special fried fish <extra_id_1> food quality <extra_id_2> amazing <extra_id_3> positive,acos,extraction
"The hot dogs are good , yes , but the reason to get over here is the fantastic pork croquette sandwich , perfect on its supermarket squishy bun .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> hot dogs <extra_id_1> good ; <extra_id_2> pork croquette sandwich <extra_id_3> fantastic ; <extra_id_4> bun <extra_id_5> perfect,ao,extraction
"good music , great food , speedy service affordable prices .| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> music <extra_id_1> ambience general <extra_id_2> good <extra_id_3> positive ; <extra_id_4> food <extra_id_5> food quality <extra_id_6> great <extra_id_7> positive ; <extra_id_8> service <extra_id_9> service general <extra_id_10> speedy <extra_id_11> positive ; <extra_id_12> NULL <extra_id_13> restaurant prices <extra_id_14> affordable <extra_id_15> positive,acos,extraction
"At first glance this place seems a bit pricey for a hot dog joint , but at Bark you do n ' t just get your average hot dog .| opinion : <extra_id_0>",<extra_id_0> pricey,o,extraction
"Ingredients are organic which is a real plus for me .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> Ingredients <extra_id_1> organic ; <extra_id_2> Ingredients <extra_id_3> plus,ao,extraction
"If I could give 0 stars I would do so for this place .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> place <extra_id_1> 0 stars,ao,extraction
"This is the perfect spot for meeting friends , having lunch , dinner , pre - theatre or after - theatre drinks !| category : <extra_id_0>",<extra_id_0> restaurant miscellaneous,c,extraction
the drinks are amazing and half off till 8pm .| aspect : <extra_id_0>,<extra_id_0> drinks ; <extra_id_1> drinks,a,extraction
Still we keep going back : )| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
We did n ' t want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough .| aspect : <extra_id_0>,<extra_id_0> bottles of Korbett,a,extraction
"You are not eating haut cuisine with subtle hints of whatever but : Cassuolet , Steake Fritte , Tripe Stew , etc ; simple stuff .| opinion : <extra_id_0>",<extra_id_0> simple ; <extra_id_1> subtle hints of whatever,o,extraction
"My wife had barely touched that mess of a dish .| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> dish <extra_id_1> food quality <extra_id_2> mess <extra_id_3> negative,acos,extraction
"This tiny restaurant is as cozy as it gets , with that certain Parisian flair .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> restaurant <extra_id_1> positive,as,extraction
"its alright| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> neutral,as,extraction
Try the lobster teriyaki and the rose special roll .| opinion : <extra_id_0>,<extra_id_0> Try ; <extra_id_1> Try,o,extraction
The menu is very limited - i think we counted 4 or 5 entrees .| aspect : <extra_id_0>,<extra_id_0> menu,a,extraction
"The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I ' ve ever had ) .| opinion : <extra_id_0>",<extra_id_0> unique ; <extra_id_1> tasty ; <extra_id_2> fresh ; <extra_id_3> amazing,o,extraction
"Great place , great value .| category : <extra_id_0>",<extra_id_0> restaurant general ; <extra_id_1> restaurant prices,c,extraction
"Good for dates or with friends .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> restaurant miscellaneous <extra_id_1> positive,cs,extraction
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> food quality,c,extraction
but overall i give it a 10| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"And the Tom Kha soup was pathetic .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food quality <extra_id_1> negative,cs,extraction
Pacifico is a great place to casually hang out .| opinion : <extra_id_0>,<extra_id_0> great,o,extraction
"The food was ok and fair nothing to go crazy .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food quality <extra_id_1> neutral,cs,extraction
"Raga ' s is a romantic , cozy restaurant .| aspect : <extra_id_0>",<extra_id_0> Raga ' s ; <extra_id_1> Raga ' s,a,extraction
"i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> waiter <extra_id_1> negative,as,extraction
MMMMMMMMMmmmmmm so delicious| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
They refuse to seat parties of 3 or more on weekends .| opinion : <extra_id_0>,<extra_id_0> refuse,o,extraction
Remind me of home .| category : <extra_id_0>,<extra_id_0> restaurant miscellaneous,c,extraction
The food was bland oily .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
"Great place to relax and enjoy your dinner| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> positive,as,extraction
"If you want good authentic Thai this place is not the place to go .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Thai <extra_id_1> negative,as,extraction
I ' m glad I was introduced to this place and this is a rare gem in NY .| aspect : <extra_id_0>,<extra_id_0> place,a,extraction
"if you ' re daring , try the balsamic vinegar over icecream , it ' s wonderful !| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> balsamic vinegar over icecream <extra_id_1> food quality <extra_id_2> try <extra_id_3> positive ; <extra_id_4> balsamic vinegar over icecream <extra_id_5> food quality <extra_id_6> wonderful <extra_id_7> positive,acos,extraction
"i ' ve been to sapphire twice and both times the food was fine , if not good .| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> food <extra_id_1> food quality <extra_id_2> fine <extra_id_3> positive,acos,extraction
"The only thing that my friend left out is that when we sat down at the bar the bartender disappeared .| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> bartender <extra_id_1> service general <extra_id_2> disappeared <extra_id_3> negative,acos,extraction
"Service is not exactly five star , but thats not really a big deal .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> Service <extra_id_1> not exactly five star,ao,extraction
"Nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .| category : <extra_id_0>",<extra_id_0> service general,c,extraction
"Ingredients are organic which is a real plus for me .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Ingredients <extra_id_1> positive ; <extra_id_2> Ingredients <extra_id_3> positive,as,extraction
"I heard the lobster roll was excellent .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> lobster roll <extra_id_1> positive,as,extraction
Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .| opinion : <extra_id_0>,<extra_id_0> dry ; <extra_id_1> greasy ; <extra_id_2> loud ; <extra_id_3> rude,o,extraction
"The rice to fish ration was also good - - they did n ' t try to overpack the rice .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food style_options <extra_id_1> positive,cs,extraction
"the all - u - can - eat sushi is definitely in very poor quality .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> all - u - can - eat sushi <extra_id_1> negative,as,extraction
"The first time the sushi was outstanding , the second time it was a little bland .| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> food quality,c,extraction
Not a great place for family or general dining .| category : <extra_id_0>,<extra_id_0> restaurant miscellaneous,c,extraction
"The service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night .| opinion : <extra_id_0>",<extra_id_0> leaves much to be desired,o,extraction
"Excellent food , although the interior could use some help .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food quality <extra_id_1> positive ; <extra_id_2> ambience general <extra_id_3> negative,cs,extraction
"The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> lobster sandwich <extra_id_1> positive ; <extra_id_2> spaghetti with Scallops and Shrimp <extra_id_3> positive,as,extraction
"I really recommend the very simple Unda ( Egg ) rolls .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food quality <extra_id_1> positive ; <extra_id_2> food quality <extra_id_3> positive,cs,extraction
A classic !| opinion : <extra_id_0>,<extra_id_0> classic,o,extraction
"This was my frist time at Cafe St . Bart ' s and I must say how delicious the food and the service was .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food quality <extra_id_1> positive,cs,extraction
"Great sushi experience .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> sushi <extra_id_1> Great,ao,extraction
One of the best hot dogs I have ever eaten .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"Even though the place is not beautiful , the food speaks for itself .| opinion : <extra_id_0>",<extra_id_0> not beautiful ; <extra_id_1> speaks for itself,o,extraction
"It is set far from the small street it ' s on , and there is no traffic noise .| opinion : <extra_id_0>",<extra_id_0> no traffic noise,o,extraction
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .| aspect : <extra_id_0>,<extra_id_0> lobster sandwich ; <extra_id_1> spaghetti with Scallops and Shrimp,a,extraction
"Service was slow , but the people were friendly .| aspect : <extra_id_0>",<extra_id_0> Service ; <extra_id_1> people,a,extraction
"The svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> service general <extra_id_1> negative ; <extra_id_2> restaurant general <extra_id_3> positive,cs,extraction
"The dessert ( we had a pear torte ) was good - but , once again , the staff was unable to provide appropriate drink suggestions .| aspect : <extra_id_0>",<extra_id_0> pear torte ; <extra_id_1> staff,a,extraction
"The pesto pizza was excellent , thin - crust pizza with a nice amount of spicy Italian cheese that I ' d never heard of before .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> pesto pizza <extra_id_1> excellent ; <extra_id_2> spicy Italian cheese <extra_id_3> nice,ao,extraction
"The food is good .| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> food <extra_id_1> food quality <extra_id_2> good <extra_id_3> positive,acos,extraction
"The fried dumplings are GREAT !| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> fried dumplings <extra_id_1> food quality <extra_id_2> GREAT <extra_id_3> positive,acos,extraction
"Every time I have a special occasion with my boyfriend I have a hard time going anywhere else .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> restaurant miscellaneous <extra_id_1> positive,cs,extraction
"Service was just ok , it is not what you ' d expect for $ 500 .| category : <extra_id_0>",<extra_id_0> service general ; <extra_id_1> restaurant prices,c,extraction
"At $ 120 for two people , however , this in no way represents value , unless you ' re looking to pay by the hour for passive - aggressive torture .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> restaurant prices <extra_id_1> negative ; <extra_id_2> service general <extra_id_3> negative,cs,extraction
"I thought this place was totally overrated .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> place <extra_id_1> overrated,ao,extraction
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .| aspect : <extra_id_0>,<extra_id_0> service ; <extra_id_1> service ; <extra_id_2> food ; <extra_id_3> hot sauce,a,extraction
The location and ambience is Ok but the food is what makes up for it .| aspect : <extra_id_0>,<extra_id_0> location ; <extra_id_1> ambience ; <extra_id_2> food,a,extraction
"After dinner the manager grabbed my boyfriend , asked him : Where are you from . . . maybe you dont know how things work in America . . . and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> service general <extra_id_1> negative,cs,extraction
"When we stumbled on Leon , we thought that we had found quite the gem BUT , we were certainly wrong .| aspect : <extra_id_0>",<extra_id_0> Leon,a,extraction
"Delivery is fast too .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Delivery <extra_id_1> positive,as,extraction
Fish was overdone .| opinion : <extra_id_0>,<extra_id_0> overdone,o,extraction
"The wait staff is very freindly , they make it feel like you ' re eating in a freindly little european town .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> wait staff <extra_id_1> freindly,ao,extraction
"Interesting selection , good wines , service fine , fun decor .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> wines <extra_id_1> good ; <extra_id_2> service <extra_id_3> fine ; <extra_id_4> decor <extra_id_5> fun ; <extra_id_6> selection <extra_id_7> Interesting,ao,extraction
"Thank you everyone at Water ' s Edge .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Water ' s Edge <extra_id_1> positive,as,extraction
Worth the trip from Manhattan .| opinion : <extra_id_0>,<extra_id_0> Worth,o,extraction
The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food .| aspect : <extra_id_0>,<extra_id_0> rolls ; <extra_id_1> japanese food ; <extra_id_2> japanese food,a,extraction
"Great place , great value .| aspect : <extra_id_0>",<extra_id_0> place ; <extra_id_1> place,a,extraction
"Still we keep going back : )| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
I ' d highly recommend it for a special occasion - - it provides and intimate setting and nice service .| category : <extra_id_0>,<extra_id_0> ambience general ; <extra_id_1> service general ; <extra_id_2> restaurant miscellaneous,c,extraction
"Worth visiting the 1st Ave spot because it is the original store .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> 1st Ave spot <extra_id_1> Worth visiting,ao,extraction
"Always good drinks and service is pretty good ;| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> drinks <extra_id_1> drinks quality <extra_id_2> good <extra_id_3> positive ; <extra_id_4> service <extra_id_5> service general <extra_id_6> good <extra_id_7> positive,acos,extraction
Patroon features a nice cigar bar and has great staff .| category : <extra_id_0>,<extra_id_0> ambience general ; <extra_id_1> service general,c,extraction
"I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> four course prix fix menu <extra_id_1> positive ; <extra_id_2> white organza tent <extra_id_3> positive,as,extraction
"We had a very nice time .| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> NULL <extra_id_1> restaurant general <extra_id_2> nice <extra_id_3> positive,acos,extraction
"This place is so much fun .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> place <extra_id_1> fun,ao,extraction
"The staff offers impeccable service .| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> staff <extra_id_1> service general <extra_id_2> impeccable <extra_id_3> positive,acos,extraction
"How do you rate home ?| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> restaurant miscellaneous <extra_id_1> positive,cs,extraction
"Indo Chinese food , pretty good . . .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food quality <extra_id_1> positive,cs,extraction
"Slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> wines <extra_id_1> negative ; <extra_id_2> wines <extra_id_3> negative,as,extraction
"I think I ' ve had some the best meals of my life at minnow .| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> meals <extra_id_1> food quality <extra_id_2> best <extra_id_3> positive,acos,extraction
"The family seafood entree was very good .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food quality <extra_id_1> positive,cs,extraction
"I am so coming back here again , as much as I can .| opinion : <extra_id_0>",<extra_id_0> coming back,o,extraction
"The anti - pasta was excellent , especially the calamari , as were the filling pasta mains .| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> anti - pasta <extra_id_1> excellent ; <extra_id_2> calamari <extra_id_3> excellent ; <extra_id_4> pasta mains <extra_id_5> excellent ; <extra_id_6> pasta mains <extra_id_7> excellent,ao,extraction
I do n ' t appreciate places or people that try to drive up the bill without the patron ' s knowledge so that was a huge turnoff ( more than the price ) .| aspect : <extra_id_0>,<extra_id_0> NULL ; <extra_id_1> NULL,a,extraction
"It ' s cuz it ' s so good you need to taste it ! ! !| aspect : <extra_id_0> ,category : <extra_id_1> ,opinion : <extra_id_2> ,sentiment : <extra_id_3>",<extra_id_0> NULL <extra_id_1> food quality <extra_id_2> good <extra_id_3> positive,acos,extraction
"i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i ' m here to eat and enjoy the company of friends , seeking a pleasant experience .| aspect : <extra_id_0>",<extra_id_0> NULL,a,extraction
"My main concern was the sanity of the food that was being sent out to myself and others , but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation .| category : <extra_id_0>",<extra_id_0> food quality,c,extraction
"The Yellowtail was particularly good as well .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food quality <extra_id_1> positive,cs,extraction
Faan is sooo good .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"Everything I had was good , and I ' m a eater .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"I have to say I have never had a disapointing meal here .| category : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food quality <extra_id_1> positive,cs,extraction
You can not go wrong with this place .| opinion : <extra_id_0>,<extra_id_0> wrong,o,extraction
"The pasta penne was pretty extra buttery , creamy which means a big task to diggest . . tasty at first but i would say that i was full with a slice of pizza and 7 to count , penne . . . got a little moody afterwards cause was stuffed . . . lol| aspect : <extra_id_0> ,opinion : <extra_id_1>",<extra_id_0> pasta penne <extra_id_1> extra buttery ; <extra_id_2> pasta penne <extra_id_3> moody,ao,extraction
Maggot in the food !| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
