input,output,se_order,paradigm
"Go there once and oh yes . . . you will go back . . . you will . . .| ( opinion , aspect , sentiment , category )","( go back , NULL , positive , restaurant general )",oasc,extraction
"Hats off to the chef .| ( aspect , sentiment )","( chef , positive )",as,extraction
"The lobster knuckles <open_bracket> special of the day <close_bracket> were ok <comma> but pretty tasteless .| ( sentiment , category )","( neutral , food style_options ) ; ( negative , food quality )",sc,extraction
"it ' s a perfect place to have a amazing indian food .| ( aspect , sentiment )","( indian food , positive )",as,extraction
Just not good at all .| ( opinion ),( not good ),o,extraction
All in all <comma> the food was great <open_bracket> except for the dessserts <close_bracket> .| ( category ),( food quality ),c,extraction
"The portions are small but being that the food was so good makes up for that .| ( sentiment , category )","( negative , food style_options ) ; ( positive , food quality )",sc,extraction
"It is also extremely well priced .| ( opinion , aspect , sentiment , category )","( well priced , NULL , positive , food prices )",oasc,extraction
"The duck confit is always amazing and the foie gras terrine with figs was out of this world .| ( aspect , sentiment )","( foie gras terrine with figs , positive ) ; ( duck confit , positive )",as,extraction
"I had a huge pastrami sandwich on a roll .| ( opinion , aspect , sentiment , category )","( huge , pastrami sandwich on a roll , neutral , food style_options )",oasc,extraction
the only things u could really taste are the very salty soy sauce <open_bracket> even its low sodium <close_bracket> <comma> the vinegar - soaked rice <comma> and the scallion on top of the fish .| ( aspect ),( soy sauce ) ; ( rice ),a,extraction
"Will comeback for sure <comma> wish they have it here in LA . .| ( sentiment , category )","( positive , restaurant general )",sc,extraction
I wish I could like this place more <comma> and I wish someone would retrain the staff .| ( opinion ),( retrain ),o,extraction
We ate out in the back patio <comma> which is worth it as it ' s cool and the music is hear well there .| ( aspect ),( back patio ) ; ( back patio ) ; ( music ),a,extraction
"Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese . . . both very tasty .| ( aspect , sentiment )","( Caesar Salad , positive ) ; ( Caesar Salad , positive ) ; ( arugula and goat cheese , positive )",as,extraction
"Great food <comma> good size menu <comma> great service and an unpretensious setting .| ( sentiment , category )","( positive , food quality ) ; ( positive , food style_options ) ; ( positive , service general ) ; ( positive , ambience general )",sc,extraction
"The food here does a great service to the name <open_bracket> Cantonese that is . . . <close_bracket> .| ( sentiment , category )","( positive , food quality )",sc,extraction
"Beef noodle soup is good as well .| ( opinion , aspect )","( good , Beef noodle soup )",oa,extraction
"On the way out <comma> we heard of other guests complaining about similar issues .| ( opinion , aspect , sentiment , category )","( complaining , NULL , negative , service general )",oasc,extraction
Food is usually very good <comma> though ocasionally I wondered about freshmess of raw vegatables in side orders .| ( category ),( food quality ) ; ( food quality ),c,extraction
"The menu is very limited - i think we counted 4 or 5 entrees .| ( opinion , aspect , sentiment , category )","( limited , menu , negative , food style_options )",oasc,extraction
THe perfect spot .| ( aspect ),( spot ),a,extraction
But that is highly forgivable .| ( opinion ),( highly forgivable ),o,extraction
The menu is fairly simple without much descriptions .| ( aspect ),( menu ),a,extraction
"Prices are in line .| ( aspect , sentiment )","( NULL , neutral )",as,extraction
"Food was amazing - I love Indian food and eat it quite regularly <comma> but I can say this is one of the best I ' ve had .| ( sentiment , category )","( positive , food quality )",sc,extraction
The workers there also absolutely load the bagel with cream cheese <open_bracket> gets a little messy <close_bracket> .| ( opinion ),( messy ),o,extraction
The best !| ( aspect ),( NULL ),a,extraction
"The sushi is amazing ! ! !| ( aspect , sentiment )","( sushi , positive )",as,extraction
"Rude service <comma> medicore food . . . there are tons of restaurants in NY . . . stay away from this one| ( sentiment , category )","( negative , service general ) ; ( neutral , food quality ) ; ( negative , restaurant general )",sc,extraction
The in - house lady DJ on Saturday nights has outrageously good taste in music <comma> and moreover <comma> takes requests .| ( category ),( ambience general ),c,extraction
I really recommend the very simple Unda <open_bracket> Egg <close_bracket> rolls .| ( aspect ),( Unda ( Egg ) rolls ) ; ( Unda ( Egg ) rolls ),a,extraction
"Went on a 3 day oyster binge <comma> with Fish bringing up the closing <comma> and I am so glad this was the place it O trip ended <comma> because it was so great !| ( opinion , aspect , sentiment , category )","( great , oyster binge , positive , restaurant general )",oasc,extraction
The wait here is long for dim sum <comma> but if you do n ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig <comma> this is a sleek <open_bracket> for Chinatown <close_bracket> alternative .| ( category ),( service general ) ; ( ambience general ) ; ( restaurant miscellaneous ),c,extraction
Great spot <comma> whether looking for a couple of drinks or quiet dinner .| ( aspect ),( spot ) ; ( spot ),a,extraction
"The fried dumplings are GREAT !| ( opinion , aspect )","( GREAT , fried dumplings )",oa,extraction
"Toons has recently been redone <comma> so it ' s now a very attractive space .| ( opinion , aspect )","( attractive , Toons )",oa,extraction
"I ca n ' t wait to go back .| ( sentiment , category )","( positive , restaurant general )",sc,extraction
There is a downside if you ' re ordering in - - the delivery guys have MAJOR attitude .| ( category ),( service general ),c,extraction
If you ’ re planning to come here <comma> make sure that your date is someone whom you really like since you ’ ll be ushered to private booths where there will be no people or food watching <open_bracket> choose the ones on the ground level that have glass ceilings so you may see the stars in the sky ! <close_bracket> .| ( aspect ),( private booths ),a,extraction
"I tried a couple other dishes but was n ' t too impressed .| ( aspect , sentiment )","( dishes , neutral )",as,extraction
The food was absolutely amazing ! !| ( category ),( food quality ),c,extraction
"We wo n ' t go to this place again for a good meal .| ( sentiment , category )","( negative , food quality )",sc,extraction
"I read reviews that called the restaurant too expensive and I thought to myself <comma> but may be it is worth it .| ( sentiment , category )","( negative , restaurant prices ) ; ( negative , restaurant general )",sc,extraction
Service was just ok <comma> it is not what you ' d expect for $ 500 .| ( category ),( service general ) ; ( restaurant prices ),c,extraction
"This was <comma> from start to finish <comma> a mind - bogglingly uncomfortable experience .| ( opinion , aspect , sentiment , category )","( mind - bogglingly uncomfortable , NULL , negative , restaurant general )",oasc,extraction
"The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .| ( opinion , aspect , sentiment , category )","( good , lobster sandwich , positive , food quality ) ; ( great , spaghetti with Scallops and Shrimp , positive , food quality )",oasc,extraction
The portions are HUGE <comma> so it might be good to order three things to split <open_bracket> rather than one appetizer and entree per person <close_bracket> for two people .| ( opinion ),( HUGE ),o,extraction
By the time we finished our dinner we still had not received one beverage NOR hooka !| ( category ),( service general ),c,extraction
I have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .| ( category ),( food quality ) ; ( food quality ),c,extraction
I have been going there since it opened and I ca n ' t get enough .| ( category ),( restaurant general ),c,extraction
Who has room for Cheesesticks with the best pizza in NYC !| ( aspect ),( pizza ),a,extraction
"I would highly recommend .| ( opinion , aspect , sentiment , category )","( highly recommend , NULL , positive , restaurant general )",oasc,extraction
The lamb was tender so full of flavor <comma> the dessert was divine ! !| ( category ),( food quality ) ; ( food quality ),c,extraction
"we love th pink pony .| ( sentiment , category )","( positive , restaurant general )",sc,extraction
IT WAS HORRIBLE .| ( opinion ),( HORRIBLE ),o,extraction
Highly recommend it !| ( category ),( restaurant general ),c,extraction
Ca n ' t wait to go back .| ( opinion ),( go back ),o,extraction
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice .| ( category ),( service general ),c,extraction
"The only thing more wonderful than the food <open_bracket> which is exceptional <close_bracket> is the service .| ( aspect , sentiment )","( food , positive ) ; ( service , positive )",as,extraction
"I tend to judge a sushi restaurant by its sea urchin <comma> which was heavenly at sushi rose .| ( sentiment , category )","( positive , food quality )",sc,extraction
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !| ( aspect ),( manager ),a,extraction
"the food is decent .| ( aspect , sentiment )","( food , neutral )",as,extraction
Suan is a great place that I often take my friends <open_bracket> classmates <close_bracket> too .| ( category ),( restaurant general ),c,extraction
<open_bracket> Always ask the bartender for the SEASONAL beer ! ! !| ( opinion ),( Always ask ),o,extraction
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best <comma> freshly baked bread !| ( aspect , sentiment )","( crust , positive ) ; ( pizza , positive )",as,extraction
I do n ' t think I would go again .| ( aspect ),( NULL ),a,extraction
"Despite the confusing mirrors this will likely be my go - to for modern Japanese food for the foreseeable future .| ( opinion , aspect , sentiment , category )","( go - to for , modern Japanese food , positive , food quality ) ; ( confusing , mirrors , negative , ambience general )",oasc,extraction
"it ' s a perfect place to have a amazing indian food .| ( sentiment , category )","( positive , food quality )",sc,extraction
However <comma> once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair <comma> <open_bracket> sometimes you have to settle when it ' s your only option <close_bracket> <comma> I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting <comma> slimy <comma> clearly bad piece of fish skin .| ( category ),( food quality ) ; ( food quality ),c,extraction
"Wish NY had more of these kind of places : intimate <comma> superb food <comma> homey <comma> top notch all the way around <comma> certainly worth the wait .| ( sentiment , category )","( positive , ambience general ) ; ( positive , food quality ) ; ( positive , restaurant general )",sc,extraction
"I recommend it !| ( aspect , sentiment )","( NULL , positive )",as,extraction
Rao ' s has the best service and atmosphere in NYC .| ( opinion ),( best ) ; ( best ),o,extraction
The shrimp scampi was excellent and the antipasti were plentiful .| ( category ),( food quality ) ; ( food style_options ),c,extraction
Go hungry and enjoy .| ( aspect ),( NULL ),a,extraction
A little crowded but they move that line really fast !| ( category ),( service general ) ; ( restaurant miscellaneous ),c,extraction
Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .| ( category ),( food quality ) ; ( food quality ) ; ( ambience general ) ; ( ambience general ),c,extraction
By far <comma> the best pizza in Manhattan .| ( opinion ),( best ),o,extraction
"Went on a 3 day oyster binge <comma> with Fish bringing up the closing <comma> and I am so glad this was the place it O trip ended <comma> because it was so great !| ( opinion , aspect )","( great , oyster binge )",oa,extraction
"Maggot in the food !| ( aspect , sentiment )","( food , negative )",as,extraction
Favorite Sushi in NYC| ( opinion ),( Favorite ),o,extraction
The atmosphere was great .| ( opinion ),( great ),o,extraction
The food is okay and the prices here are mediocre .| ( category ),( food quality ) ; ( restaurant prices ),c,extraction
Never again !| ( aspect ),( NULL ),a,extraction
The atmosphere was pretty nice but had a bit lacking <comma> which it tries to make up for with a crazy scheme of mirrors .| ( category ),( ambience general ) ; ( ambience general ),c,extraction
"I had a huge group for my birthday and we were well taken care of .| ( opinion , aspect , sentiment , category )","( well taken care of , NULL , positive , service general )",oasc,extraction
This quaint and romantic trattoria is at the top of my Manhattan restaurant list .| ( opinion ),( quaint ) ; ( romantic ),o,extraction
"They charge different prices all the time .| ( sentiment , category )","( negative , service general )",sc,extraction
"The staff has been nice <comma> but they seemed really stressed and the unisex bathroom needs to be cleaned more often .| ( sentiment , category )","( positive , service general ) ; ( negative , service general ) ; ( negative , ambience general )",sc,extraction
"My chow fun and chow see was really bland and oily .| ( opinion , aspect )","( bland , chow fun and chow see ) ; ( oily , chow fun and chow see )",oa,extraction
This was a great surprise .| ( category ),( restaurant general ),c,extraction
The baked clams octopus we shared as appetizers were the best we ' ve ever had ! !| ( aspect ),( baked clams octopus ),a,extraction
"If you want something really different than try Jekyll and Hyde .| ( opinion , aspect )","( different , Jekyll and Hyde )",oa,extraction
"My friend got the mushroom pizza which tasted better .| ( aspect , sentiment )","( mushroom pizza , positive )",as,extraction
"It is thick and slightly soggy .| ( aspect , sentiment )","( NULL , negative ) ; ( NULL , negative )",as,extraction
"From the spectacular caviar to the hospitable waitstaff <comma> I felt like royalty and enjoyed every second of it .| ( opinion , aspect , sentiment , category )","( spectacular , caviar , positive , food quality ) ; ( enjoyed , caviar , positive , food quality ) ; ( hospitable , waitstaff , positive , service general ) ; ( enjoyed , waitstaff , positive , service general )",oasc,extraction
The waiter was attentive .| ( aspect ),( waiter ),a,extraction
"Only complaint is the pricing - - I believe it would be more reasonable to pay a dollar less on each item listed on the menu .| ( opinion , aspect )","( complaint , menu )",oa,extraction
I come from a family of pizzeria owners <comma> and I ' m almost ashamed to say that the pizza in Fornino ' s blows my families receipies away .| ( opinion ),( ashamed ),o,extraction
"I absolutely Loved this place .| ( sentiment , category )","( positive , restaurant general )",sc,extraction
amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out ! ! ! !| ( category ),( restaurant general ) ; ( food quality ),c,extraction
The wait here is long for dim sum <comma> but if you do n ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig <comma> this is a sleek <open_bracket> for Chinatown <close_bracket> alternative .| ( aspect ),( wait ) ; ( atmosphere ) ; ( NULL ),a,extraction
On the way out <comma> we heard of other guests complaining about similar issues .| ( opinion ),( complaining ),o,extraction
Who has room for Cheesesticks with the best pizza in NYC !| ( category ),( food quality ),c,extraction
"good music <comma> great food <comma> speedy service affordable prices .| ( opinion , aspect )","( good , music ) ; ( great , food ) ; ( speedy , service ) ; ( affordable , NULL )",oa,extraction
Also <comma> specify if you like your food spicy - its rather bland if you do n ' t .| ( aspect ),( food ),a,extraction
The service was terrible <comma> we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .| ( category ),( service general ),c,extraction
love the food .| ( opinion ),( love ),o,extraction
"I ' m not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much . . . and we ' re repeat customers .| ( sentiment , category )","( positive , restaurant general )",sc,extraction
"Best Pastrami I ever had and great portion without being ridiculous .| ( aspect , sentiment )","( Pastrami , positive ) ; ( portion , positive )",as,extraction
"A restaurant that does n ' t try to do anything except serve great food with great service in a pleasant atmosphere .| ( opinion , aspect )","( great , food ) ; ( great , service ) ; ( pleasant , atmosphere )",oa,extraction
"And it was quick which is very important .| ( opinion , aspect )","( quick , NULL )",oa,extraction
I found it on a cold night <comma> the perfect spot to warm up .| ( opinion ),( perfect ),o,extraction
The seats are uncomfortable if you are sitting against the wall on wooden benches .| ( aspect ),( seats ),a,extraction
"Wait staff is blantently unappreciative of your business but its the best pie on the UWS !| ( opinion , aspect , sentiment , category )","( unappreciative , Wait staff , negative , service general ) ; ( best , pie , positive , food quality )",oasc,extraction
"The food is tasty and portion sizes are appropriate .| ( opinion , aspect )","( tasty , food ) ; ( appropriate , portion sizes )",oa,extraction
"I read reviews that called the restaurant too expensive and I thought to myself <comma> but may be it is worth it .| ( opinion , aspect )","( expensive , restaurant ) ; ( expensive , restaurant )",oa,extraction
"I go and eat out at many different restaurants and this is one place you have go and try .| ( opinion , aspect , sentiment , category )","( have go and try , place , positive , restaurant general )",oasc,extraction
The service was impeccable and unobtrusive - - the staff knows what they are there to do - - to know their menu <comma> present your meal <comma> and attend to your needs .| ( opinion ),( impeccable ) ; ( unobtrusive ),o,extraction
"The service is awful .| ( sentiment , category )","( negative , service general )",sc,extraction
"Of course <comma> it is crowded but who cares .| ( aspect , sentiment )","( NULL , neutral )",as,extraction
We had Pam ' s special fried fish and it was amazing .| ( category ),( food quality ),c,extraction
"We were not dissappointed in the least bit by this little gem .| ( opinion , aspect )","( not dissappointed in the least bit , NULL )",oa,extraction
Looking around <comma> I saw a room full of New Yorkers enjoying a real meal in a real restaurant <comma> not a clubhouse of the fabulous trying to be seen .| ( category ),( food quality ) ; ( ambience general ),c,extraction
"It ' s a great place to order from or sit - in .| ( aspect , sentiment )","( place , positive )",as,extraction
"Decor is charming .| ( opinion , aspect , sentiment , category )","( charming , Decor , positive , ambience general )",oasc,extraction
For the price <comma> you can not eat this well in Manhattan .| ( opinion ),( can not eat this well ),o,extraction
I highly recommend this beautiful place .| ( category ),( ambience general ) ; ( restaurant general ),c,extraction
"They even scoop it out nice <open_bracket> for those on a diet <close_bracket> not too much not to little .| ( aspect , sentiment )","( NULL , positive )",as,extraction
The filet mignon dish was superb !| ( opinion ),( superb ),o,extraction
"I lOVE THIS PLACE !| ( opinion , aspect )","( lOVE , PLACE )",oa,extraction
The flavors are amazing and the value is phenomenal .| ( aspect ),( NULL ) ; ( NULL ),a,extraction
The food was good too .| ( category ),( food quality ),c,extraction
Okay - i do n ' t mind the oily part <open_bracket> cause most are cooked that way <close_bracket> but it was way too bland .| ( category ),( food quality ) ; ( food quality ),c,extraction
"You ca n ' t go wrong with this place .| ( sentiment , category )","( positive , restaurant general )",sc,extraction
Moules were excellent <comma> lobster ravioli was VERY salty !| ( opinion ),( excellent ) ; ( salty ),o,extraction
The food was great and tasty <comma> but the sitting space was too small <comma> I do n ' t like being cramp in a corner .| ( opinion ),( great ) ; ( tasty ) ; ( too small ),o,extraction
I highly recommend Cafe St . Bart ' s for their food <comma> the ambience and wonderful service .| ( opinion ),( recommend ) ; ( recommend ) ; ( recommend ) ; ( wonderful ),o,extraction
"wont come back again for sure !| ( opinion , aspect )","( wont come back , NULL )",oa,extraction
"Decor is charming .| ( opinion , aspect )","( charming , Decor )",oa,extraction
The food was mediocre at best but it was the horrible service that made me vow never to go back .| ( category ),( food quality ) ; ( service general ),c,extraction
"The staff is incredibly helpful and attentive .| ( aspect , sentiment )","( staff , positive ) ; ( staff , positive )",as,extraction
"Avoid this place !| ( opinion , aspect , sentiment , category )","( Avoid , place , negative , restaurant general )",oasc,extraction
"Open late <open_bracket> well as late as I ever got there and I ' m a night person <close_bracket>| ( opinion , aspect , sentiment , category )","( well , NULL , positive , restaurant miscellaneous )",oasc,extraction
"I would recommend Roxy ' s for that <comma> but not for their food .| ( sentiment , category )","( negative , food quality ) ; ( negative , food quality )",sc,extraction
"Shame on this place for the horrible rude staff and non - existent customer service .| ( opinion , aspect )","( rude , staff ) ; ( non - existent , customer service )",oa,extraction
"After all that <comma> they complained to me about the small tip .| ( sentiment , category )","( negative , service general )",sc,extraction
"The staff there is very attentive and down to earth .| ( opinion , aspect )","( attentive , staff ) ; ( down to earth , staff )",oa,extraction
Try it !| ( aspect ),( NULL ),a,extraction
"The manager finally said he would comp the two glasses of wine <open_bracket> which cost less than the food <close_bracket> <comma> and made it seem like a big concession .| ( sentiment , category )","( negative , service general )",sc,extraction
The food is wonderful <comma> tasty and filling <comma> and the service is professional and friendly .| ( opinion ),( wonderful ) ; ( tasty ) ; ( filling ) ; ( professional ) ; ( friendly ),o,extraction
"Definitely a great spot for a nice occasion or date .| ( aspect , sentiment )","( spot , positive )",as,extraction
"Everytime I decide to try another place on the UES <comma> I get angry that I did n ' t just go to Zucchero Pomodori .| ( opinion , aspect )","( did n ' t just go to , Zucchero Pomodori )",oa,extraction
The blond wood decor is very soothing <comma> the premium sake is excellent and the service is great .| ( aspect ),( blond wood decor ) ; ( premium sake ) ; ( service ),a,extraction
Fish was overdone .| ( category ),( food quality ),c,extraction
Great staff .| ( opinion ),( Great ),o,extraction
"Going to Bark is always worth the train ride <comma> and will make your tongue and belly very happy !| ( opinion , aspect )","( worth , Bark ) ; ( happy , NULL )",oa,extraction
"Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .| ( opinion , aspect )","( pleasant , Traditional French decour ) ; ( noisy , hall )",oa,extraction
Do n ' t be fooled by crowds of people .| ( opinion ),( fooled ),o,extraction
"The worst excuse for Japanese food I ' ve ever encountered .| ( aspect , sentiment )","( NULL , negative )",as,extraction
There are no negatives to speak of .| ( category ),( restaurant general ),c,extraction
Excellent dumplings served amid clean <comma> chic decor .| ( opinion ),( Excellent ) ; ( clean ) ; ( chic ),o,extraction
"The people that work there are always so friendly you forget you are in New York sometimes .| ( sentiment , category )","( positive , service general )",sc,extraction
I wanted to go there to see if it was worth it and sadly <comma> curiousity got the best of me and I paid dearly for it .| ( opinion ),( sadly ) ; ( paid dearly for it ),o,extraction
Try their chef ' s specials - - they are to die for .| ( opinion ),( Try ) ; ( die for ),o,extraction
"Keep up the good work guys !| ( opinion , aspect )","( good , NULL )",oa,extraction
"All the staff is absolutely professional ! !| ( opinion , aspect )","( professional , staff )",oa,extraction
"Have eaten at Ginger House several times <comma> and it ' s always good .| ( opinion , aspect , sentiment , category )","( good , Ginger House , positive , restaurant general )",oasc,extraction
"The Yellowtail was particularly good as well .| ( sentiment , category )","( positive , food quality )",sc,extraction
"I had a grat time at Jekyll and Hyde !| ( sentiment , category )","( positive , restaurant general )",sc,extraction
The chicken pot pie is exceptional <comma> the cheeseburger huge and delictable <comma> and the service professional wan warm .| ( aspect ),( chicken pot pie ) ; ( cheeseburger ) ; ( cheeseburger ) ; ( service ) ; ( service ),a,extraction
"The pizza is overpriced and soggy .| ( aspect , sentiment )","( pizza , negative ) ; ( pizza , negative )",as,extraction
This has got to be one of the most overrated restaurants in Brooklyn .| ( opinion ),( overrated ),o,extraction
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .| ( category ),( food quality ) ; ( food quality ),c,extraction
Friendly staff that actually lets you enjoy your meal and the company you ' re with .| ( category ),( service general ),c,extraction
"Definately check it out ! ! !| ( sentiment , category )","( positive , restaurant general )",sc,extraction
Not sure where the previous reviewer <comma> lonk <comma> dined <comma> but Saul is in a great neighborhood and has great food !| ( opinion ),( great ) ; ( great ),o,extraction
All the staff is absolutely professional ! !| ( category ),( service general ),c,extraction
"Other guests enjoyed pizza <comma> santa fe chopped salad and fish and chips .| ( opinion , aspect , sentiment , category )","( enjoyed , pizza , positive , food quality ) ; ( enjoyed , santa fe chopped salad , positive , food quality ) ; ( enjoyed , fish and chips , positive , food quality )",oasc,extraction
My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin .| ( opinion ),( inedible ),o,extraction
Fresh <comma> mind blowing flavors .| ( opinion ),( Fresh ) ; ( mind blowing ),o,extraction
"The porcini mushroom pasta special was tasteless <comma> so was the seafood tagliatelle .| ( aspect , sentiment )","( porcini mushroom pasta special , negative ) ; ( seafood tagliatelle , negative )",as,extraction
"the only things u could really taste are the very salty soy sauce <open_bracket> even its low sodium <close_bracket> <comma> the vinegar - soaked rice <comma> and the scallion on top of the fish .| ( opinion , aspect , sentiment , category )","( salty , soy sauce , negative , food quality ) ; ( vinegar - soaked , rice , negative , food quality )",oasc,extraction
"The portions are large and the servers always surprise us with a different starter .| ( sentiment , category )","( positive , food style_options )",sc,extraction
"I thanked my friend who recommended me this restaurant and will certainly recommend it to others .| ( opinion , aspect )","( recommend , restaurant )",oa,extraction
"noodles with shrimp and chicken and coconut juice is the MUST !| ( opinion , aspect )","( MUST , noodles with shrimp and chicken and coconut juice )",oa,extraction
I paid just about $ 60 for a good meal <comma> though : <close_bracket>| ( aspect ),( meal ) ; ( meal ),a,extraction
"We all agreed that mare is one of the best seafood restaurants in New York .| ( aspect , sentiment )","( mare , positive )",as,extraction
"The chicken pot pie is exceptional <comma> the cheeseburger huge and delictable <comma> and the service professional wan warm .| ( opinion , aspect , sentiment , category )","( exceptional , chicken pot pie , positive , food quality ) ; ( huge , cheeseburger , positive , food style_options ) ; ( delictable , cheeseburger , positive , food quality ) ; ( professional , service , positive , service general ) ; ( warm , service , positive , service general )",oasc,extraction
Great food <comma> amazing service <comma> this place is a class act .| ( category ),( food quality ) ; ( service general ) ; ( restaurant general ),c,extraction
For starters they delivered us someone else ' s order .| ( aspect ),( NULL ),a,extraction
"Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .| ( aspect , sentiment )","( cart attendant , negative )",as,extraction
"This restaurant was way overhyped .| ( aspect , sentiment )","( restaurant , negative )",as,extraction
"The counter service is bad .| ( sentiment , category )","( negative , service general )",sc,extraction
"SO GOOD| ( aspect , sentiment )","( NULL , positive )",as,extraction
"Anybody who likes this place must be from a different planet <comma> where greasy <comma> dry and tasteless are complimentary .| ( opinion , aspect )","( greasy , NULL ) ; ( dry , NULL ) ; ( tasteless , NULL )",oa,extraction
It is one the nicest outdoor restaurants I have ever seen in NY - - I am from Italy and this place rivals the ones in my country .| ( opinion ),( nicest ),o,extraction
"Go hungry and enjoy .| ( sentiment , category )","( positive , restaurant general )",sc,extraction
To be completely fair <comma> the only redeeming factor was the food <comma> which was above average <comma> but could n ' t make up for all the other deficiencies of Teodora .| ( opinion ),( above average ) ; ( deficiencies ),o,extraction
"The quantity is also very good <comma> you will come out satisfied .| ( sentiment , category )","( positive , food style_options ) ; ( positive , food style_options )",sc,extraction
"Seating is always prompt <comma> though the restaurant does fill up in the evening .| ( aspect , sentiment )","( Seating , positive )",as,extraction
"The service was attentive <comma> yet discreet .| ( aspect , sentiment )","( service , positive ) ; ( service , positive )",as,extraction
"Do n ' t be fooled by crowds of people .| ( opinion , aspect , sentiment , category )","( fooled , NULL , negative , restaurant miscellaneous )",oasc,extraction
Amma is nothing special .| ( opinion ),( nothing special ),o,extraction
Wonderful strawberry daiquiries as well !| ( category ),( drinks quality ),c,extraction
This place is always very crowded and popular .| ( aspect ),( place ) ; ( place ),a,extraction
"honestly the worst sushi my husband and i had in our entire lives .| ( opinion , aspect )","( worst , sushi )",oa,extraction
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood .| ( opinion ),( pleasantly suprised ),o,extraction
If you go <comma> try the marinara / arrabiatta sauce <comma> the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .| ( category ),( food quality ) ; ( food quality ) ; ( food quality ) ; ( food quality ),c,extraction
