text,prompt,target,raw_prediction,editdistance_prediction,cut_predictions,remove_predictions,string_preds
Great draft and bottle selection and the pizza rocks .,extract aste triplet :,"[{'aspect': 'draft and bottle selection', 'opinion': 'Great', 'sentiment': 'positive'}]","[{'aspect': 'bottle selection', 'opinion': 'Great', 'sentiment': 'positive'}, {'aspect': 'pizza', 'opinion': 'rocks', 'sentiment': 'positive'}, {'aspect': 'draft', 'opinion': 'Great', 'sentiment': 'positive'}]","[{'aspect': 'bottle selection', 'opinion': 'Great', 'sentiment': 'positive'}, {'aspect': 'pizza', 'opinion': 'rocks', 'sentiment': 'positive'}, {'aspect': 'draft', 'opinion': 'Great', 'sentiment': 'positive'}]","[{'aspect': 'bottle selection', 'opinion': 'Great', 'sentiment': 'positive'}, {'aspect': 'pizza', 'opinion': 'rocks', 'sentiment': 'positive'}, {'aspect': 'draft', 'opinion': 'Great', 'sentiment': 'positive'}]","[{'aspect': 'bottle selection', 'opinion': 'Great', 'sentiment': 'positive'}, {'aspect': 'pizza', 'opinion': 'rocks', 'sentiment': 'positive'}, {'aspect': 'draft', 'opinion': 'Great', 'sentiment': 'positive'}]","( draft, Great, positive ) ; ( bottle selection, Great, positive ) ; ( pizza, rocks, positive )"
"Service was kind of slow , our waitress took forever to give us our check even though it was n't that busy .",extract aste triplet :,"[{'aspect': 'Service', 'opinion': 'slow', 'sentiment': 'negative'}]","[{'aspect': 'Service', 'opinion': 'slow', 'sentiment': 'negative'}]","[{'aspect': 'Service', 'opinion': 'slow', 'sentiment': 'negative'}]","[{'aspect': 'Service', 'opinion': 'slow', 'sentiment': 'negative'}]","[{'aspect': 'Service', 'opinion': 'slow', 'sentiment': 'negative'}]","( Service, slow, negative )"
"The atmosphere is aspiring , and the decor is festive and amazing ...",extract aste triplet :,"[{'aspect': 'atmosphere', 'opinion': 'aspiring', 'sentiment': 'positive'}, {'aspect': 'decor', 'opinion': 'festive', 'sentiment': 'positive'}, {'aspect': 'decor', 'opinion': 'amazing', 'sentiment': 'positive'}]","[{'aspect': 'atmosphere', 'opinion': 'aspiring', 'sentiment': 'positive'}, {'aspect': 'decor', 'opinion': 'festive', 'sentiment': 'positive'}, {'aspect': 'decor', 'opinion': 'amazing', 'sentiment': 'positive'}]","[{'aspect': 'atmosphere', 'opinion': 'aspiring', 'sentiment': 'positive'}, {'aspect': 'decor', 'opinion': 'festive', 'sentiment': 'positive'}, {'aspect': 'decor', 'opinion': 'amazing', 'sentiment': 'positive'}]","[{'aspect': 'atmosphere', 'opinion': 'aspiring', 'sentiment': 'positive'}, {'aspect': 'decor', 'opinion': 'festive', 'sentiment': 'positive'}, {'aspect': 'decor', 'opinion': 'amazing', 'sentiment': 'positive'}]","[{'aspect': 'atmosphere', 'opinion': 'aspiring', 'sentiment': 'positive'}, {'aspect': 'decor', 'opinion': 'festive', 'sentiment': 'positive'}, {'aspect': 'decor', 'opinion': 'amazing', 'sentiment': 'positive'}]","( atmosphere, aspiring, positive ) ; ( decor, festive, positive ) ; ( decor, amazing, positive )"
The pizza is delicious and the salads are fantastic .,extract aste triplet :,"[{'aspect': 'pizza', 'opinion': 'delicious', 'sentiment': 'positive'}, {'aspect': 'salads', 'opinion': 'fantastic', 'sentiment': 'positive'}]","[{'aspect': 'pizza', 'opinion': 'delicious', 'sentiment': 'positive'}, {'aspect': 'salads', 'opinion': 'fantastic', 'sentiment': 'positive'}]","[{'aspect': 'pizza', 'opinion': 'delicious', 'sentiment': 'positive'}, {'aspect': 'salads', 'opinion': 'fantastic', 'sentiment': 'positive'}]","[{'aspect': 'pizza', 'opinion': 'delicious', 'sentiment': 'positive'}, {'aspect': 'salads', 'opinion': 'fantastic', 'sentiment': 'positive'}]","[{'aspect': 'pizza', 'opinion': 'delicious', 'sentiment': 'positive'}, {'aspect': 'salads', 'opinion': 'fantastic', 'sentiment': 'positive'}]","( pizza, delicious, positive ) ; ( salads, fantastic, positive )"
– The atmosphere is great for any special occasion you might want to celebrate .,extract aste triplet :,"[{'aspect': 'atmosphere', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'atmosphere', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'atmosphere', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'atmosphere', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'atmosphere', 'opinion': 'great', 'sentiment': 'positive'}]","( atmosphere, great, positive )"
"The portions are big though , so do not order too much .",extract aste triplet :,"[{'aspect': 'portions', 'opinion': 'big', 'sentiment': 'neutral'}]","[{'aspect': 'portions', 'opinion': 'big', 'sentiment': 'positive'}]","[{'aspect': 'portions', 'opinion': 'big', 'sentiment': 'positive'}]","[{'aspect': 'portions', 'opinion': 'big', 'sentiment': 'positive'}]","[{'aspect': 'portions', 'opinion': 'big', 'sentiment': 'positive'}]","( portions, big, positive )"
"I have been to this place , folks and it is BAD .",extract aste triplet :,"[{'aspect': 'place', 'opinion': 'BAD', 'sentiment': 'negative'}]","[{'aspect': 'place', 'opinion': 'BAD', 'sentiment': 'negative'}]","[{'aspect': 'place', 'opinion': 'BAD', 'sentiment': 'negative'}]","[{'aspect': 'place', 'opinion': 'BAD', 'sentiment': 'negative'}]","[{'aspect': 'place', 'opinion': 'BAD', 'sentiment': 'negative'}]","( place, BAD, negative )"
great service .,extract aste triplet :,"[{'aspect': 'service', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'great', 'sentiment': 'positive'}]","( service, great, positive )"
"For my entr & eacute ; e , I completely enjoyed the seared Alaskan sea scallops complemented by chard , artichoke hearts , fennel , and pecorino toscano .",extract aste triplet :,"[{'aspect': 'seared Alaskan sea scallops', 'opinion': 'enjoyed', 'sentiment': 'positive'}]","[{'aspect': 'chard , artichoke hearts', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'pecorino toscano', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'fennel', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'seared Alaskan sea scallops', 'opinion': 'enjoyed', 'sentiment': 'positive'}]","[{'aspect': 'chard , artichoke hearts', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'pecorino toscano', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'fennel', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'seared Alaskan sea scallops', 'opinion': 'enjoyed', 'sentiment': 'positive'}]","[{'aspect': 'chard , artichoke hearts', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'pecorino toscano', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'fennel', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'seared Alaskan sea scallops', 'opinion': 'enjoyed', 'sentiment': 'positive'}]","[{'aspect': 'chard , artichoke hearts', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'pecorino toscano', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'fennel', 'opinion': 'enjoyed', 'sentiment': 'positive'}, {'aspect': 'seared Alaskan sea scallops', 'opinion': 'enjoyed', 'sentiment': 'positive'}]","( seared Alaskan sea scallops, enjoyed, positive ) ; ( chard /AS/ artichoke hearts, enjoyed, positive ) ; ( fennel, enjoyed, positive ) ; ( pecorino toscano, enjoyed, positive )"
"On a recent trip , our waiter was extremely dismissive , while no less than three staff members waited hand-and-foot on a pair of Japanese girls seated nearby .",extract aste triplet :,"[{'aspect': 'waiter', 'opinion': 'dismissive', 'sentiment': 'negative'}]","[{'aspect': 'staff members', 'opinion': 'hand-and-foot', 'sentiment': 'negative'}, {'aspect': 'waiter', 'opinion': 'dismissive', 'sentiment': 'negative'}]","[{'aspect': 'staff members', 'opinion': 'hand-and-foot', 'sentiment': 'negative'}, {'aspect': 'waiter', 'opinion': 'dismissive', 'sentiment': 'negative'}]","[{'aspect': 'staff members', 'opinion': 'hand-and-foot', 'sentiment': 'negative'}, {'aspect': 'waiter', 'opinion': 'dismissive', 'sentiment': 'negative'}]","[{'aspect': 'staff members', 'opinion': 'hand-and-foot', 'sentiment': 'negative'}, {'aspect': 'waiter', 'opinion': 'dismissive', 'sentiment': 'negative'}]","( waiter, dismissive, negative ) ; ( staff members, hand-and-foot, negative )"
had many dishes but the BEST was the lobster 3 ways .,extract aste triplet :,"[{'aspect': 'lobster 3 ways', 'opinion': 'BEST', 'sentiment': 'positive'}]","[{'aspect': 'lobster 3 ways', 'opinion': 'BEST', 'sentiment': 'positive'}]","[{'aspect': 'lobster 3 ways', 'opinion': 'BEST', 'sentiment': 'positive'}]","[{'aspect': 'lobster 3 ways', 'opinion': 'BEST', 'sentiment': 'positive'}]","[{'aspect': 'lobster 3 ways', 'opinion': 'BEST', 'sentiment': 'positive'}]","( lobster 3 ways, BEST, positive )"
Best Neighborhood Standby .,extract aste triplet :,"[{'aspect': 'Standby', 'opinion': 'Best', 'sentiment': 'positive'}]","[{'aspect': 'Neighborhood Standby', 'opinion': 'Best', 'sentiment': 'positive'}]","[{'aspect': 'Neighborhood Standby', 'opinion': 'Best', 'sentiment': 'positive'}]","[{'aspect': 'Neighborhood Standby', 'opinion': 'Best', 'sentiment': 'positive'}]","[{'aspect': 'Neighborhood Standby', 'opinion': 'Best', 'sentiment': 'positive'}]","( Neighborhood Standby, Best, positive )"
The owner is belligerent to guests that have a complaint .,extract aste triplet :,"[{'aspect': 'owner', 'opinion': 'belligerent', 'sentiment': 'negative'}]","[{'aspect': 'owner', 'opinion': 'belligerent', 'sentiment': 'negative'}]","[{'aspect': 'owner', 'opinion': 'belligerent', 'sentiment': 'negative'}]","[{'aspect': 'owner', 'opinion': 'belligerent', 'sentiment': 'negative'}]","[{'aspect': 'owner', 'opinion': 'belligerent', 'sentiment': 'negative'}]","( owner, belligerent, negative )"
Nice food but no spice !,extract aste triplet :,"[{'aspect': 'food', 'opinion': 'Nice', 'sentiment': 'negative'}]","[{'aspect': 'food', 'opinion': 'Nice', 'sentiment': 'negative'}, {'aspect': 'food', 'opinion': 'no spice', 'sentiment': 'negative'}]","[{'aspect': 'food', 'opinion': 'Nice', 'sentiment': 'negative'}, {'aspect': 'food', 'opinion': 'no spice', 'sentiment': 'negative'}]","[{'aspect': 'food', 'opinion': 'Nice', 'sentiment': 'negative'}, {'aspect': 'food', 'opinion': 'no spice', 'sentiment': 'negative'}]","[{'aspect': 'food', 'opinion': 'Nice', 'sentiment': 'negative'}, {'aspect': 'food', 'opinion': 'no spice', 'sentiment': 'negative'}]","( food, Nice, negative ) ; ( food, no spice, negative )"
Very poor customer service .,extract aste triplet :,"[{'aspect': 'customer service', 'opinion': 'poor', 'sentiment': 'negative'}]","[{'aspect': 'customer service', 'opinion': 'poor', 'sentiment': 'negative'}]","[{'aspect': 'customer service', 'opinion': 'poor', 'sentiment': 'negative'}]","[{'aspect': 'customer service', 'opinion': 'poor', 'sentiment': 'negative'}]","[{'aspect': 'customer service', 'opinion': 'poor', 'sentiment': 'negative'}]","( customer service, poor, negative )"
The wine list is wonderful and the food reminds me of my recent trip to Italy .,extract aste triplet :,"[{'aspect': 'wine list', 'opinion': 'wonderful', 'sentiment': 'positive'}]","[{'aspect': 'wine list', 'opinion': 'wonderful', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'reminds me of my recent trip to Italy', 'sentiment': 'positive'}]","[{'aspect': 'wine list', 'opinion': 'wonderful', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'reminds me of my recent trip to Italy', 'sentiment': 'positive'}]","[{'aspect': 'wine list', 'opinion': 'wonderful', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'reminds me of my recent trip to Italy', 'sentiment': 'positive'}]","[{'aspect': 'wine list', 'opinion': 'wonderful', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'reminds me of my recent trip to Italy', 'sentiment': 'positive'}]","( wine list, wonderful, positive ) ; ( food, reminds me of my recent trip to Italy, positive )"
Definitely has one of the best jukebox 's i 've seen in a long long time .,extract aste triplet :,"[{'aspect': ""jukebox 's"", 'opinion': 'best', 'sentiment': 'positive'}]","[{'aspect': ""jukebox's"", 'opinion': 'best', 'sentiment': 'positive'}]","[{'aspect': 'jukebox', 'opinion': 'best', 'sentiment': 'positive'}]","[{'aspect': ""jukebox's"", 'opinion': 'best', 'sentiment': 'positive'}]",[],"( jukebox's, best, positive )"
The onion rings are great !,extract aste triplet :,"[{'aspect': 'onion rings', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'onion rings', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'onion rings', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'onion rings', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'onion rings', 'opinion': 'great', 'sentiment': 'positive'}]","( onion rings, great, positive )"
And the service was simply spendid - quite a delight .,extract aste triplet :,"[{'aspect': 'service', 'opinion': 'spendid', 'sentiment': 'positive'}, {'aspect': 'service', 'opinion': 'delight', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'spendid', 'sentiment': 'positive'}, {'aspect': 'service', 'opinion': 'delight', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'spendid', 'sentiment': 'positive'}, {'aspect': 'service', 'opinion': 'delight', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'spendid', 'sentiment': 'positive'}, {'aspect': 'service', 'opinion': 'delight', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'spendid', 'sentiment': 'positive'}, {'aspect': 'service', 'opinion': 'delight', 'sentiment': 'positive'}]","( service, spendid, positive ) ; ( service, delight, positive )"
– Mioposto has a very creative & delicious pizza menu .,extract aste triplet :,"[{'aspect': 'pizza menu', 'opinion': 'creative', 'sentiment': 'positive'}, {'aspect': 'pizza menu', 'opinion': 'delicious', 'sentiment': 'positive'}]","[{'aspect': 'pizza menu', 'opinion': 'delicious', 'sentiment': 'positive'}, {'aspect': 'pizza menu', 'opinion': 'creative', 'sentiment': 'positive'}]","[{'aspect': 'pizza menu', 'opinion': 'delicious', 'sentiment': 'positive'}, {'aspect': 'pizza menu', 'opinion': 'creative', 'sentiment': 'positive'}]","[{'aspect': 'pizza menu', 'opinion': 'delicious', 'sentiment': 'positive'}, {'aspect': 'pizza menu', 'opinion': 'creative', 'sentiment': 'positive'}]","[{'aspect': 'pizza menu', 'opinion': 'delicious', 'sentiment': 'positive'}, {'aspect': 'pizza menu', 'opinion': 'creative', 'sentiment': 'positive'}]","( pizza menu, creative, positive ) ; ( pizza menu, delicious, positive )"
"I had yummy lamb korma , saag paneer , samosas , naan , etc .",extract aste triplet :,"[{'aspect': 'lamb korma', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'saag paneer', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'samosas', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'naan', 'opinion': 'yummy', 'sentiment': 'positive'}]","[{'aspect': 'saag paneer', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'naan', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'lamb korma', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'samosas', 'opinion': 'yummy', 'sentiment': 'positive'}]","[{'aspect': 'saag paneer', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'naan', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'lamb korma', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'samosas', 'opinion': 'yummy', 'sentiment': 'positive'}]","[{'aspect': 'saag paneer', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'naan', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'lamb korma', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'samosas', 'opinion': 'yummy', 'sentiment': 'positive'}]","[{'aspect': 'saag paneer', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'naan', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'lamb korma', 'opinion': 'yummy', 'sentiment': 'positive'}, {'aspect': 'samosas', 'opinion': 'yummy', 'sentiment': 'positive'}]","( lamb korma, yummy, positive ) ; ( saag paneer, yummy, positive ) ; ( samosas, yummy, positive ) ; ( naan, yummy, positive )"
My g/f and I both agreed the food was very mediocre especially considering the price .,extract aste triplet :,"[{'aspect': 'food', 'opinion': 'mediocre', 'sentiment': 'negative'}]","[{'aspect': 'food', 'opinion': 'mediocre', 'sentiment': 'negative'}]","[{'aspect': 'food', 'opinion': 'mediocre', 'sentiment': 'negative'}]","[{'aspect': 'food', 'opinion': 'mediocre', 'sentiment': 'negative'}]","[{'aspect': 'food', 'opinion': 'mediocre', 'sentiment': 'negative'}]","( food, mediocre, negative )"
– Great financial district mexican spot .,extract aste triplet :,"[{'aspect': 'mexican spot', 'opinion': 'Great', 'sentiment': 'positive'}]","[{'aspect': 'financial district mexican spot', 'opinion': 'Great', 'sentiment': 'positive'}]","[{'aspect': 'financial district mexican spot', 'opinion': 'Great', 'sentiment': 'positive'}]","[{'aspect': 'financial district mexican spot', 'opinion': 'Great', 'sentiment': 'positive'}]","[{'aspect': 'financial district mexican spot', 'opinion': 'Great', 'sentiment': 'positive'}]","( financial district mexican spot, Great, positive )"
I had the kafta plate and I enjoyed it .,extract aste triplet :,"[{'aspect': 'kafta plate', 'opinion': 'enjoyed', 'sentiment': 'positive'}]","[{'aspect': 'kafta plate', 'opinion': 'enjoyed', 'sentiment': 'positive'}]","[{'aspect': 'kafta plate', 'opinion': 'enjoyed', 'sentiment': 'positive'}]","[{'aspect': 'kafta plate', 'opinion': 'enjoyed', 'sentiment': 'positive'}]","[{'aspect': 'kafta plate', 'opinion': 'enjoyed', 'sentiment': 'positive'}]","( kafta plate, enjoyed, positive )"
– I highly recommend Mioposto .,extract aste triplet :,"[{'aspect': 'Mioposto', 'opinion': 'recommend', 'sentiment': 'positive'}]","[{'aspect': 'Mioposto', 'opinion': 'recommend', 'sentiment': 'positive'}]","[{'aspect': 'Mioposto', 'opinion': 'recommend', 'sentiment': 'positive'}]","[{'aspect': 'Mioposto', 'opinion': 'recommend', 'sentiment': 'positive'}]","[{'aspect': 'Mioposto', 'opinion': 'recommend', 'sentiment': 'positive'}]","( Mioposto, recommend, positive )"
– By far the best bar in the east village ...,extract aste triplet :,"[{'aspect': 'bar', 'opinion': 'best', 'sentiment': 'positive'}]","[{'aspect': 'bar', 'opinion': 'best', 'sentiment': 'positive'}]","[{'aspect': 'bar', 'opinion': 'best', 'sentiment': 'positive'}]","[{'aspect': 'bar', 'opinion': 'best', 'sentiment': 'positive'}]","[{'aspect': 'bar', 'opinion': 'best', 'sentiment': 'positive'}]","( bar, best, positive )"
"Great Pizza , Poor Service",extract aste triplet :,"[{'aspect': 'Pizza', 'opinion': 'Great', 'sentiment': 'positive'}, {'aspect': 'Service', 'opinion': 'Poor', 'sentiment': 'negative'}]","[{'aspect': 'Pizza', 'opinion': 'Great', 'sentiment': 'positive'}, {'aspect': 'Service', 'opinion': 'Poor', 'sentiment': 'negative'}]","[{'aspect': 'Pizza', 'opinion': 'Great', 'sentiment': 'positive'}, {'aspect': 'Service', 'opinion': 'Poor', 'sentiment': 'negative'}]","[{'aspect': 'Pizza', 'opinion': 'Great', 'sentiment': 'positive'}, {'aspect': 'Service', 'opinion': 'Poor', 'sentiment': 'negative'}]","[{'aspect': 'Pizza', 'opinion': 'Great', 'sentiment': 'positive'}, {'aspect': 'Service', 'opinion': 'Poor', 'sentiment': 'negative'}]","( Pizza, Great, positive ) ; ( Service, Poor, negative )"
