text,prompt,target,raw_prediction,editdistance_prediction,cut_predictions,remove_predictions,string_preds
hotel jorok banyak semut .,ekstraksi triplet aste :,"[{'aspect': 'hotel', 'opinion': 'jorok', 'sentiment': 'negative'}, {'aspect': 'hotel', 'opinion': 'banyak semut', 'sentiment': 'negative'}]","[{'aspect': 'hotel', 'opinion': 'jorok', 'sentiment': 'negative'}, {'aspect': 'hotel', 'opinion': 'banyak semut', 'sentiment': 'negative'}]","[{'aspect': 'hotel', 'opinion': 'jorok', 'sentiment': 'negative'}, {'aspect': 'hotel', 'opinion': 'banyak semut', 'sentiment': 'negative'}]","[{'aspect': 'hotel', 'opinion': 'jorok', 'sentiment': 'negative'}, {'aspect': 'hotel', 'opinion': 'banyak semut', 'sentiment': 'negative'}]","[{'aspect': 'hotel', 'opinion': 'jorok', 'sentiment': 'negative'}, {'aspect': 'hotel', 'opinion': 'banyak semut', 'sentiment': 'negative'}]","( hotel, jorok, negative ) ; ( hotel, banyak semut, negative )"
"cukup baik kok . tetapi , kamar yang saya dapat no window . dan handuknya kotor , mengeluh . selebihnya seperti ac dan air panas si oke saja .",ekstraksi triplet aste :,"[{'aspect': 'window', 'opinion': 'no', 'sentiment': 'negative'}, {'aspect': 'handuknya', 'opinion': 'kotor', 'sentiment': 'negative'}, {'aspect': 'selebihnya', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'ac', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'air panas', 'opinion': 'oke', 'sentiment': 'positive'}]","[{'aspect': 'selebihnya', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'kamar', 'opinion': 'no window', 'sentiment': 'negative'}, {'aspect': 'handuknya', 'opinion': 'kotor', 'sentiment': 'negative'}]","[{'aspect': 'selebihnya', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'kamar', 'opinion': 'no window', 'sentiment': 'negative'}, {'aspect': 'handuknya', 'opinion': 'kotor', 'sentiment': 'negative'}]","[{'aspect': 'selebihnya', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'kamar', 'opinion': 'no window', 'sentiment': 'negative'}, {'aspect': 'handuknya', 'opinion': 'kotor', 'sentiment': 'negative'}]","[{'aspect': 'selebihnya', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'kamar', 'opinion': 'no window', 'sentiment': 'negative'}, {'aspect': 'handuknya', 'opinion': 'kotor', 'sentiment': 'negative'}]","( kamar, no window, negative ) ; ( handuknya, kotor, negative ) ; ( selebihnya, oke, positive )"
kamar tidak sesuai yang di gambar . ternyata di ruang bawah tanah . sinyal tidak ada . parkir kehujan .,ekstraksi triplet aste :,"[{'aspect': 'kamar', 'opinion': 'tidak sesuai', 'sentiment': 'negative'}, {'aspect': 'sinyal', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'parkir', 'opinion': 'kehujan', 'sentiment': 'negative'}]","[{'aspect': 'kamar', 'opinion': 'tidak sesuai', 'sentiment': 'negative'}, {'aspect': 'sinyal', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'parkir', 'opinion': 'kehujan', 'sentiment': 'negative'}]","[{'aspect': 'kamar', 'opinion': 'tidak sesuai', 'sentiment': 'negative'}, {'aspect': 'sinyal', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'parkir', 'opinion': 'kehujan', 'sentiment': 'negative'}]","[{'aspect': 'kamar', 'opinion': 'tidak sesuai', 'sentiment': 'negative'}, {'aspect': 'sinyal', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'parkir', 'opinion': 'kehujan', 'sentiment': 'negative'}]","[{'aspect': 'kamar', 'opinion': 'tidak sesuai', 'sentiment': 'negative'}, {'aspect': 'sinyal', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'parkir', 'opinion': 'kehujan', 'sentiment': 'negative'}]","( kamar, tidak sesuai, negative ) ; ( sinyal, tidak ada, negative ) ; ( parkir, kehujan, negative )"
check in dari jam 8 malam cek out jam 11 malam . karena tidak ada air . wc kotor .,ekstraksi triplet aste :,"[{'aspect': 'air', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'wc', 'opinion': 'kotor', 'sentiment': 'negative'}]","[{'aspect': 'air', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'wc', 'opinion': 'kotor', 'sentiment': 'negative'}]","[{'aspect': 'air', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'wc', 'opinion': 'kotor', 'sentiment': 'negative'}]","[{'aspect': 'air', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'wc', 'opinion': 'kotor', 'sentiment': 'negative'}]","[{'aspect': 'air', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'wc', 'opinion': 'kotor', 'sentiment': 'negative'}]","( air, tidak ada, negative ) ; ( wc, kotor, negative )"
"baik , kurang alas kaki , dan kesed depan toilet .",ekstraksi triplet aste :,"[{'aspect': 'alas kaki', 'opinion': 'kurang', 'sentiment': 'negative'}, {'aspect': 'kesed', 'opinion': 'kurang', 'sentiment': 'negative'}]","[{'aspect': 'alas kaki', 'opinion': 'kurang', 'sentiment': 'negative'}]","[{'aspect': 'alas kaki', 'opinion': 'kurang', 'sentiment': 'negative'}]","[{'aspect': 'alas kaki', 'opinion': 'kurang', 'sentiment': 'negative'}]","[{'aspect': 'alas kaki', 'opinion': 'kurang', 'sentiment': 'negative'}]","( alas kaki, kurang, negative )"
"ruangan luas , bersih , ada keset kamar mandi . air pan .",ekstraksi triplet aste :,"[{'aspect': 'ruangan', 'opinion': 'luas', 'sentiment': 'positive'}, {'aspect': 'ruangan', 'opinion': 'bersih', 'sentiment': 'positive'}, {'aspect': 'keset kamar mandi', 'opinion': 'ada', 'sentiment': 'positive'}, {'aspect': 'air pan', 'opinion': 'ada', 'sentiment': 'positive'}]","[{'aspect': 'ruangan', 'opinion': 'bersih', 'sentiment': 'positive'}, {'aspect': 'keset kamar mandi', 'opinion': 'ada', 'sentiment': 'positive'}, {'aspect': 'ruangan', 'opinion': 'luas', 'sentiment': 'positive'}, {'aspect': 'air pan', 'opinion': 'ada', 'sentiment': 'positive'}]","[{'aspect': 'ruangan', 'opinion': 'bersih', 'sentiment': 'positive'}, {'aspect': 'keset kamar mandi', 'opinion': 'ada', 'sentiment': 'positive'}, {'aspect': 'ruangan', 'opinion': 'luas', 'sentiment': 'positive'}, {'aspect': 'air pan', 'opinion': 'ada', 'sentiment': 'positive'}]","[{'aspect': 'ruangan', 'opinion': 'bersih', 'sentiment': 'positive'}, {'aspect': 'keset kamar mandi', 'opinion': 'ada', 'sentiment': 'positive'}, {'aspect': 'ruangan', 'opinion': 'luas', 'sentiment': 'positive'}, {'aspect': 'air pan', 'opinion': 'ada', 'sentiment': 'positive'}]","[{'aspect': 'ruangan', 'opinion': 'bersih', 'sentiment': 'positive'}, {'aspect': 'keset kamar mandi', 'opinion': 'ada', 'sentiment': 'positive'}, {'aspect': 'ruangan', 'opinion': 'luas', 'sentiment': 'positive'}, {'aspect': 'air pan', 'opinion': 'ada', 'sentiment': 'positive'}]","( ruangan, luas, positive ) ; ( ruangan, bersih, positive ) ; ( keset kamar mandi, ada, positive ) ; ( air pan, ada, positive )"
"seprai sama sarung bantal tidak diganti , air bau , kamar tidak ada jendela .",ekstraksi triplet aste :,"[{'aspect': 'seprai', 'opinion': 'tidak diganti', 'sentiment': 'negative'}, {'aspect': 'sarung bantal', 'opinion': 'tidak diganti', 'sentiment': 'negative'}, {'aspect': 'air', 'opinion': 'bau', 'sentiment': 'negative'}, {'aspect': 'jendela', 'opinion': 'tidak ada', 'sentiment': 'negative'}]","[{'aspect': 'seprai', 'opinion': 'tidak diganti', 'sentiment': 'negative'}, {'aspect': 'jendela', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'air', 'opinion': 'bau', 'sentiment': 'negative'}, {'aspect': 'sarung bantal', 'opinion': 'tidak diganti', 'sentiment': 'negative'}]","[{'aspect': 'seprai', 'opinion': 'tidak diganti', 'sentiment': 'negative'}, {'aspect': 'jendela', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'air', 'opinion': 'bau', 'sentiment': 'negative'}, {'aspect': 'sarung bantal', 'opinion': 'tidak diganti', 'sentiment': 'negative'}]","[{'aspect': 'seprai', 'opinion': 'tidak diganti', 'sentiment': 'negative'}, {'aspect': 'jendela', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'air', 'opinion': 'bau', 'sentiment': 'negative'}, {'aspect': 'sarung bantal', 'opinion': 'tidak diganti', 'sentiment': 'negative'}]","[{'aspect': 'seprai', 'opinion': 'tidak diganti', 'sentiment': 'negative'}, {'aspect': 'jendela', 'opinion': 'tidak ada', 'sentiment': 'negative'}, {'aspect': 'air', 'opinion': 'bau', 'sentiment': 'negative'}, {'aspect': 'sarung bantal', 'opinion': 'tidak diganti', 'sentiment': 'negative'}]","( seprai, tidak diganti, negative ) ; ( sarung bantal, tidak diganti, negative ) ; ( air, bau, negative ) ; ( jendela, tidak ada, negative )"
lumayan lah . meski lelah naik turun tangga mantap .,ekstraksi triplet aste :,"[{'aspect': 'tangga', 'opinion': 'lelah naik turun', 'sentiment': 'negative'}]",[],[],[],[],NONE
good dan recomended banget .,ekstraksi triplet aste :,[],[],[],[],[],NONE
"kamar luas , dekat tempat makan .",ekstraksi triplet aste :,"[{'aspect': 'kamar', 'opinion': 'luas', 'sentiment': 'positive'}, {'aspect': 'kamar', 'opinion': 'dekat tempat makan', 'sentiment': 'positive'}]","[{'aspect': 'kamar', 'opinion': 'luas', 'sentiment': 'positive'}]","[{'aspect': 'kamar', 'opinion': 'luas', 'sentiment': 'positive'}]","[{'aspect': 'kamar', 'opinion': 'luas', 'sentiment': 'positive'}]","[{'aspect': 'kamar', 'opinion': 'luas', 'sentiment': 'positive'}]","( kamar, luas, positive )"
"pada saat saya menginap , terdengar suara ketuk ketuk palu dari samping kamar sampai malam tidak berhenti , walaupun saya sudah keluhan ke petugas hotel .",ekstraksi triplet aste :,[],[],[],[],[],NONE
bangunan hotel bisa dipermanis lagi jika tanaman dirawat dan beberapa area dicat ulang . : ) .,ekstraksi triplet aste :,[],"[{'aspect': 'bangunan hotel', 'opinion': 'bisa dipermanis lagi', 'sentiment': 'positive'}]","[{'aspect': 'bangunan hotel', 'opinion': 'bisa dipermanis lagi', 'sentiment': 'positive'}]","[{'aspect': 'bangunan hotel', 'opinion': 'bisa dipermanis lagi', 'sentiment': 'positive'}]","[{'aspect': 'bangunan hotel', 'opinion': 'bisa dipermanis lagi', 'sentiment': 'positive'}]","( bangunan hotel, bisa dipermanis lagi, positive )"
"fasilitas , pelayanan , lokasi dan staf oke semua .",ekstraksi triplet aste :,"[{'aspect': 'fasilitas', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'pelayanan', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'lokasi', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'staf', 'opinion': 'oke', 'sentiment': 'positive'}]","[{'aspect': 'fasilitas', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'staf', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'lokasi', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'pelayanan', 'opinion': 'oke', 'sentiment': 'positive'}]","[{'aspect': 'fasilitas', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'staf', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'lokasi', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'pelayanan', 'opinion': 'oke', 'sentiment': 'positive'}]","[{'aspect': 'fasilitas', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'staf', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'lokasi', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'pelayanan', 'opinion': 'oke', 'sentiment': 'positive'}]","[{'aspect': 'fasilitas', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'staf', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'lokasi', 'opinion': 'oke', 'sentiment': 'positive'}, {'aspect': 'pelayanan', 'opinion': 'oke', 'sentiment': 'positive'}]","( fasilitas, oke, positive ) ; ( pelayanan, oke, positive ) ; ( lokasi, oke, positive ) ; ( staf, oke, positive )"
pelayannya kurang ramah .,ekstraksi triplet aste :,"[{'aspect': 'pelayannya', 'opinion': 'kurang ramah', 'sentiment': 'negative'}]","[{'aspect': 'pelayannya', 'opinion': 'kurang ramah', 'sentiment': 'negative'}]","[{'aspect': 'pelayannya', 'opinion': 'kurang ramah', 'sentiment': 'negative'}]","[{'aspect': 'pelayannya', 'opinion': 'kurang ramah', 'sentiment': 'negative'}]","[{'aspect': 'pelayannya', 'opinion': 'kurang ramah', 'sentiment': 'negative'}]","( pelayannya, kurang ramah, negative )"
pelayan cepat .,ekstraksi triplet aste :,"[{'aspect': 'pelayan', 'opinion': 'cepat', 'sentiment': 'positive'}]","[{'aspect': 'pelayan', 'opinion': 'cepat', 'sentiment': 'positive'}]","[{'aspect': 'pelayan', 'opinion': 'cepat', 'sentiment': 'positive'}]","[{'aspect': 'pelayan', 'opinion': 'cepat', 'sentiment': 'positive'}]","[{'aspect': 'pelayan', 'opinion': 'cepat', 'sentiment': 'positive'}]","( pelayan, cepat, positive )"
"hotelnya bersih , makanan enak , pelayanan ramah dan baik . cuma ada 1 yang harus diperbaiki atap bekas bocor di kamar terlihat kotor . dwi bidyawati , 16 - 17 desember 2017 .",ekstraksi triplet aste :,"[{'aspect': 'hotelnya', 'opinion': 'bersih', 'sentiment': 'positive'}, {'aspect': 'makanan', 'opinion': 'enak', 'sentiment': 'positive'}, {'aspect': 'pelayanan', 'opinion': 'ramah', 'sentiment': 'positive'}, {'aspect': 'pelayanan', 'opinion': 'baik', 'sentiment': 'positive'}, {'aspect': 'atap', 'opinion': 'bekas bocor', 'sentiment': 'negative'}, {'aspect': 'kamar', 'opinion': 'kotor', 'sentiment': 'negative'}]","[{'aspect': 'pelayanan', 'opinion': 'baik', 'sentiment': 'positive'}, {'aspect': 'makanan', 'opinion': 'enak', 'sentiment': 'positive'}, {'aspect': 'hotelnya', 'opinion': 'bersih', 'sentiment': 'positive'}, {'aspect': 'atap', 'opinion': 'bekas bocor', 'sentiment': 'negative'}, {'aspect': 'kamar', 'opinion': 'kotor', 'sentiment': 'negative'}, {'aspect': 'pelayanan', 'opinion': 'ramah', 'sentiment': 'positive'}]","[{'aspect': 'pelayanan', 'opinion': 'baik', 'sentiment': 'positive'}, {'aspect': 'makanan', 'opinion': 'enak', 'sentiment': 'positive'}, {'aspect': 'hotelnya', 'opinion': 'bersih', 'sentiment': 'positive'}, {'aspect': 'atap', 'opinion': 'bekas bocor', 'sentiment': 'negative'}, {'aspect': 'kamar', 'opinion': 'kotor', 'sentiment': 'negative'}, {'aspect': 'pelayanan', 'opinion': 'ramah', 'sentiment': 'positive'}]","[{'aspect': 'pelayanan', 'opinion': 'baik', 'sentiment': 'positive'}, {'aspect': 'makanan', 'opinion': 'enak', 'sentiment': 'positive'}, {'aspect': 'hotelnya', 'opinion': 'bersih', 'sentiment': 'positive'}, {'aspect': 'atap', 'opinion': 'bekas bocor', 'sentiment': 'negative'}, {'aspect': 'kamar', 'opinion': 'kotor', 'sentiment': 'negative'}, {'aspect': 'pelayanan', 'opinion': 'ramah', 'sentiment': 'positive'}]","[{'aspect': 'pelayanan', 'opinion': 'baik', 'sentiment': 'positive'}, {'aspect': 'makanan', 'opinion': 'enak', 'sentiment': 'positive'}, {'aspect': 'hotelnya', 'opinion': 'bersih', 'sentiment': 'positive'}, {'aspect': 'atap', 'opinion': 'bekas bocor', 'sentiment': 'negative'}, {'aspect': 'kamar', 'opinion': 'kotor', 'sentiment': 'negative'}, {'aspect': 'pelayanan', 'opinion': 'ramah', 'sentiment': 'positive'}]","( hotelnya, bersih, positive ) ; ( makanan, enak, positive ) ; ( pelayanan, ramah, positive ) ; ( pelayanan, baik, positive ) ; ( atap, bekas bocor, negative ) ; ( kamar, kotor, negative )"
