text_a,text_b,label
"The service varys from day to day- sometimes they 're very nice , and sometimes not .",service-varys,1
"Also , specify if you like your food spicy- its rather bland if you do n't .",food-bland,1
"The ambience is pretty and nice for conversation , so a casual lunch here would probably be best .",ambience-pretty,1
"The ambience is pretty and nice for conversation , so a casual lunch here would probably be best .",ambience-nice,1
The lava cake dessert was incredible and I recommend it .,lava cake dessert-incredible,1
The lava cake dessert was incredible and I recommend it .,lava cake dessert-recommend,1
"Once you step into Cosette , you 're miraculously in a small , off-the-beaten path Parisian bistro .",cosette-off-the-beaten,1
"This tiny restaurant is as cozy as it gets , with that certain Parisian flair .",restaurant-tiny,1
"This tiny restaurant is as cozy as it gets , with that certain Parisian flair .",restaurant-cozy,1
"The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",food-average to above-average,1
"The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",food-not overly impressive,0
"The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",food-not brilliant,0
"The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",french onion soup-average to above-average,0
"The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",french onion soup-not overly impressive,1
"The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",french onion soup-not brilliant,0
"The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",desserts-average to above-average,0
"The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",desserts-not overly impressive,0
"The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",desserts-not brilliant,1
The pizza is overpriced and soggy .,pizza-overpriced,1
The pizza is overpriced and soggy .,pizza-soggy,1
I think I 've had some the best meals of my life at minnow .,meals-best,1
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",seafood-amazing,1
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",seafood-good,0
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",seafood-ever-changing,0
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",seafood-great surprises,0
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",wine list-amazing,0
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",wine list-good,1
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",wine list-ever-changing,0
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",wine list-great surprises,0
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",menu-amazing,0
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",menu-good,0
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",menu-ever-changing,1
"The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .",menu-great surprises,1
The combination of super-fresh ingredients in the dishes are unusual but really delicious .,ingredients-super-fresh,1
The combination of super-fresh ingredients in the dishes are unusual but really delicious .,ingredients-delicious,1
"As a Japanese native , I 've lived in the Tristate area for over 8 years , but I was just so amazed at this place .",place-amazed,1
"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",signs-japanese,1
"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",specials menus-japanese,1
"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",food-japanese,1
"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",waitstaff-japanese,1
This place is worth an one-hour drive .,place-worth,1
"My wife and I always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .",staff-enjoy,1
"My wife and I always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .",staff-young,1
"My wife and I always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .",staff-not always well trained,1
"My wife and I always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .",staff-friendly,1
Decent wine at reasonable prices .,wine-decent,1
This is by far my favorite place in the neighborhood .,place-favorite,1
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",service-excellent,1
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",service-great,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",service-delicious,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",service-large,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",decor-excellent,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",decor-great,1
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",decor-delicious,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",decor-large,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",food-excellent,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",food-great,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",food-delicious,1
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",food-large,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",portions-excellent,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",portions-great,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",portions-delicious,0
"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",portions-large,1
I 'm partial to the Gnocchi .,gnocchi-partial,1
This place is incredibly tiny .,place-tiny,1
The hostess is rude to the point of being offensive .,hostess-rude,1
The hostess is rude to the point of being offensive .,hostess-offensive,1
"We have been to this place many times , and always have great food , wine , and service .",food-great,1
"We have been to this place many times , and always have great food , wine , and service .",wine-great,1
"We have been to this place many times , and always have great food , wine , and service .",service-great,1
"We were worried we would have trouble getting in , but somehow managed to have a short wait .",wait-short,1
As always we had a great glass of wine while we waited .,glass of wine-great,1
"When we sat , we got great and fast service .",service-great,1
"When we sat , we got great and fast service .",service-fast,1
The people that work there are always so friendly you forget you are in New York sometimes .,people-friendly,1
Make sure you try this place as often as you can .,place-try,1
This is a fun restaurant to go to .,restaurant-fun,1
The pizza is yummy and I like the atmoshpere .,pizza-yummy,1
The pizza is yummy and I like the atmoshpere .,pizza-like,0
The pizza is yummy and I like the atmoshpere .,atmoshpere-yummy,0
The pizza is yummy and I like the atmoshpere .,atmoshpere-like,1
But the pizza is way to expensive .,pizza-expensive,1
Sauce was watery and the food did n't have much flavor .,sauce-watery,1
The waitress was very patient with us and the food is phenomenal !,waitress-patient,1
The waitress was very patient with us and the food is phenomenal !,waitress-phenomenal,0
The waitress was very patient with us and the food is phenomenal !,food-patient,0
The waitress was very patient with us and the food is phenomenal !,food-phenomenal,1
"Service was prompt , friendly and great .",service-prompt,1
"Service was prompt , friendly and great .",service-friendly,1
"Service was prompt , friendly and great .",service-great,1
"There was a small wait , but shorter than I expected .",wait-small,1
"There was a small wait , but shorter than I expected .",wait-shorter,1
This is the best sushi in new york city - hands down .,sushi-best,1
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",sushi-great,1
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",sushi-excellent,0
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",sushi-hit,0
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",thai food-great,0
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",thai food-excellent,1
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",thai food-hit,0
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",planet thailand-great,0
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",planet thailand-excellent,0
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",planet thailand-hit,1
"With the great variety on the menu , I eat here often and never get bored .",menu-great variety,1
"The atmosphere is n't the greatest , but I suppose that 's how they keep the prices down .",atmosphere-is n't the greatest,1
"those rolls were big , but not good and sashimi was n't fresh .",rolls-big,1
"those rolls were big , but not good and sashimi was n't fresh .",rolls-not good,1
"those rolls were big , but not good and sashimi was n't fresh .",rolls-was n't fresh,0
"those rolls were big , but not good and sashimi was n't fresh .",sashimi-big,0
"those rolls were big , but not good and sashimi was n't fresh .",sashimi-not good,0
"those rolls were big , but not good and sashimi was n't fresh .",sashimi-was n't fresh,1
"Try the crunchy tuna , it is to die for .",crunchy tuna-try,1
"Try the crunchy tuna , it is to die for .",crunchy tuna-die for,1
First went here to enjoy their garden terrace .,garden terrace-enjoy,1
"The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",food-amazing,1
"The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",food-prompt,0
"The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",food-helpful,0
"The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",food-not over-bearing or rushed,0
"The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",service-amazing,0
"The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",service-prompt,1
"The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",service-helpful,1
"The food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",service-not over-bearing or rushed,1
"The Steak Tartare is a great bet , they fix it for you at the table .",steak tartare-great,1
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",open kitchen-charm,1
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",open kitchen-warm,0
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",restaurant-charm,0
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",restaurant-warm,1
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",wine selection-great,1
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",wine selection-worth the price,0
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",wine selection-great value,0
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",gigondas-great,0
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",gigondas-worth the price,1
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",gigondas-great value,0
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",house champagne-great,0
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",house champagne-worth the price,0
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",house champagne-great value,1
"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .",vibe-good,1
"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .",vibe-best,0
"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .",french food-good,0
"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .",french food-best,1
"Have recommended the place to friends , always gets good response .",place-recommended,1
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !",crust-best,1
"Not sure where the previous reviewer , lonk , dined , but Saul is in a great neighborhood and has great food !",neighborhood-great,1
"Not sure where the previous reviewer , lonk , dined , but Saul is in a great neighborhood and has great food !",food-great,1
I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,setting-intimate,1
I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,setting-nice,0
I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,service-intimate,0
I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,service-nice,1
I 'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much ... and we 're repeat customers .,mizu-enjoy,1
"Took my mom for Mother 's Day , and the maitre d ' was pretty rude .",maitre d '-rude,1
Tiny dessert was $ 8.00 ... just plain overpriced for what it is .,dessert-tiny,1
Tiny dessert was $ 8.00 ... just plain overpriced for what it is .,dessert-overpriced,1
The drinks are always well made and wine selection is fairly priced .,drinks-well made,1
The drinks are always well made and wine selection is fairly priced .,drinks-fairly priced,0
The drinks are always well made and wine selection is fairly priced .,wine selection-well made,0
The drinks are always well made and wine selection is fairly priced .,wine selection-fairly priced,1
Try their chef 's specials -- they are to die for .,chef 's specials-try,1
Try their chef 's specials -- they are to die for .,chef 's specials-die for,1
"Raga 's is a romantic , cozy restaurant .",raga 's-romantic,1
"Raga 's is a romantic , cozy restaurant .",raga 's-cozy,1
The exotic food is beautifully presented and is a delight in delicious combinations .,exotic food-beautifully presented,1
The exotic food is beautifully presented and is a delight in delicious combinations .,exotic food-delight,1
The bar is very well stocked with interesting beers and well priced wines .,bar-well stocked,1
The bar is very well stocked with interesting beers and well priced wines .,bar-interesting,0
The bar is very well stocked with interesting beers and well priced wines .,bar-well priced,0
The bar is very well stocked with interesting beers and well priced wines .,beers-well stocked,0
The bar is very well stocked with interesting beers and well priced wines .,beers-interesting,1
The bar is very well stocked with interesting beers and well priced wines .,beers-well priced,0
The bar is very well stocked with interesting beers and well priced wines .,wines-well stocked,0
The bar is very well stocked with interesting beers and well priced wines .,wines-interesting,0
The bar is very well stocked with interesting beers and well priced wines .,wines-well priced,1
I loved everythig about it-especially the shows and actors .,shows-loved,1
I loved everythig about it-especially the shows and actors .,actors-loved,1
Our server was very helpful and friendly .,server-helpful,1
Our server was very helpful and friendly .,server-friendly,1
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .,outdoor atmosphere-wonderful,1
Service was prompt and courteous .,service-prompt,1
Service was prompt and courteous .,service-courteous,1
"Two complaints -- their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu .",appetizer selection-complaints,1
Wait staff is blantently unappreciative of your business but its the best pie on the UWS !,wait staff-unappreciative,1
Wait staff is blantently unappreciative of your business but its the best pie on the UWS !,wait staff-best,0
Wait staff is blantently unappreciative of your business but its the best pie on the UWS !,pie-unappreciative,0
Wait staff is blantently unappreciative of your business but its the best pie on the UWS !,pie-best,1
By far the best salad I have had in a fast food restaurant .,salad-best,1
fine dining restaurant quality .,dining-fine,1
"On a recent Sunday afternoon , a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT .",restaurant-great,1
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",chicken pot pie-exceptional,1
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",chicken pot pie-huge,0
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",chicken pot pie-delictable,0
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",chicken pot pie-professional,0
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",chicken pot pie-warm,0
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",cheeseburger-exceptional,0
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",cheeseburger-huge,1
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",cheeseburger-delictable,1
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",cheeseburger-professional,0
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",cheeseburger-warm,0
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",service-exceptional,0
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",service-huge,0
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",service-delictable,0
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",service-professional,1
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .",service-warm,1
The staff is no nonsense .,staff-no nonsense,1
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else .,bagels-better,1
Worth visiting the 1st Ave spot because it is the original store .,1st ave spot-worth visiting,1
The sake menu should not be overlooked !,sake menu-overlooked,1
"Service was very good - prompt , attentive and non-intrusive .",service-good,1
"Service was very good - prompt , attentive and non-intrusive .",service-prompt,1
"Service was very good - prompt , attentive and non-intrusive .",service-attentive,1
"Service was very good - prompt , attentive and non-intrusive .",service-non-intrusive,1
"Food was very good as well , considering that we tried the budget selection ( though I wish the pork belly that I ordered was roasted a bit longer , so that fat was more of a melt-in-your-mouth experience ) .",food-good,1
Wine list selection is good and wine-by-the-glass was generously filled to the top .,wine list selection-good,1
Wine list selection is good and wine-by-the-glass was generously filled to the top .,wine list selection-generously filled,0
Wine list selection is good and wine-by-the-glass was generously filled to the top .,wine-by-the-glass-good,0
Wine list selection is good and wine-by-the-glass was generously filled to the top .,wine-by-the-glass-generously filled,1
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,traditional french decour-pleasant,1
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,traditional french decour-noisy,0
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,hall-pleasant,0
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,hall-noisy,1
"I 've been to at Cafe Spice probably 5-8 times , it is probably still the best Indian restaurant around Union Square .",cafe spice-best,1
"To sum it up : Service varies from good to mediorce , depending on which waiter you get ; generally it is just average Ok .",service-varies,1
"Seating is always prompt , though the restaurant does fill up in the evening .",seating-prompt,1
"Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .",food-good,1
"Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .",food-wondered about freshmess,0
"Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .",raw vegatables in side orders-good,0
"Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .",raw vegatables in side orders-wondered about freshmess,1
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",decor-vibrant,1
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",decor-eye-pleasing,1
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",decor-great,0
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",semi-private boths-vibrant,0
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",semi-private boths-eye-pleasing,1
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",semi-private boths-great,1
I have NEVER been disappointed in the Red Eye .,red eye-never been disappointed,1
"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .",live jazz band-taken,1
"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .",atmosphere-taken,1
It 's simply the best meal in NYC .,meal-best,1
"If we were to move from the upper east side , we would genuinely miss this restaurant .",restaurant-miss,1
The restaurant is cute but not upscale .,restaurant-cute,1
The restaurant is cute but not upscale .,restaurant-not upscale,1
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,food-diamond,1
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,food-perfect,0
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,balance of herbs and tomatoes-diamond,0
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,balance of herbs and tomatoes-perfect,1
We had a great time at the Jekyll and hyde Pub last night .,jekyll and hyde pub-great time,1
After really enjoying ourselves at the bar we sat down at a table and had dinner .,bar-enjoying,1
The server was really cool and served us our food and drinks with a smile .,server-cool,1
The place 's decor and hidden bathrooms made for a good laugh .,decor-good laugh,1
The place 's decor and hidden bathrooms made for a good laugh .,hidden bathrooms-good laugh,1
I highly recommend visiting this restaurant and having dinner and drinks !,restaurant-recommend,1
"If you are the type of person who likes being scared and entertained , this is a great place to go and eat .",place-great,1
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",beers-happy,1
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",beers-delicious,0
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",beers-recommend,0
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",food-happy,0
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",food-delicious,1
