text,prompt,target,raw_prediction,editdistance_prediction,cut_predictions,remove_predictions,string_preds
"Note , however , that any existing MagSafe accessories you have will not work with the MagSafe 2 connection .",extract aste triplet :,"[{'aspect': 'MagSafe accessories', 'opinion': 'not work', 'sentiment': 'neutral'}, {'aspect': 'MagSafe 2 connection', 'opinion': 'not work', 'sentiment': 'negative'}]","[{'aspect': 'MagSafe 2 connection', 'opinion': 'not work', 'sentiment': 'negative'}]","[{'aspect': 'MagSafe 2 connection', 'opinion': 'not work', 'sentiment': 'negative'}]","[{'aspect': 'MagSafe 2 connection', 'opinion': 'not work', 'sentiment': 'negative'}]","[{'aspect': 'MagSafe 2 connection', 'opinion': 'not work', 'sentiment': 'negative'}]","( MagSafe 2 connection, not work, negative )"
Everything I wanted and everything I needed and the price was great !,extract aste triplet :,"[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}]","( price, great, positive )"
"The battery was completely dead , in fact it had grown about a quarter inch thick lump on the underside .",extract aste triplet :,"[{'aspect': 'battery', 'opinion': 'dead', 'sentiment': 'negative'}]","[{'aspect': 'battery', 'opinion': 'dead', 'sentiment': 'negative'}, {'aspect': 'underside', 'opinion': 'lump', 'sentiment': 'negative'}]","[{'aspect': 'battery', 'opinion': 'dead', 'sentiment': 'negative'}, {'aspect': 'underside', 'opinion': 'lump', 'sentiment': 'negative'}]","[{'aspect': 'battery', 'opinion': 'dead', 'sentiment': 'negative'}, {'aspect': 'underside', 'opinion': 'lump', 'sentiment': 'negative'}]","[{'aspect': 'battery', 'opinion': 'dead', 'sentiment': 'negative'}, {'aspect': 'underside', 'opinion': 'lump', 'sentiment': 'negative'}]","( battery, dead, negative ) ; ( underside, lump, negative )"
Amazing Performance for anything I throw at it .,extract aste triplet :,"[{'aspect': 'Performance', 'opinion': 'Amazing', 'sentiment': 'positive'}]","[{'aspect': 'Performance', 'opinion': 'Amazing', 'sentiment': 'positive'}]","[{'aspect': 'Performance', 'opinion': 'Amazing', 'sentiment': 'positive'}]","[{'aspect': 'Performance', 'opinion': 'Amazing', 'sentiment': 'positive'}]","[{'aspect': 'Performance', 'opinion': 'Amazing', 'sentiment': 'positive'}]","( Performance, Amazing, positive )"
And as for all the fancy finger swipes -- I just gave up and attached a mouse .,extract aste triplet :,"[{'aspect': 'finger swipes', 'opinion': 'fancy', 'sentiment': 'negative'}]","[{'aspect': 'mouse', 'opinion': 'fancy', 'sentiment': 'neutral'}]","[{'aspect': 'mouse', 'opinion': 'fancy', 'sentiment': 'neutral'}]","[{'aspect': 'mouse', 'opinion': 'fancy', 'sentiment': 'neutral'}]","[{'aspect': 'mouse', 'opinion': 'fancy', 'sentiment': 'neutral'}]","( mouse, fancy, neutral )"
"The screen , the software and the smoothness of the operating system .",extract aste triplet :,"[{'aspect': 'operating system', 'opinion': 'smoothness', 'sentiment': 'positive'}]","[{'aspect': 'operating system', 'opinion': 'smooth', 'sentiment': 'positive'}, {'aspect': 'software', 'opinion': 'smooth', 'sentiment': 'positive'}, {'aspect': 'screen', 'opinion': 'smooth', 'sentiment': 'positive'}]","[{'aspect': 'operating system', 'opinion': 'smoothness', 'sentiment': 'positive'}, {'aspect': 'software', 'opinion': 'smoothness', 'sentiment': 'positive'}, {'aspect': 'screen', 'opinion': 'smoothness', 'sentiment': 'positive'}]","[{'aspect': 'operating system', 'opinion': 'smooth', 'sentiment': 'positive'}, {'aspect': 'software', 'opinion': 'smooth', 'sentiment': 'positive'}, {'aspect': 'screen', 'opinion': 'smooth', 'sentiment': 'positive'}]",[],"( screen, smooth, positive ) ; ( software, smooth, positive ) ; ( operating system, smooth, positive )"
The specs are pretty good too .,extract aste triplet :,"[{'aspect': 'specs', 'opinion': 'good', 'sentiment': 'positive'}]","[{'aspect': 'specs', 'opinion': 'good', 'sentiment': 'positive'}]","[{'aspect': 'specs', 'opinion': 'good', 'sentiment': 'positive'}]","[{'aspect': 'specs', 'opinion': 'good', 'sentiment': 'positive'}]","[{'aspect': 'specs', 'opinion': 'good', 'sentiment': 'positive'}]","( specs, good, positive )"
": ) Great product , great price , great delivery , and great service .",extract aste triplet :,"[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'delivery', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'service', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'service', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'delivery', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'service', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'delivery', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'service', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'delivery', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'service', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'delivery', 'opinion': 'great', 'sentiment': 'positive'}]","( price, great, positive ) ; ( delivery, great, positive ) ; ( service, great, positive )"
I only wish this mac had a CD/DVD player built in .,extract aste triplet :,"[{'aspect': 'CD/DVD player', 'opinion': 'wish', 'sentiment': 'neutral'}]","[{'aspect': 'CD/DVD player', 'opinion': 'wish', 'sentiment': 'negative'}]","[{'aspect': 'CD/DVD player', 'opinion': 'wish', 'sentiment': 'negative'}]","[{'aspect': 'CD/DVD player', 'opinion': 'wish', 'sentiment': 'negative'}]","[{'aspect': 'CD/DVD player', 'opinion': 'wish', 'sentiment': 'negative'}]","( CD/DVD player, wish, negative )"
The memory was gone and it was not able to be used .,extract aste triplet :,"[{'aspect': 'memory', 'opinion': 'gone', 'sentiment': 'negative'}, {'aspect': 'memory', 'opinion': 'not able to be used', 'sentiment': 'negative'}]","[{'aspect': 'memory', 'opinion': 'not able', 'sentiment': 'negative'}, {'aspect': 'memory', 'opinion': 'gone', 'sentiment': 'negative'}]","[{'aspect': 'memory', 'opinion': 'not able', 'sentiment': 'negative'}, {'aspect': 'memory', 'opinion': 'gone', 'sentiment': 'negative'}]","[{'aspect': 'memory', 'opinion': 'not able', 'sentiment': 'negative'}, {'aspect': 'memory', 'opinion': 'gone', 'sentiment': 'negative'}]","[{'aspect': 'memory', 'opinion': 'not able', 'sentiment': 'negative'}, {'aspect': 'memory', 'opinion': 'gone', 'sentiment': 'negative'}]","( memory, gone, negative ) ; ( memory, not able, negative )"
"CONS : Price is a bit ridiculous , kinda heavy .",extract aste triplet :,"[{'aspect': 'Price', 'opinion': 'ridiculous', 'sentiment': 'negative'}, {'aspect': 'Price', 'opinion': 'heavy', 'sentiment': 'negative'}]","[{'aspect': 'Price', 'opinion': 'ridiculous', 'sentiment': 'negative'}, {'aspect': 'Price', 'opinion': 'heavy', 'sentiment': 'negative'}]","[{'aspect': 'Price', 'opinion': 'ridiculous', 'sentiment': 'negative'}, {'aspect': 'Price', 'opinion': 'heavy', 'sentiment': 'negative'}]","[{'aspect': 'Price', 'opinion': 'ridiculous', 'sentiment': 'negative'}, {'aspect': 'Price', 'opinion': 'heavy', 'sentiment': 'negative'}]","[{'aspect': 'Price', 'opinion': 'ridiculous', 'sentiment': 'negative'}, {'aspect': 'Price', 'opinion': 'heavy', 'sentiment': 'negative'}]","( Price, ridiculous, negative ) ; ( Price, heavy, negative )"
"One more thing , this mac does NOT come with restore disks and I am not sure if you can make them direct from the mac like you can with newer PC 's , also the charging cables are made of the same cheap material as the iPhone/iPod touch cables .",extract aste triplet :,"[{'aspect': 'material', 'opinion': 'cheap', 'sentiment': 'negative'}]","[{'aspect': 'charging cables', 'opinion': 'cheap', 'sentiment': 'negative'}, {'aspect': 'restore disks', 'opinion': 'NOT come with', 'sentiment': 'negative'}]","[{'aspect': 'charging cables', 'opinion': 'cheap', 'sentiment': 'negative'}, {'aspect': 'restore disks', 'opinion': 'NOT come with', 'sentiment': 'negative'}]","[{'aspect': 'charging cables', 'opinion': 'cheap', 'sentiment': 'negative'}, {'aspect': 'restore disks', 'opinion': 'NOT come with', 'sentiment': 'negative'}]","[{'aspect': 'charging cables', 'opinion': 'cheap', 'sentiment': 'negative'}, {'aspect': 'restore disks', 'opinion': 'NOT come with', 'sentiment': 'negative'}]","( restore disks, NOT come with, negative ) ; ( charging cables, cheap, negative )"
This hardware seems to be better than the iMac in that it is n't $ 1400 and smaller .,extract aste triplet :,"[{'aspect': 'hardware', 'opinion': 'better', 'sentiment': 'positive'}]","[{'aspect': 'hardware', 'opinion': 'better', 'sentiment': 'positive'}, {'aspect': 'hardware', 'opinion': 'smaller', 'sentiment': 'positive'}]","[{'aspect': 'hardware', 'opinion': 'better', 'sentiment': 'positive'}, {'aspect': 'hardware', 'opinion': 'smaller', 'sentiment': 'positive'}]","[{'aspect': 'hardware', 'opinion': 'better', 'sentiment': 'positive'}, {'aspect': 'hardware', 'opinion': 'smaller', 'sentiment': 'positive'}]","[{'aspect': 'hardware', 'opinion': 'better', 'sentiment': 'positive'}, {'aspect': 'hardware', 'opinion': 'smaller', 'sentiment': 'positive'}]","( hardware, better, positive ) ; ( hardware, smaller, positive )"
"Soft touch , anodized aluminum with laser cut precision and no flaws .",extract aste triplet :,"[{'aspect': 'touch', 'opinion': 'Soft', 'sentiment': 'positive'}, {'aspect': 'anodized aluminum', 'opinion': 'precision', 'sentiment': 'positive'}, {'aspect': 'anodized aluminum', 'opinion': 'no flaws', 'sentiment': 'positive'}]","[{'aspect': 'laser cut precision', 'opinion': 'no flaws', 'sentiment': 'positive'}, {'aspect': 'anodized aluminum', 'opinion': 'Soft touch', 'sentiment': 'positive'}]","[{'aspect': 'laser cut precision', 'opinion': 'no flaws', 'sentiment': 'positive'}, {'aspect': 'anodized aluminum', 'opinion': 'Soft touch', 'sentiment': 'positive'}]","[{'aspect': 'laser cut precision', 'opinion': 'no flaws', 'sentiment': 'positive'}, {'aspect': 'anodized aluminum', 'opinion': 'Soft touch', 'sentiment': 'positive'}]","[{'aspect': 'laser cut precision', 'opinion': 'no flaws', 'sentiment': 'positive'}, {'aspect': 'anodized aluminum', 'opinion': 'Soft touch', 'sentiment': 'positive'}]","( anodized aluminum, Soft touch, positive ) ; ( laser cut precision, no flaws, positive )"
It 's light and easy to transport .,extract aste triplet :,"[{'aspect': 'transport', 'opinion': 'light', 'sentiment': 'positive'}, {'aspect': 'transport', 'opinion': 'easy', 'sentiment': 'positive'}]","[{'aspect': 'transport', 'opinion': 'easy', 'sentiment': 'positive'}]","[{'aspect': 'transport', 'opinion': 'easy', 'sentiment': 'positive'}]","[{'aspect': 'transport', 'opinion': 'easy', 'sentiment': 'positive'}]","[{'aspect': 'transport', 'opinion': 'easy', 'sentiment': 'positive'}]","( transport, easy, positive )"
Thanks for the fast shipment and great price .,extract aste triplet :,"[{'aspect': 'shipment', 'opinion': 'fast', 'sentiment': 'positive'}, {'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'shipment', 'opinion': 'fast', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'shipment', 'opinion': 'fast', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'shipment', 'opinion': 'fast', 'sentiment': 'positive'}]","[{'aspect': 'price', 'opinion': 'great', 'sentiment': 'positive'}, {'aspect': 'shipment', 'opinion': 'fast', 'sentiment': 'positive'}]","( shipment, fast, positive ) ; ( price, great, positive )"
But I do NOT like Win8 .,extract aste triplet :,"[{'aspect': 'Win8', 'opinion': 'NOT like', 'sentiment': 'negative'}]","[{'aspect': 'Win8', 'opinion': 'NOT like', 'sentiment': 'negative'}]","[{'aspect': 'Win8', 'opinion': 'NOT like', 'sentiment': 'negative'}]","[{'aspect': 'Win8', 'opinion': 'NOT like', 'sentiment': 'negative'}]","[{'aspect': 'Win8', 'opinion': 'NOT like', 'sentiment': 'negative'}]","( Win8, NOT like, negative )"
It 's so quick and responsive that it makes working / surfing on a computer so much more pleasurable !,extract aste triplet :,"[{'aspect': 'working', 'opinion': 'pleasurable', 'sentiment': 'positive'}, {'aspect': 'surfing', 'opinion': 'pleasurable', 'sentiment': 'positive'}]","[{'aspect': 'working', 'opinion': 'quick', 'sentiment': 'positive'}, {'aspect': 'surfing', 'opinion': 'pleasurable', 'sentiment': 'positive'}]","[{'aspect': 'working', 'opinion': 'quick', 'sentiment': 'positive'}, {'aspect': 'surfing', 'opinion': 'pleasurable', 'sentiment': 'positive'}]","[{'aspect': 'working', 'opinion': 'quick', 'sentiment': 'positive'}, {'aspect': 'surfing', 'opinion': 'pleasurable', 'sentiment': 'positive'}]","[{'aspect': 'working', 'opinion': 'quick', 'sentiment': 'positive'}, {'aspect': 'surfing', 'opinion': 'pleasurable', 'sentiment': 'positive'}]","( surfing, pleasurable, positive ) ; ( working, quick, positive )"
No HDMI port .,extract aste triplet :,"[{'aspect': 'HDMI port', 'opinion': 'No', 'sentiment': 'neutral'}]","[{'aspect': 'HDMI port', 'opinion': 'No', 'sentiment': 'negative'}]","[{'aspect': 'HDMI port', 'opinion': 'No', 'sentiment': 'negative'}]","[{'aspect': 'HDMI port', 'opinion': 'No', 'sentiment': 'negative'}]","[{'aspect': 'HDMI port', 'opinion': 'No', 'sentiment': 'negative'}]","( HDMI port, No, negative )"
The aluminum body sure makes it stand out .,extract aste triplet :,"[{'aspect': 'aluminum body', 'opinion': 'stand out', 'sentiment': 'positive'}]","[{'aspect': 'aluminum body', 'opinion': 'stand out', 'sentiment': 'positive'}]","[{'aspect': 'aluminum body', 'opinion': 'stand out', 'sentiment': 'positive'}]","[{'aspect': 'aluminum body', 'opinion': 'stand out', 'sentiment': 'positive'}]","[{'aspect': 'aluminum body', 'opinion': 'stand out', 'sentiment': 'positive'}]","( aluminum body, stand out, positive )"
I found the mini to be : Exceptionally easy to set up,extract aste triplet :,"[{'aspect': 'set up', 'opinion': 'easy', 'sentiment': 'positive'}]","[{'aspect': 'set up', 'opinion': 'easy', 'sentiment': 'positive'}]","[{'aspect': 'set up', 'opinion': 'easy', 'sentiment': 'positive'}]","[{'aspect': 'set up', 'opinion': 'easy', 'sentiment': 'positive'}]","[{'aspect': 'set up', 'opinion': 'easy', 'sentiment': 'positive'}]","( set up, easy, positive )"
With the needs of a professional photographer I generally need to keep up with the best specs .,extract aste triplet :,"[{'aspect': 'specs', 'opinion': 'best', 'sentiment': 'neutral'}]","[{'aspect': 'specs', 'opinion': 'best', 'sentiment': 'neutral'}]","[{'aspect': 'specs', 'opinion': 'best', 'sentiment': 'neutral'}]","[{'aspect': 'specs', 'opinion': 'best', 'sentiment': 'neutral'}]","[{'aspect': 'specs', 'opinion': 'best', 'sentiment': 'neutral'}]","( specs, best, neutral )"
"It was also suffering from hardware ( keyboard ) issues , relatively slow performance and shortening battery lifetime .",extract aste triplet :,"[{'aspect': 'performance', 'opinion': 'slow', 'sentiment': 'negative'}, {'aspect': 'battery lifetime', 'opinion': 'shortening', 'sentiment': 'negative'}, {'aspect': 'hardware ( keyboard )', 'opinion': 'suffering', 'sentiment': 'negative'}, {'aspect': 'hardware ( keyboard )', 'opinion': 'issues', 'sentiment': 'negative'}]","[{'aspect': 'performance', 'opinion': 'slow', 'sentiment': 'negative'}, {'aspect': 'battery lifetime', 'opinion': 'shortening', 'sentiment': 'negative'}, {'aspect': 'hardware', 'opinion': 'suffering', 'sentiment': 'negative'}, {'aspect': 'keyboard', 'opinion': 'issues', 'sentiment': 'negative'}]","[{'aspect': 'performance', 'opinion': 'slow', 'sentiment': 'negative'}, {'aspect': 'battery lifetime', 'opinion': 'shortening', 'sentiment': 'negative'}, {'aspect': 'hardware', 'opinion': 'suffering', 'sentiment': 'negative'}, {'aspect': 'keyboard', 'opinion': 'issues', 'sentiment': 'negative'}]","[{'aspect': 'performance', 'opinion': 'slow', 'sentiment': 'negative'}, {'aspect': 'battery lifetime', 'opinion': 'shortening', 'sentiment': 'negative'}, {'aspect': 'hardware', 'opinion': 'suffering', 'sentiment': 'negative'}, {'aspect': 'keyboard', 'opinion': 'issues', 'sentiment': 'negative'}]","[{'aspect': 'performance', 'opinion': 'slow', 'sentiment': 'negative'}, {'aspect': 'battery lifetime', 'opinion': 'shortening', 'sentiment': 'negative'}, {'aspect': 'hardware', 'opinion': 'suffering', 'sentiment': 'negative'}, {'aspect': 'keyboard', 'opinion': 'issues', 'sentiment': 'negative'}]","( hardware, suffering, negative ) ; ( keyboard, issues, negative ) ; ( performance, slow, negative ) ; ( battery lifetime, shortening, negative )"
I was amazed at how fast the delivery was .,extract aste triplet :,"[{'aspect': 'delivery', 'opinion': 'amazed', 'sentiment': 'positive'}, {'aspect': 'delivery', 'opinion': 'fast', 'sentiment': 'positive'}]","[{'aspect': 'delivery', 'opinion': 'amazed', 'sentiment': 'positive'}, {'aspect': 'delivery', 'opinion': 'fast', 'sentiment': 'positive'}]","[{'aspect': 'delivery', 'opinion': 'amazed', 'sentiment': 'positive'}, {'aspect': 'delivery', 'opinion': 'fast', 'sentiment': 'positive'}]","[{'aspect': 'delivery', 'opinion': 'amazed', 'sentiment': 'positive'}, {'aspect': 'delivery', 'opinion': 'fast', 'sentiment': 'positive'}]","[{'aspect': 'delivery', 'opinion': 'amazed', 'sentiment': 'positive'}, {'aspect': 'delivery', 'opinion': 'fast', 'sentiment': 'positive'}]","( delivery, amazed, positive ) ; ( delivery, fast, positive )"
"I just bought the new MacBook Pro , the 13 '' model , and I ca n't believe Apple keeps making the same mistake with regard to USB ports .",extract aste triplet :,"[{'aspect': 'USB ports', 'opinion': 'mistake', 'sentiment': 'negative'}]","[{'aspect': 'USB ports', 'opinion': 'mistake', 'sentiment': 'negative'}]","[{'aspect': 'USB ports', 'opinion': 'mistake', 'sentiment': 'negative'}]","[{'aspect': 'USB ports', 'opinion': 'mistake', 'sentiment': 'negative'}]","[{'aspect': 'USB ports', 'opinion': 'mistake', 'sentiment': 'negative'}]","( USB ports, mistake, negative )"
Premium price for the OS more than anything else .,extract aste triplet :,"[{'aspect': 'price', 'opinion': 'Premium', 'sentiment': 'positive'}, {'aspect': 'OS', 'opinion': 'Premium', 'sentiment': 'neutral'}]","[{'aspect': 'Premium price', 'opinion': 'more', 'sentiment': 'positive'}, {'aspect': 'OS', 'opinion': 'more', 'sentiment': 'positive'}]","[{'aspect': 'Premium price', 'opinion': 'more', 'sentiment': 'positive'}, {'aspect': 'OS', 'opinion': 'more', 'sentiment': 'positive'}]","[{'aspect': 'Premium price', 'opinion': 'more', 'sentiment': 'positive'}, {'aspect': 'OS', 'opinion': 'more', 'sentiment': 'positive'}]","[{'aspect': 'Premium price', 'opinion': 'more', 'sentiment': 'positive'}, {'aspect': 'OS', 'opinion': 'more', 'sentiment': 'positive'}]","( Premium price, more, positive ) ; ( OS, more, positive )"
It is really thick around the battery .,extract aste triplet :,"[{'aspect': 'battery', 'opinion': 'thick', 'sentiment': 'neutral'}]","[{'aspect': 'battery', 'opinion': 'thick', 'sentiment': 'negative'}]","[{'aspect': 'battery', 'opinion': 'thick', 'sentiment': 'negative'}]","[{'aspect': 'battery', 'opinion': 'thick', 'sentiment': 'negative'}]","[{'aspect': 'battery', 'opinion': 'thick', 'sentiment': 'negative'}]","( battery, thick, negative )"
It 's fast at loading the internet .,extract aste triplet :,"[{'aspect': 'loading the internet', 'opinion': 'fast', 'sentiment': 'positive'}]","[{'aspect': 'loading the internet', 'opinion': 'fast', 'sentiment': 'positive'}]","[{'aspect': 'loading the internet', 'opinion': 'fast', 'sentiment': 'positive'}]","[{'aspect': 'loading the internet', 'opinion': 'fast', 'sentiment': 'positive'}]","[{'aspect': 'loading the internet', 'opinion': 'fast', 'sentiment': 'positive'}]","( loading the internet, fast, positive )"
"Performance is much much better on the Pro , especially if you install an SSD on it .",extract aste triplet :,"[{'aspect': 'Performance', 'opinion': 'better', 'sentiment': 'positive'}, {'aspect': 'SSD', 'opinion': 'better', 'sentiment': 'positive'}]","[{'aspect': 'Performance', 'opinion': 'better', 'sentiment': 'positive'}]","[{'aspect': 'Performance', 'opinion': 'better', 'sentiment': 'positive'}]","[{'aspect': 'Performance', 'opinion': 'better', 'sentiment': 'positive'}]","[{'aspect': 'Performance', 'opinion': 'better', 'sentiment': 'positive'}]","( Performance, better, positive )"
It 's been a couple weeks since the purchase and I 'm struggle with finding the correct keys ( but that was expected ) .,extract aste triplet :,"[{'aspect': 'keys', 'opinion': 'struggle', 'sentiment': 'neutral'}]","[{'aspect': 'keys', 'opinion': 'struggle', 'sentiment': 'negative'}]","[{'aspect': 'keys', 'opinion': 'struggle', 'sentiment': 'negative'}]","[{'aspect': 'keys', 'opinion': 'struggle', 'sentiment': 'negative'}]","[{'aspect': 'keys', 'opinion': 'struggle', 'sentiment': 'negative'}]","( keys, struggle, negative )"
