input,output
"Prediksi nilai sentimen dari teks berikut | Gue juga bingung loh, pendukung tokoh itu hampir semuanya setipe bisanya cuma maki-maki, fitnah, kata-kata kasar, menyebar isu bohong, mengutamakan emosi, akal sehat tidak pernah dipakai.",negative
"Prediksi nilai sentimen dari teks berikut | Rumah makan nusa indah sekarang mengecewakan ah. Kotor, orang didiamkan saja merokok di ruangan ber ac, makanan lama datangnya.",negative
Prediksi nilai sentimen dari teks berikut | Nadia mencari kemeja untuk adiknya di uniqlo,neutral
"Prediksi nilai sentimen dari teks berikut | 101 dalmatians: The series adalah sebuah seri animasi televisi yang diproduksi oleh disney television animation, bekerja sama dengan jumbo pictures.",neutral
Prediksi nilai sentimen dari teks berikut | Kantor penghubung korsel - korut dibuka pekan ini,neutral
Prediksi nilai sentimen dari teks berikut | Berbagi berkah bersama sinde! Dapatkan 50 paket umroh setiap pembelian minimal rp 15.000 di alfamart.,neutral
"Prediksi nilai sentimen dari teks berikut | Beli kaos, topi atau jam tangan di lapak monoton roomstore bisa diego khusus pakai aplikasi di hape boskuh.",neutral
"Prediksi nilai sentimen dari teks berikut | Aplikasi google maps sangat bermanfaat, saya puas menggunakannya!",positive
"Prediksi nilai sentimen dari teks berikut | Untuk malam minggu di sana pasangan diberi tempat yang tidak nyaman, karena saat orang lewat di sana tempat kami goyang-goyang, lebih tepatnya mirip seperti warung pinggir jalan. Tidak sesuai dengan harga makanan yang disajikan, seharusnya pasangan juga diberi tempat yang bagus bukan sembarang terima tamu dan taruh di tempat seperti itu.",negative
Prediksi nilai sentimen dari teks berikut | Menu makanan cukup bervariasi dan bikin mau dipesan semuanya. Murah? Pastinya!,positive
Prediksi nilai sentimen dari teks berikut | Bagikan sebanyak-banyaknya. Biar ini orang diproses. Kangen melihat video minta maaf sambil nangis-nangis lalu ngadu ke emak lalu bilang kalau perlakuan itu tidak sengaja.,negative
"Prediksi nilai sentimen dari teks berikut | Soto kudus ini adanya di kaki lima, pertama kali mau makan agak ragu juga sih. Karena ingin tahu rasa kudus ya dicoba dulu. Ee ternyata enak juga lho, dan ada juga pilhan untuk mencampurnya, pokoknya enak sekali deh. Harganya murah meriah deh.",positive
Prediksi nilai sentimen dari teks berikut | Olahraga di malam hari dapat menjadi pilihan untuk mengisi waktu luang.,neutral
Prediksi nilai sentimen dari teks berikut | Restoran seafood. Menu spesialnyanya kepiting yang dimakan dengan kulitnya. Untuk saya kurang enak. Kulitnya masih agak keras. Pelayanannya biasa-biasa saja.,negative
"Prediksi nilai sentimen dari teks berikut | Enak lumayan, tapi harganya mahal karena porsinya sedikit kecil. Ada pilihan infused kangen water yang cukup untuk 4 orang",positive
"Prediksi nilai sentimen dari teks berikut | Untuk daerah banda aceh dan sekitarnya masih lancar, tidak ada gangguan sama sekali.",neutral
Prediksi nilai sentimen dari teks berikut | Emosi dengan gojek yang selalu nyasar kalau mau ke rumah saya.,negative
"Prediksi nilai sentimen dari teks berikut | Kafe yang nyaman, enak dan murah dengan desain kafe yang unik dan bikin betah. Makanan enak dan kopi enak serta fasilitas wifi yang cepat dan tv kabel",positive
"Prediksi nilai sentimen dari teks berikut | Sudah sebulan lebih tidak makan indomie, sekalinya makan langsung bikin dua porsi indomie goreng jumbo.",neutral
"Prediksi nilai sentimen dari teks berikut | Makan kaki kambing paha yang empuk dan lumayam besar untuk ukuran medium, pas untuk satu orang, makan tanpa nasi, dengan es lemon tea. Segar kekurangannya hanya tempatnya berasap, wajar kan namanyan jg kambing bakar hehehe",positive
"Prediksi nilai sentimen dari teks berikut | Tempatnya cukup unik, rasa makanan standar, menu yang ditawarkan juga biasa, hanya saja yang menarik tempat dan keunikannya, cara memanggil pelayannya dengan memukul kentongan,. Aku pas ke sana pada malam hari, ditambah hujan, udaranya cukup dingin menusuk tulang, sempat menunggu kira-kira 15 menit untuk bisa dapat tempat, karena penuh blok pada saat itu. Disarankan kalau mau ke sana sore-sore.",neutral
"Prediksi nilai sentimen dari teks berikut | Dalam pilkada 2018, polri diminta meningkatkan pengamanan di sekitar tps.",neutral
"Prediksi nilai sentimen dari teks berikut | Tidak bosan apa film indonesia yang main dia terus, bukan bilang dia tidak bagus, tetapi kalau pemain itu itu melulu jenuh juga melihatnya.",negative
Prediksi nilai sentimen dari teks berikut | Kemarin Dian membeli celana baru lewat aplikasi Lazada,neutral
"Prediksi nilai sentimen dari teks berikut | Kami dalam perjalanan ke lembang dalam keadaan lapar. Saat melihat saung pengkolan ini kami langsung berhenti untuk makan. Kami memilih lesehan di lantai 2 sehingga mendapatkan pemandangan yang indah. Pesanan kami adalah cumi goreng tepung, gurame goreng crispy, tumis genjer dan dua menu tahu yang saya lupa namanya. Secara keseluruhan tidak ada yang istimewa dari hidangan tersebut. Mungkin pilihan saya. Lanjutan",positive
Prediksi nilai sentimen dari teks berikut | Dapat bonus tcash 12.500 tapi tidak bisa dipakai buat beli pulsa yang seharga 10 ribu h aneh,negative
"Prediksi nilai sentimen dari teks berikut | Saat pertama ke sana, meja-meja mulai usang dan juga menu makanan yang tidak begitu bervariatif. Namun harganya tidak bisa dibilang murah, karena seharusnya dengan harga-harga segitu bisa dapat yang lebih baik. Terutama saat saya ke toilet, sangat kotor dan berbau tidak sedap:",negative
"Prediksi nilai sentimen dari teks berikut | Minuman apa sih kok cara minumnya aneh, rasanya aneh juga lagi",negative
"Prediksi nilai sentimen dari teks berikut | Tanggal 12 february adalah ulang tahun pacar saya, dan saya mengajak dia untuk makan di sebuah restaurant yang terkenal di surabaya. Saya ingin memberi kado ulang tahun dengan makan yang enak di sana. Tapi. Saat itu saya datang kira kira jam setengah 3. Tempat penuh sehingga kami harus menunggu. Daftar tunggu pada saat itu sekitar 4 meja.",neutral
"Prediksi nilai sentimen dari teks berikut | Tidak suka melihat anak sma sekarang, kalau pakai jilbab rambutnya pada disengajakan keluar, maksudnya apa?",negative
Prediksi nilai sentimen dari teks berikut | Calon-calon pemimpin negeri ini cukup kuat mempersiapkan strategi untuk kemenangannya.,neutral
Prediksi nilai sentimen dari teks berikut | Adik saya sedang menonton harry potter di trans tv,neutral
"Prediksi nilai sentimen dari teks berikut | Salah satu restoran favorit saya di bandung. Lokasinya terpencil, tetapi masih terjangkau. Menu makanannya enak, sunda sekali. Pemandangannya indah, suasananya memang membuat mata dan lidah semua terpuaskan. Selesai makan sampai kenyang, jadi ingin tidur di saungnya.",positive
Prediksi nilai sentimen dari teks berikut | Mana taring kpk? Kasus ecek-ecek puluhan juta kamu tangkap sampai ke lubang semut sekalipun! Waraskah anda kpk?,negative
"Prediksi nilai sentimen dari teks berikut | Menu di tempat ini sebetulnya sederhana banget tapi pemiliknya kreatif. Sajian mie, roti dan makanan penutupnya di mix sama berbagai pilihan. Tempatnya asik buat berkumpul dengan teman-teman. Untuk harganya tidak terlalu mahal sesuai sama rasanya.",positive
"Prediksi nilai sentimen dari teks berikut | Restoran dengan metode penyajian berbeda. Piring tempat makan diganti dengan lembaran daun pisang. Menu makanan khas sunda dengan citarasa yang enak. Dari segi harga cukup bersahabat, tempat makan luas dan banyak pilihan meja, parkir cukup luas.",positive
"Prediksi nilai sentimen dari teks berikut | Restoran alas daun menyajikan menu khas sunda yang tidak jauh berbeda dengan restoran khas sunda lainnya, tapi yang membuatnya berbeda adalah tanpa piring, dan hanya diberi daun pisang yang diletakkan di meja sebagai pengganti piring. Jadi mirip orang di india yang makan beralaskan daun pisang.",positive
Prediksi nilai sentimen dari teks berikut | Rasa sotonya menurut saya pedas tapi gurih. Minum sirup markisa yang segar sama es lilinnya yang enak.,positive
"Prediksi nilai sentimen dari teks berikut | Saya mengunjungi restoran ini untuk makan malam bersama teman. Saya memesan steak ayam yang sebenarnya saya lupa namanaya. Rasanya sangat biasa saja, hambar. Ayamnya tebal dan terasa keras dan kering sekali. Tidak ada yang istimewa.",negative
Prediksi nilai sentimen dari teks berikut | Kita kan saling membenci satu sama lain sejak 4 tahun yang lalu.,negative
Prediksi nilai sentimen dari teks berikut | Ayah biasanya memakai semir sepatu kiwi,neutral
Prediksi nilai sentimen dari teks berikut | Richeese factory adalah restaurat waralaba yang menyajikan ayam dengan rasa pedas dengan berbagai level. Sangat cocok untuk anda pecinta rasa pedas.,positive
"Prediksi nilai sentimen dari teks berikut | Saat rapat di hotel sensa, saya memesan batagor riri menggunakan aplikasi gofood / gojek. Pesanan tiba dalam waktu tidak lama karena ternyata paket batagor dan siomay sudah di-pack dalam plastik vakum. Harga yang tertera dalam aplikasi gojek / gojek belum termasuk pajak sebesar 10%.",positive
Prediksi nilai sentimen dari teks berikut | Saya mengunjungi restoran ini bukan saat jam makan siang. Tapi restorannya cukup ramai dan untungnya kami bisa cepat dapat duduk. Begitu duduk makanan dan minuman langsung dihidangkan. Sambal hijaunya kurang terasa pedas buat kami. Makanan enak cukup puas makan di sini.,positive
"Prediksi nilai sentimen dari teks berikut | Suka cemburu melihat doi bercanda sama cewek, tetapi kita bukan siapa-siapanya",negative
Prediksi nilai sentimen dari teks berikut | Terakhir saya makan pesan via delivery order. Anak saya sangat suka perkedel isi daging -nya. Restoran zaman dahulu yang sangat terkenal. Harga yang cukup terjangkau kantong dan rasa masakan yang cukup enak.,positive
Prediksi nilai sentimen dari teks berikut | Parkiran susah bener sampai berputar 3x. Saran: Parkir di dekat hotel saja terus jalan kaki. Restoran di area perumahan.,negative
"Prediksi nilai sentimen dari teks berikut | Suka heran sama telkomsel, kuotanya banyak kok tapi cepat banget abisnya, padahal tidak banyak buka aplikasi berat. Mencurigakan",negative
Prediksi nilai sentimen dari teks berikut | Anak sekarang baru gede sudah berani mencuri,negative
"Prediksi nilai sentimen dari teks berikut | Berkesempatan menikmati santap pagi karena sedang menginap di hotel ini. Sebagai pengunjung baru seperti saya dan mungkin yang lainnya barangkali akan antusias terhadap suasana santap pagi yang diwarnai dengan pemandangan dari sisi timur, karena dari sisi tersebut terdapat keindahan bangunan hotel berikut kolam renangnya. Selain itu juga terdapat barisan bukit dan pegunungan akan menambah keinginan untuk berfoto ria.",positive
"Prediksi nilai sentimen dari teks berikut | Telekomunikasi bukan hanya untuk kota besar, tapi juga sampai ke daerah pelosok dan perbatasan negara cc: Telkomsel",neutral
Prediksi nilai sentimen dari teks berikut | Sebaiknya jam tidur minimal lima jam.,neutral
"Prediksi nilai sentimen dari teks berikut | Saya bersama rekan kerja sengaja mencoba makan siang di sini, untuk tempat terbilang cukup nyaman jika di lantai atas. Rasa ayam bakar di sini sangat saya rekomendasikan bersama sambal mangga.",positive
Prediksi nilai sentimen dari teks berikut | Saya kecewa dengan pelayanannya. Barusan saya pesan grabfood pesanan tidak diantar tapi sudah diselesaikan. Mohon untuk selektif memilih pekerja.,negative
"Prediksi nilai sentimen dari teks berikut | Telah hilang handphone xiaomi redmi note 5 warna gold 64 / 4 di daerah duri selatan, jembatan lima, tambora, jakarta barat.",neutral
Prediksi nilai sentimen dari teks berikut | Saya tidak kecewa dengan produk apple,positive
"Prediksi nilai sentimen dari teks berikut | Youtube semakin hari semakin banyak iklannya, menyebalkan!",negative
"Prediksi nilai sentimen dari teks berikut | Itu indomie sama mangkoknya sudah berkeliaran, terpisah pula isi sama wadahnya.",neutral
Prediksi nilai sentimen dari teks berikut | Kami ke kafe ini untuk makan serabi. Serabinya bagi kami terlalu tebal di bagian tengah. Banyak sekali pilihan topping serabi sampai pusing memilihnya. Ternyata harganya lebih mahal dari warung setiabudi. Kecewa.,negative
"Prediksi nilai sentimen dari teks berikut | Steak murah, cocok untuk yang budgetnya kecil tapi ingin makanan murah dan kenyang, selain steak juga makanan lainnya enak dan murah. Suasananya lumayan ramai, biasanya banyak keluarga atau anak sekolahan.",positive
"Prediksi nilai sentimen dari teks berikut | Pertemuan antara pihak bank bri, bpbat sungai gelam - jambi, dan pokdakan yang ada di desa pudak. Untuk mendiskusikan bentuk penyaluran dana csr dari bank bri",neutral
"Prediksi nilai sentimen dari teks berikut | Tempat ini sangat menarik, pemandangan bagus, ada arena bermain di luar untuk sekeluarga. Sangat disarankan untuk keluarga dengan anak kecil. Makanan halal dan menu bervariasi.",positive
"Prediksi nilai sentimen dari teks berikut | Hotel mau  check-in aja ribet. Menunggu karena membersihkan kamar lama banget, kecewa dah. Ini pertama kalinya gue ke sana. Terus langsung dikasih first impression yang tidak bagus.",negative
"Prediksi nilai sentimen dari teks berikut | Karena kartu oktrip saat ini adalah dari bni, maka isi ulang bisa dilakukan di mitra-mitra yang bekerjasama dengan bni.",neutral
Prediksi nilai sentimen dari teks berikut | Secara keseluruhannya sih bagus. Karyawanya juga ramah ramah. Dan pemandangannya bagus. Tapi makanannya terlalu mahal. Mahal banget malah. Dompet harus tebal.,negative
"Prediksi nilai sentimen dari teks berikut | Makan bersama keluarga akan lebih menyenangkan dengan semua fasilitas yang ada. Lokasi yang bagus, makanan yang cukup enak dengan beragam pilihan. Dan pemandangan serta suasana jadi andalan",positive
"Prediksi nilai sentimen dari teks berikut | Nasi goreng mafia yang terletak di jalan setiabudi kami pilih karena ingin mencari makanan yang cepat. Ditambah merupakan salah satu kuliner yang wajib dikunjungi di bandung. Saya memilih nasi goreng yang favorit di sini yaitu nasi goreng bandit hingga tingkat kepedasan di level 3. Makanan yang disajikan cukup cepat, namun sayangnya nasi goreng yang saya pesan nasinya keras, bumbu rempahnya tertutupi.",positive
Prediksi nilai sentimen dari teks berikut | Ini adalah sop stengkel terenak di aceh tamiang.,positive
Prediksi nilai sentimen dari teks berikut | Untuk kakak admin tolong doooooonk balas pesan langsung saya,neutral
"Prediksi nilai sentimen dari teks berikut | Pemandangan yang utama di sky lounge grandia ini memang dapat melepas penat anda. Bahkan bisa jadi, para pelancong mencari area ini terlebih dahulu, dibandingkan beristirahat di kamar.",positive
"Prediksi nilai sentimen dari teks berikut | Kami mengunjungi tempat ini karena lokasinya yang berdekatan dengan tempat kami menginap. Kami memesan nasi bakar dan pasta. Nasi bakarnya enak, banyak pilihan, dan tidak pedas, bisa untuk anak-anak. Sedang pasta hanya ada satu macam, namun rasanya pun enak. Harga makanan pun tidak mahal dan terjangkau untuk makanan di bawah 30 ribu. Di tempat ini juga gratis wifi.",positive
"Prediksi nilai sentimen dari teks berikut | Untuk mendapatkan pemandangan yang bagus dengan cahaya lampu warna-warni, sebaiknya berkunjung pada malam hari. Karena memiliki latar belakang pemandangan jembatan Pasupati yang merupakan simbol kota.",positive
"Prediksi nilai sentimen dari teks berikut | Saya datang ke resto sapulidi ini karena rekomendasi dari internet yang pernah saya baca bahwa pemandangan yang sangat bagus dan tempat makan tepat di sawah yang membuat saya tertarik untuk datang ke tempat ini. Namun ketika saya sampai semua hal berubah menjadi buruk, mulai dari tempat parkir yang bisa dikatakan tersedia, jalan akses rusak dan kecilnya tempat akses.",negative
"Prediksi nilai sentimen dari teks berikut | Karena lapar, saya pesan indomie.",neutral
"Prediksi nilai sentimen dari teks berikut | Sate kambing dan gulai kambingnya maknyus, penyajian makanannya juga sangat cepat. Tempatnya cukup bersih",positive
"Prediksi nilai sentimen dari teks berikut | Sup guramenya enak, pelayanan cepat, ramah. Restoran bersih. Karena porsi nasi sangat sedikit, buat yang doyan makan pasti menambah.",positive
"Prediksi nilai sentimen dari teks berikut | Restorannya ada pemandangan air terjunnya, tempat makan berupa saung. Saungnya ada banyak dari bawah naik hingga ke atas, semakin ke atas semakin terlihat pemandangan air terjunnya.",positive
"Prediksi nilai sentimen dari teks berikut | Pelayannya ramah. Bikin selalu ingin datang kembali. Kebetulan juga sering menginap di sini, hotelnya bersih dan pemandangan dari kamar hotel bagus.",positive
"Prediksi nilai sentimen dari teks berikut | Makan malam bersama seluruh keluarga di hari ulang tahun suami menjadi sangat berkesan dengan suasana yang menawan di hotel. Pelayanan yang sangat ramah dari mas tian. Tidak perlu menunggu lama, makanan dan minuman yang dipesan.",positive
"Prediksi nilai sentimen dari teks berikut | Bakar terus pak, cabik-cabik saja persatuan dan kesatuan Indonesia dengan retorika mu.",negative
"Prediksi nilai sentimen dari teks berikut | Terletak di tepi bukit, tempatnya luas, menyenangkan dan nyaman. Memiliki pemandangan yang memanjakan mata, seperti gunung, perkebunan, dan kota bandung jika dilihat dari atas. Pegawainya cekatan dan ramah. Menu makanan di dominasi oleh menu steak walaupun ada juga menu nasi goreng, gurame, dll. Restoran yang direkomendasikan untuk dikunjungi ketika datang ke bandung.",positive
Prediksi nilai sentimen dari teks berikut | Bca sedang mengadakan acara ulang tahun dan mengundang seluruh karyawannya untuk mengikuti acara tersebut.,neutral
"Prediksi nilai sentimen dari teks berikut | Sejak buka cendana bistro saya sudah coba makanan, untuk saya kurang cocok, makanannya biasa-biasa tidak ada yang spesial.",negative
Prediksi nilai sentimen dari teks berikut | Minimal biaya transaksi bulan 11 yang harusnya direfund bulan 12 kemarin tidak masuk ke rekening saya nih.,negative
"Prediksi nilai sentimen dari teks berikut | Setelah kalap belanja, kami memutuskan untuk makan di warung tenda pinggir jalan. Dalam perjalanan pulang ke hotel, kita lewat jalan kecil untuk menghindari macet, dan bertemu warteg ini. Pas datang ramai banget! Kita mesti antre sebentar. Kami pesan nasi uduk, ayam bakar madu, usus, kol goreng. Rasanya enak! Ayam bakar madunya parah bikin ketagihan banget!",positive
Prediksi nilai sentimen dari teks berikut | Pemberitaanya yang tidak berkualitas dan sangat tidak mendidik. Penuh kepentingan dan pencitraan,negative
Prediksi nilai sentimen dari teks berikut | Penjual lambat menanggapi. Ada kendala lama diurus. Sampai sekarang barang belum diganti,negative
Prediksi nilai sentimen dari teks berikut | Jangan lewatkan diskon langsung hingga Rp 10 juta di sini!,neutral
Prediksi nilai sentimen dari teks berikut | Pt kami dan 12 bank sudah menandatangani pembiayaan lrt jabodebek,neutral
"Prediksi nilai sentimen dari teks berikut | Baru tahu tentang tempat ini dari teman, waktu kami datang pengunjungnya tidak terlalu banyak, jadi kami memilih untuk duduk di lantai dua sambil menikmati pemandangan di luar. Malam itu sedang ada pertunjukan musik, saya kurang tahu apakah pertunjukan musik ini ada tiap hari atau tidak.",neutral
Prediksi nilai sentimen dari teks berikut | Saya ingin beli 20 tiket untuk laga persebaya vs arema besok.,neutral
"Prediksi nilai sentimen dari teks berikut | Makanan sudah oke, namun untuk penataan tempat duduk kurang, terlihat terlalu ramai sehingga tidak nyaman, harga lumayan dengan kualitas yang kurang.",negative
"Prediksi nilai sentimen dari teks berikut | Saya senang berlama-lama di sini, karena suasananya enak, pencahayaannya bagus, ada pilihan bisa di luar ruangan atau di dalam. Makanannya lumayan.",positive
Prediksi nilai sentimen dari teks berikut | Semua yang diomongin sama pak rocky itu tidak berdasar. Heran ya kok bisa jadi professor.,negative
