text,prompt,target,raw_prediction,editdistance_prediction,cut_predictions,remove_predictions,string_preds
– This place is unbelievably over-rated .,extract opinion :,[{'opinion': 'over-rated'}],[{'opinion': 'over-rated'}],[{'opinion': 'over-rated'}],[{'opinion': 'over-rated'}],[{'opinion': 'over-rated'}],( over-rated )
The service is really attentive and charming .,extract aope duplet :,"[{'aspect': 'service', 'opinion': 'attentive'}, {'aspect': 'service', 'opinion': 'charming'}]","[{'aspect': 'service', 'opinion': 'attentive'}, {'aspect': 'service', 'opinion': 'charming'}]","[{'aspect': 'service', 'opinion': 'attentive'}, {'aspect': 'service', 'opinion': 'charming'}]","[{'aspect': 'service', 'opinion': 'attentive'}, {'aspect': 'service', 'opinion': 'charming'}]","[{'aspect': 'service', 'opinion': 'attentive'}, {'aspect': 'service', 'opinion': 'charming'}]","( service, attentive ) ; ( service, charming )"
The food was all good but it was way too mild .,extract uabsa duplet :,"[{'aspect': 'food', 'sentiment': 'negative'}]","[{'aspect': 'food', 'sentiment': 'negative'}]","[{'aspect': 'food', 'sentiment': 'negative'}]","[{'aspect': 'food', 'sentiment': 'negative'}]","[{'aspect': 'food', 'sentiment': 'negative'}]","( food, negative )"
"We were seated right away , the table was private and nice .",extract aope duplet :,"[{'aspect': 'table', 'opinion': 'private'}, {'aspect': 'table', 'opinion': 'nice'}]","[{'aspect': 'table', 'opinion': 'nice'}, {'aspect': 'table', 'opinion': 'private'}]","[{'aspect': 'table', 'opinion': 'nice'}, {'aspect': 'table', 'opinion': 'private'}]","[{'aspect': 'table', 'opinion': 'nice'}, {'aspect': 'table', 'opinion': 'private'}]","[{'aspect': 'table', 'opinion': 'nice'}, {'aspect': 'table', 'opinion': 'private'}]","( table, private ) ; ( table, nice )"
Maybe it is good for that one night once in a blue moon when the chefs decide to use fish that 's half-way decent .,extract aope duplet :,"[{'aspect': 'fish', 'opinion': 'decent'}]","[{'aspect': 'fish', 'opinion': 'decent'}]","[{'aspect': 'fish', 'opinion': 'decent'}]","[{'aspect': 'fish', 'opinion': 'decent'}]","[{'aspect': 'fish', 'opinion': 'decent'}]","( fish, decent )"
"The service was excellent , the coffee was good even by starbucks standards and the food was outstanding .",extract uabsa duplet :,"[{'aspect': 'service', 'sentiment': 'positive'}, {'aspect': 'coffee', 'sentiment': 'positive'}, {'aspect': 'food', 'sentiment': 'positive'}]","[{'aspect': 'coffee', 'sentiment': 'positive'}, {'aspect': 'food', 'sentiment': 'positive'}, {'aspect': 'service', 'sentiment': 'positive'}]","[{'aspect': 'coffee', 'sentiment': 'positive'}, {'aspect': 'food', 'sentiment': 'positive'}, {'aspect': 'service', 'sentiment': 'positive'}]","[{'aspect': 'coffee', 'sentiment': 'positive'}, {'aspect': 'food', 'sentiment': 'positive'}, {'aspect': 'service', 'sentiment': 'positive'}]","[{'aspect': 'coffee', 'sentiment': 'positive'}, {'aspect': 'food', 'sentiment': 'positive'}, {'aspect': 'service', 'sentiment': 'positive'}]","( service, positive ) ; ( coffee, positive ) ; ( food, positive )"
Seattle 's BEST Winelist,extract uabsa duplet :,"[{'aspect': 'Winelist', 'sentiment': 'positive'}]","[{'aspect': 'Winelist', 'sentiment': 'positive'}]","[{'aspect': 'Winelist', 'sentiment': 'positive'}]","[{'aspect': 'Winelist', 'sentiment': 'positive'}]","[{'aspect': 'Winelist', 'sentiment': 'positive'}]","( Winelist, positive )"
"The music playing was very hip , 20-30 something pop music , but the subwoofer to the sound system was located under my seat , which became annoying midway through dinner .",extract aste triplet :,"[{'aspect': 'subwoofer to the sound system', 'opinion': 'annoying', 'sentiment': 'negative'}]","[{'aspect': '20-30 something pop music', 'opinion': 'annoying', 'sentiment': 'negative'}, {'aspect': 'music', 'opinion': 'hip', 'sentiment': 'negative'}]","[{'aspect': '20-30 something pop music', 'opinion': 'annoying', 'sentiment': 'negative'}, {'aspect': 'music', 'opinion': 'hip', 'sentiment': 'negative'}]","[{'aspect': '20-30 something pop music', 'opinion': 'annoying', 'sentiment': 'negative'}, {'aspect': 'music', 'opinion': 'hip', 'sentiment': 'negative'}]","[{'aspect': '20-30 something pop music', 'opinion': 'annoying', 'sentiment': 'negative'}, {'aspect': 'music', 'opinion': 'hip', 'sentiment': 'negative'}]","( music, hip, negative ) ; ( 20-30 something pop music, annoying, negative )"
"Even the chickpeas , which I normally find too dry , were good .",extract aspect :,[{'aspect': 'chickpeas'}],[{'aspect': 'chickpeas'}],[{'aspect': 'chickpeas'}],[{'aspect': 'chickpeas'}],[{'aspect': 'chickpeas'}],( chickpeas )
I am so happy to have a wonderful Italian restaurant in my neighborhood .,extract aspect :,[{'aspect': 'Italian restaurant'}],[{'aspect': 'Italian restaurant'}],[{'aspect': 'Italian restaurant'}],[{'aspect': 'Italian restaurant'}],[{'aspect': 'Italian restaurant'}],( Italian restaurant )
I had the kafta plate and I enjoyed it .,extract uabsa duplet :,"[{'aspect': 'kafta plate', 'sentiment': 'positive'}]","[{'aspect': 'kafta plate', 'sentiment': 'positive'}]","[{'aspect': 'kafta plate', 'sentiment': 'positive'}]","[{'aspect': 'kafta plate', 'sentiment': 'positive'}]","[{'aspect': 'kafta plate', 'sentiment': 'positive'}]","( kafta plate, positive )"
The only drawback is the crowded seating and the slow service .,extract aspect :,"[{'aspect': 'seating'}, {'aspect': 'service'}]","[{'aspect': 'service'}, {'aspect': 'seating'}]","[{'aspect': 'service'}, {'aspect': 'seating'}]","[{'aspect': 'service'}, {'aspect': 'seating'}]","[{'aspect': 'service'}, {'aspect': 'seating'}]",( seating ) ; ( service )
– I recently had the pleasure of dining as this delightful restaurant on 2nd street and wow what a great evening we had .,extract aspect :,[{'aspect': 'restaurant'}],[{'aspect': 'restaurant'}],[{'aspect': 'restaurant'}],[{'aspect': 'restaurant'}],[{'aspect': 'restaurant'}],( restaurant )
"Not only can the selection be innovative , but there 's a nice balance of traditional sushi as well .",extract opinion :,"[{'opinion': 'innovative'}, {'opinion': 'nice'}, {'opinion': 'traditional'}]","[{'opinion': 'nice'}, {'opinion': 'innovative'}]","[{'opinion': 'nice'}, {'opinion': 'innovative'}]","[{'opinion': 'nice'}, {'opinion': 'innovative'}]","[{'opinion': 'nice'}, {'opinion': 'innovative'}]",( innovative ) ; ( nice )
We stood there for 10 minutes while employees walked back and forth ignoring us .,extract opinion :,[{'opinion': 'ignoring'}],[{'opinion': 'ignoring'}],[{'opinion': 'ignoring'}],[{'opinion': 'ignoring'}],[{'opinion': 'ignoring'}],( ignoring )
Service was decent .,extract aspect :,[{'aspect': 'Service'}],[{'aspect': 'Service'}],[{'aspect': 'Service'}],[{'aspect': 'Service'}],[{'aspect': 'Service'}],( Service )
The food is simply unforgettable !,extract aspect :,[{'aspect': 'food'}],[{'aspect': 'food'}],[{'aspect': 'food'}],[{'aspect': 'food'}],[{'aspect': 'food'}],( food )
I have a but here - there was a bathroom attendant in the restroom which was odd .,extract aspect :,[{'aspect': 'restroom'}],[{'aspect': 'bathroom attendant'}],[{'aspect': 'bathroom attendant'}],[{'aspect': 'bathroom attendant'}],[{'aspect': 'bathroom attendant'}],( bathroom attendant )
"Service was kind of slow , our waitress took forever to give us our check even though it was n't that busy .",extract aste triplet :,"[{'aspect': 'Service', 'opinion': 'slow', 'sentiment': 'negative'}]","[{'aspect': 'Service', 'opinion': 'slow', 'sentiment': 'negative'}]","[{'aspect': 'Service', 'opinion': 'slow', 'sentiment': 'negative'}]","[{'aspect': 'Service', 'opinion': 'slow', 'sentiment': 'negative'}]","[{'aspect': 'Service', 'opinion': 'slow', 'sentiment': 'negative'}]","( Service, slow, negative )"
"Excellent food , nice ambience , fairly expensive",extract aste triplet :,"[{'aspect': 'food', 'opinion': 'Excellent', 'sentiment': 'positive'}, {'aspect': 'ambience', 'opinion': 'nice', 'sentiment': 'positive'}]","[{'aspect': 'prices', 'opinion': 'expensive', 'sentiment': 'negative'}, {'aspect': 'ambience', 'opinion': 'nice', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'Excellent', 'sentiment': 'positive'}]","[{'aspect': 'nice', 'opinion': 'expensive', 'sentiment': 'negative'}, {'aspect': 'ambience', 'opinion': 'nice', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'Excellent', 'sentiment': 'positive'}]","[{'aspect': 'prices', 'opinion': 'expensive', 'sentiment': 'negative'}, {'aspect': 'ambience', 'opinion': 'nice', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'Excellent', 'sentiment': 'positive'}]","[{'aspect': 'ambience', 'opinion': 'nice', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'Excellent', 'sentiment': 'positive'}]","( food, Excellent, positive ) ; ( ambience, nice, positive ) ; ( prices, expensive, negative )"
"I have been here , spent tons of money on a chef special dinner and it was a major dissappointment .",extract aste triplet :,"[{'aspect': 'chef special dinner', 'opinion': 'dissappointment', 'sentiment': 'negative'}]","[{'aspect': 'chef special dinner', 'opinion': 'dissappointment', 'sentiment': 'negative'}]","[{'aspect': 'chef special dinner', 'opinion': 'dissappointment', 'sentiment': 'negative'}]","[{'aspect': 'chef special dinner', 'opinion': 'dissappointment', 'sentiment': 'negative'}]","[{'aspect': 'chef special dinner', 'opinion': 'dissappointment', 'sentiment': 'negative'}]","( chef special dinner, dissappointment, negative )"
"– Love their pizza , especially the mushroom pizza .",extract opinion :,[{'opinion': 'Love'}],[{'opinion': 'Love'}],[{'opinion': 'Love'}],[{'opinion': 'Love'}],[{'opinion': 'Love'}],( Love )
I liked the atmosphere very much but the food was not worth the price .,extract aspect :,"[{'aspect': 'atmosphere'}, {'aspect': 'food'}]","[{'aspect': 'atmosphere'}, {'aspect': 'food'}]","[{'aspect': 'atmosphere'}, {'aspect': 'food'}]","[{'aspect': 'atmosphere'}, {'aspect': 'food'}]","[{'aspect': 'atmosphere'}, {'aspect': 'food'}]",( atmosphere ) ; ( food )
"The food is great , the bartenders go that extra mile .",extract aspect :,[{'aspect': 'food'}],"[{'aspect': 'bartenders'}, {'aspect': 'food'}]","[{'aspect': 'bartenders'}, {'aspect': 'food'}]","[{'aspect': 'bartenders'}, {'aspect': 'food'}]","[{'aspect': 'bartenders'}, {'aspect': 'food'}]",( food ) ; ( bartenders )
– By far the best bar in the east village ...,extract aope duplet :,"[{'aspect': 'bar', 'opinion': 'best'}]","[{'aspect': 'bar', 'opinion': 'best'}]","[{'aspect': 'bar', 'opinion': 'best'}]","[{'aspect': 'bar', 'opinion': 'best'}]","[{'aspect': 'bar', 'opinion': 'best'}]","( bar, best )"
"There was a really nice vibe about the place ... good music , atmosphere and happy looking people .",extract aope duplet :,"[{'aspect': 'music', 'opinion': 'good'}, {'aspect': 'atmosphere', 'opinion': 'good'}, {'aspect': 'vibe', 'opinion': 'nice'}, {'aspect': 'people', 'opinion': 'happy'}]","[{'aspect': 'atmosphere', 'opinion': 'good'}, {'aspect': 'vibe', 'opinion': 'nice'}, {'aspect': 'people', 'opinion': 'happy looking'}, {'aspect': 'music', 'opinion': 'good'}]","[{'aspect': 'atmosphere', 'opinion': 'good'}, {'aspect': 'vibe', 'opinion': 'nice'}, {'aspect': 'people', 'opinion': 'happy looking'}, {'aspect': 'music', 'opinion': 'good'}]","[{'aspect': 'atmosphere', 'opinion': 'good'}, {'aspect': 'vibe', 'opinion': 'nice'}, {'aspect': 'people', 'opinion': 'happy looking'}, {'aspect': 'music', 'opinion': 'good'}]","[{'aspect': 'atmosphere', 'opinion': 'good'}, {'aspect': 'vibe', 'opinion': 'nice'}, {'aspect': 'people', 'opinion': 'happy looking'}, {'aspect': 'music', 'opinion': 'good'}]","( vibe, nice ) ; ( music, good ) ; ( atmosphere, good ) ; ( people, happy looking )"
"Best food , phenominal service",extract aste triplet :,"[{'aspect': 'food', 'opinion': 'Best', 'sentiment': 'positive'}, {'aspect': 'service', 'opinion': 'phenominal', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'phenominal', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'Best', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'phenominal', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'Best', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'phenominal', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'Best', 'sentiment': 'positive'}]","[{'aspect': 'service', 'opinion': 'phenominal', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'Best', 'sentiment': 'positive'}]","( food, Best, positive ) ; ( service, phenominal, positive )"
"It was n't the freshest seafood ever , but the taste and presentation was OK .",extract opinion :,"[{'opinion': ""was n't the freshest""}, {'opinion': 'OK'}]",[{'opinion': 'OK'}],[{'opinion': 'OK'}],[{'opinion': 'OK'}],[{'opinion': 'OK'}],( OK )
"Rice is too dry , tuna was n't so fresh either .",extract aste triplet :,"[{'aspect': 'Rice', 'opinion': 'too dry', 'sentiment': 'negative'}, {'aspect': 'tuna', 'opinion': ""was n't so fresh"", 'sentiment': 'negative'}]","[{'aspect': 'tuna', 'opinion': ""wasn't so fresh"", 'sentiment': 'negative'}, {'aspect': 'Rice', 'opinion': 'dry', 'sentiment': 'negative'}]","[{'aspect': 'tuna', 'opinion': ""n't so fresh"", 'sentiment': 'negative'}, {'aspect': 'Rice', 'opinion': 'dry', 'sentiment': 'negative'}]","[{'aspect': 'tuna', 'opinion': 'so fresh', 'sentiment': 'negative'}, {'aspect': 'Rice', 'opinion': 'dry', 'sentiment': 'negative'}]","[{'aspect': 'Rice', 'opinion': 'dry', 'sentiment': 'negative'}]","( Rice, dry, negative ) ; ( tuna, wasn't so fresh, negative )"
"Ray 's is something of a Seattle institution , but given its gorgeous Sound views , I had suspected that the accolades were more due to the scenery than to the food and service .",extract aope duplet :,"[{'aspect': 'Sound views', 'opinion': 'gorgeous'}]","[{'aspect': 'Sound views', 'opinion': 'gorgeous'}, {'aspect': ""Ray's"", 'opinion': 'Seattle institution'}]","[{'aspect': 'Sound views', 'opinion': 'gorgeous'}, {'aspect': 'Ray', 'opinion': 'Seattle institution'}]","[{'aspect': 'Sound views', 'opinion': 'gorgeous'}, {'aspect': ""Ray's"", 'opinion': 'Seattle institution'}]","[{'aspect': 'Sound views', 'opinion': 'gorgeous'}]","( Ray's, Seattle institution ) ; ( Sound views, gorgeous )"
"Everything I 've had here is good , taco salads , burritos , enchiladas i love this place .",extract aspect :,"[{'aspect': 'taco salads'}, {'aspect': 'burritos'}, {'aspect': 'enchiladas'}, {'aspect': 'place'}]","[{'aspect': 'taco salads'}, {'aspect': 'burritos'}, {'aspect': 'enchiladas'}]","[{'aspect': 'taco salads'}, {'aspect': 'burritos'}, {'aspect': 'enchiladas'}]","[{'aspect': 'taco salads'}, {'aspect': 'burritos'}, {'aspect': 'enchiladas'}]","[{'aspect': 'taco salads'}, {'aspect': 'burritos'}, {'aspect': 'enchiladas'}]",( taco salads ) ; ( burritos ) ; ( enchiladas )
The pizza is delicious and the salads are fantastic .,extract uabsa duplet :,"[{'aspect': 'pizza', 'sentiment': 'positive'}, {'aspect': 'salads', 'sentiment': 'positive'}]","[{'aspect': 'pizza', 'sentiment': 'positive'}, {'aspect': 'salads', 'sentiment': 'positive'}]","[{'aspect': 'pizza', 'sentiment': 'positive'}, {'aspect': 'salads', 'sentiment': 'positive'}]","[{'aspect': 'pizza', 'sentiment': 'positive'}, {'aspect': 'salads', 'sentiment': 'positive'}]","[{'aspect': 'pizza', 'sentiment': 'positive'}, {'aspect': 'salads', 'sentiment': 'positive'}]","( pizza, positive ) ; ( salads, positive )"
Our server was very professional and friendly .,extract opinion :,"[{'opinion': 'professional'}, {'opinion': 'friendly'}]","[{'opinion': 'friendly'}, {'opinion': 'professional'}]","[{'opinion': 'friendly'}, {'opinion': 'professional'}]","[{'opinion': 'friendly'}, {'opinion': 'professional'}]","[{'opinion': 'friendly'}, {'opinion': 'professional'}]",( professional ) ; ( friendly )
I have eaten here three times and have found the quality and variety of the fish to be excellent .,extract aste triplet :,"[{'aspect': 'fish', 'opinion': 'excellent', 'sentiment': 'positive'}]","[{'aspect': 'fish', 'opinion': 'excellent', 'sentiment': 'positive'}]","[{'aspect': 'fish', 'opinion': 'excellent', 'sentiment': 'positive'}]","[{'aspect': 'fish', 'opinion': 'excellent', 'sentiment': 'positive'}]","[{'aspect': 'fish', 'opinion': 'excellent', 'sentiment': 'positive'}]","( fish, excellent, positive )"
Serves really good sushi .,extract aope duplet :,"[{'aspect': 'sushi', 'opinion': 'good'}]","[{'aspect': 'sushi', 'opinion': 'good'}]","[{'aspect': 'sushi', 'opinion': 'good'}]","[{'aspect': 'sushi', 'opinion': 'good'}]","[{'aspect': 'sushi', 'opinion': 'good'}]","( sushi, good )"
"– How to describe the best sushi in NYC : hmmmm , delicious , amazing , fantastic , suculent , perfect , nah , all of the above .",extract opinion :,[{'opinion': 'best'}],[{'opinion': 'best'}],[{'opinion': 'best'}],[{'opinion': 'best'}],[{'opinion': 'best'}],( best )
"Service was kind of slow , our waitress took forever to give us our check even though it was n't that busy .",extract aspect :,[{'aspect': 'Service'}],[{'aspect': 'Service'}],[{'aspect': 'Service'}],[{'aspect': 'Service'}],[{'aspect': 'Service'}],( Service )
We shared the family platter and I especially enjoyed the black cod in sake kasu .,extract opinion :,[{'opinion': 'enjoyed'}],[{'opinion': 'enjoyed'}],[{'opinion': 'enjoyed'}],[{'opinion': 'enjoyed'}],[{'opinion': 'enjoyed'}],( enjoyed )
"good sake , good food – i honestly do n't know much about japanese food at all .",extract aste triplet :,"[{'aspect': 'sake', 'opinion': 'good', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'good', 'sentiment': 'positive'}]","[{'aspect': 'sake', 'opinion': 'good', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'good', 'sentiment': 'positive'}]","[{'aspect': 'sake', 'opinion': 'good', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'good', 'sentiment': 'positive'}]","[{'aspect': 'sake', 'opinion': 'good', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'good', 'sentiment': 'positive'}]","[{'aspect': 'sake', 'opinion': 'good', 'sentiment': 'positive'}, {'aspect': 'food', 'opinion': 'good', 'sentiment': 'positive'}]","( sake, good, positive ) ; ( food, good, positive )"
Everyone that sat in the back outside agreed that it was the worst service we had ever received .,extract aspect :,[{'aspect': 'service'}],[{'aspect': 'service'}],[{'aspect': 'service'}],[{'aspect': 'service'}],[{'aspect': 'service'}],( service )
"The portions are big though , so do not order too much .",extract aste triplet :,"[{'aspect': 'portions', 'opinion': 'big', 'sentiment': 'neutral'}]","[{'aspect': 'portions', 'opinion': 'big', 'sentiment': 'positive'}]","[{'aspect': 'portions', 'opinion': 'big', 'sentiment': 'positive'}]","[{'aspect': 'portions', 'opinion': 'big', 'sentiment': 'positive'}]","[{'aspect': 'portions', 'opinion': 'big', 'sentiment': 'positive'}]","( portions, big, positive )"
Groovy music made the dinner casual .,extract uabsa duplet :,"[{'aspect': 'music', 'sentiment': 'positive'}]","[{'aspect': 'dinner', 'sentiment': 'positive'}]","[{'aspect': 'dinner', 'sentiment': 'positive'}]","[{'aspect': 'dinner', 'sentiment': 'positive'}]","[{'aspect': 'dinner', 'sentiment': 'positive'}]","( dinner, positive )"
"For my entr & eacute ; e , I completely enjoyed the seared Alaskan sea scallops complemented by chard , artichoke hearts , fennel , and pecorino toscano .",extract aope duplet :,"[{'aspect': 'seared Alaskan sea scallops', 'opinion': 'enjoyed'}]","[{'aspect': 'seared Alaskan sea scallops', 'opinion': 'enjoyed'}, {'aspect': 'fennel , and pecorino toscano', 'opinion': 'enjoyed'}, {'aspect': 'chard , artichoke hearts', 'opinion': 'enjoyed'}]","[{'aspect': 'seared Alaskan sea scallops', 'opinion': 'enjoyed'}, {'aspect': 'fennel , and pecorino toscano', 'opinion': 'enjoyed'}, {'aspect': 'chard , artichoke hearts', 'opinion': 'enjoyed'}]","[{'aspect': 'seared Alaskan sea scallops', 'opinion': 'enjoyed'}, {'aspect': 'fennel , and pecorino toscano', 'opinion': 'enjoyed'}, {'aspect': 'chard , artichoke hearts', 'opinion': 'enjoyed'}]","[{'aspect': 'seared Alaskan sea scallops', 'opinion': 'enjoyed'}, {'aspect': 'fennel , and pecorino toscano', 'opinion': 'enjoyed'}, {'aspect': 'chard , artichoke hearts', 'opinion': 'enjoyed'}]","( seared Alaskan sea scallops, enjoyed ) ; ( chard /AS/ artichoke hearts, enjoyed ) ; ( fennel /AS/ and pecorino toscano, enjoyed )"
Great value sushi with high quality & nice setting .,extract aste triplet :,"[{'aspect': 'sushi', 'opinion': 'Great value', 'sentiment': 'positive'}, {'aspect': 'sushi', 'opinion': 'high quality', 'sentiment': 'positive'}, {'aspect': 'sushi', 'opinion': 'nice setting', 'sentiment': 'positive'}, {'aspect': 'setting', 'opinion': 'nice', 'sentiment': 'positive'}]","[{'aspect': 'sushi', 'opinion': 'Great value', 'sentiment': 'positive'}, {'aspect': 'setting', 'opinion': 'nice', 'sentiment': 'positive'}]","[{'aspect': 'sushi', 'opinion': 'Great value', 'sentiment': 'positive'}, {'aspect': 'setting', 'opinion': 'nice', 'sentiment': 'positive'}]","[{'aspect': 'sushi', 'opinion': 'Great value', 'sentiment': 'positive'}, {'aspect': 'setting', 'opinion': 'nice', 'sentiment': 'positive'}]","[{'aspect': 'sushi', 'opinion': 'Great value', 'sentiment': 'positive'}, {'aspect': 'setting', 'opinion': 'nice', 'sentiment': 'positive'}]","( sushi, Great value, positive ) ; ( setting, nice, positive )"
Best Crab Cakes in Town,extract opinion :,[{'opinion': 'Best'}],[{'opinion': 'Best'}],[{'opinion': 'Best'}],[{'opinion': 'Best'}],[{'opinion': 'Best'}],( Best )
I love Dungeness crabs and at Ray 's you can get them served in about 6 different ways !,extract aspect :,[{'aspect': 'Dungeness crabs'}],[{'aspect': 'Dungeness crabs'}],[{'aspect': 'Dungeness crabs'}],[{'aspect': 'Dungeness crabs'}],[{'aspect': 'Dungeness crabs'}],( Dungeness crabs )
You won ’ t be disappointed by their menu .,extract opinion :,[{'opinion': 'won ’ t be disappointed'}],[{'opinion': 'won ’ t be disappointed'}],[{'opinion': 'won ’ t be disappointed'}],[{'opinion': 'won ’ t be disappointed'}],[{'opinion': 'won ’ t be disappointed'}],( won ’ t be disappointed )
"Dinners have always been excellent , in terms of food quality .",extract aspect :,[{'aspect': 'Dinners'}],[{'aspect': 'Dinners'}],[{'aspect': 'Dinners'}],[{'aspect': 'Dinners'}],[{'aspect': 'Dinners'}],( Dinners )
